,Lat,Lng,Total # of Restaurants
512,36.986917,-121.44266499999999,3
513,36.914427,-123.109843,0
514,36.914427,-123.017222,0
515,36.914427,-122.924601,0
516,36.914427,-122.83198,0
517,36.914427,-122.73935900000001,0
518,36.914427,-122.64673799999998,0
519,36.914427,-122.55411699999999,0
520,36.914427,-122.461496,0
521,36.914427,-122.368875,0
522,36.914427,-122.27625400000001,0
523,36.914427,-122.183633,0
524,36.914427,-122.091012,192
525,36.914427,-121.998391,382
526,36.914427,-121.90576999999999,166
527,36.914427,-121.813149,146
528,36.914427,-121.720528,132
529,36.914427,-121.62790700000001,33
530,36.914427,-121.53528600000001,60
531,36.914427,-121.44266499999999,73
