Tartine Bakery & Cafe,"['Bakeries', 'Cafes', 'Desserts']",San Francisco,94110.0,37.7614250022004,-122.42405132145599,4.0,7663,$$,ri7UUYmx21AgSpRsf4-9QA
Box Kitchen,"['Food Stands', 'Burgers', 'Waffles']",San Francisco,94103.0,37.781151076136496,-122.40636505138,4.5,770,$$,GyBh5QsGham__kK7eJ2feQ
Helmand Palace,"['Afghan', 'Mediterranean', 'Halal']",San Francisco,94109.0,37.798,-122.42343,4.5,801,$$,ODed3UyqDFIFs3gDcXhm7A
Hot Spud,"['Gluten-Free', 'Fast Food']",San Francisco,94133.0,37.80805,-122.41324,4.5,503,$$,JcyoZPdWdhlsrIVEMdLQ2A
Golden Era Vegan Restaurant,"['Vegan', 'Vietnamese', 'Juice Bars & Smoothies']",San Francisco,94102.0,37.78147344508249,-122.416835837066,4.5,569,$$,ww-HKAff5xmQbiXgO-KcSQ
Saint Frank Coffee,"['Coffee & Tea', 'Sandwiches', 'Breakfast & Brunch']",San Francisco,94109.0,37.798473,-122.422026,4.5,646,$,AsmIi9jXkb9ACliVB4Fp9w
Baonecci Ristorante,"['Pizza', 'Italian']",San Francisco,94133.0,37.799824,-122.407833,4.5,940,$$,gtIud2JPu_tW3LMldEOUaw
Eat Sushi Restaurant,"['Sushi Bars', 'Ramen', 'Poke']",San Francisco,94103.0,37.77182,-122.41452,4.5,119,$$,5HA7OuFkkN76mBiJmI-MoA
State Bird Provisions,"['Tapas/Small Plates', 'American (New)', 'Desserts']",San Francisco,94115.0,37.78374,-122.433005,4.0,2640,$$$,QZQGRJZ4bZCmNoXjs3z1XQ
Pearl's Deluxe Burgers,['Burgers'],San Francisco,94109.0,37.787823,-122.413699,4.0,2130,$$,TRBP1G1l8vZkjgfqdx96Cw
GremÃ¢ÂÂs Good Dog,"['Hot Dogs', 'Food Stands']",San Francisco,94103.0,37.77045,-122.41828999999998,5.0,37,$,RNbyK8mWAFnb73VlC_4ISw
De Afghanan Kabob House,"['Afghan', 'Middle Eastern']",San Francisco,94109.0,37.78577,-122.420359,4.5,529,$$,MIJ2lGmKAHe41xRcefHzvg
La Marsa,"['Wine Bars', 'Mediterranean']",San Francisco,94102.0,37.7871734,-122.4107772,4.5,199,$$,nRxk-JSF_rq1RKqrTfcgRg
The Chairman Truck,"['Food Trucks', 'Taiwanese']",San Francisco,94102.0,37.78404000000001,-122.4175,4.0,1418,$,sT8TRzofJym5w0khZkOJhw
Crepes A Go Go,"['Creperies', 'Food Stands']",San Francisco,94103.0,37.77107,-122.41341,4.5,567,$,PpqlGapwJ8aXjMZg3tHEmw
Braised + Bread,"['Cambodian', 'Asian Fusion', 'Chicken Wings']",San Francisco,94104.0,37.7891276,-122.4029268,4.5,75,$$,Tf14DLc_VlebmUtptENxhw
Hai Ky Noodles,"['Chinese', 'Vietnamese', 'Noodles']",San Francisco,94109.0,37.7840538024902,-122.417953491211,4.5,898,$,wCf2GGyEOkaSFE0xCYpgOA
L&G Vietnamese Sandwich,"['Vietnamese', 'Sandwiches']",San Francisco,94109.0,37.7834,-122.41781,4.5,155,$,7VkvVDx6Lb8fDVmJzDShrA
Lou's Cafe,"['Salad', 'Soup', 'Sandwiches']",San Francisco,94111.0,37.792640686035206,-122.398971557617,4.5,153,$,gtBDOQq3TyiiulKmJpny0g
Sushi Zone,"['Sushi Bars', 'Japanese']",San Francisco,94103.0,37.771165132297895,-122.42391518855699,4.0,1032,$$,M175LTlKPJjAWREIUPyMGg
Coin-Op Game Room,"['Bars', 'Venues & Event Spaces', 'American (New)']",San Francisco,94107.0,37.779267,-122.398018,4.5,479,$$,mFiSSArGLi05l9qhlflg8A
Thai Idea Vegetarian,"['Thai', 'Noodles', 'Soup']",San Francisco,94109.0,37.7834938,-122.4190575,4.5,705,$$,f8kY-c4xNHanSwQuI3nYGg
