,Name,Category,Biz Lat,Biz Lng,Rating,Review Count,Price,Yelp ID,County
8091,Mezzo,"Sandwiches,Salad",37.86617688,-122.2587826,4,522,$$,ICvnd3aLJHs_1tq7N3iK0Q,Alameda
8092,Noodle Girl,Vietnamese,37.8688237,-122.2594536,4.5,3,Unavailable,DTjV0S4VyCURa7LhZdYY5g,Alameda
8093,Chengdu Style Restaurant,"Szechuan,AsianFusion",37.86876,-122.25655,3.5,307,$$,AJ5iUNtfV0IOeoqpJahQJA,Alameda
8094,Raleigh's Pub,American(Traditional),37.86618,-122.25902,4,102,$$,z0qGx4AuqsYrwXd2LTXn1g,Alameda
8095,Pinky and  Red's,"Sandwiches,Diners",37.86949,-122.259673,4.5,39,$,Rl4O-24_IesRVTC7_P8d_w,Alameda
8096,Shihlin Taiwan Street Snacks,"Taiwanese,FastFood",37.86826303,-122.2580257,3.5,165,$,YUxj3mp8B4cHZnDVrpKMFQ,Alameda
8097,Julia's Restaurant,French,37.8676379,-122.2627082,4,92,$$$,9AeMOZuTF9inrApdBCT1hA,Alameda
8098,Mount Everest Restaurant,"Indian,Himalayan/Nepalese",37.863877,-122.258781,4,592,$$,aroY6t0It9EYWCRL8u7iYg,Alameda
8100,Boba Ninja,"ChickenWings,FastFood",37.86821,-122.25803,4,109,$,ubIBeGZhNbCnQDdvmqz0pQ,Alameda
8101,Koryo Restaurant,Korean,37.8639183,-122.2589417,3.5,249,$$,we3YxbueOBb0f-m7ekYk2A,Alameda
8102,Little Gem Belgian Waffles,"Desserts,IceCream&FrozenYogurt,Waffles",37.8656,-122.25882,4.5,387,$,IQmJ9K15sGYw39s1yqY6Dg,Alameda
8103,Kimchi Garden,"Korean,AsianFusion",37.86818,-122.25826,3.5,310,$$,PkSoDMwb3y3-lRsqaKqSGw,Alameda
8104,Muracci's Berkeley,JapaneseCurry,37.86638,-122.2589,3.5,300,$$,ZF9pQ-zfY57ok-BPrlmm6w,Alameda
8105,Tap Haus,German,37.86787368,-122.2582636,4,111,$$,TaAC3o8tXtjAZRhkiK8Weg,Alameda
8106,Poke Parlor,"Poke,Japanese",37.86544848,-122.2584165,4,210,$$,tgIBoGSfQO02xTDHTg9c3g,Alameda
8107,IBÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â¢ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â€ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â™s Berkeley,"Sandwiches,Burgers,Cheesesteaks",37.86804,-122.25849,4,496,$,TUIDRJ_rUkdmYPSRAAEsPg,Alameda
8108,Cafe Ohlone,Cafes,37.86811003,-122.2606783,5,4,Unavailable,C-2hVNrbgBHbn5CUGIv0Ww,Alameda
8109,Pho K & K,Vietnamese,37.86448,-122.25822,3.5,377,$,fcdjnsgO8Z5LthXUx3y-lA,Alameda
8110,Cheese 'N' Stuff,"Delis,Sandwiches",37.86758028,-122.2595508,4,289,$,o0KC5k-7fXH8LHf75Icfuw,Alameda
8111,Bongo Burger,"Burgers,FastFood",37.86541,-122.25817,4,554,$$,G3d-xJF_Rt-P_za2eZ1q-Q,Alameda
8112,Henry's,American(New),37.8679,-122.25627,3.5,41,$$,sn5gQfVETorpqaIZgBJPUg,Alameda
8113,Chinese Express,"Chinese,Noodles,Soup",37.86672,-122.25906,3.5,159,$,t-xuA4yR02gud00gTS2iyw,Alameda
8114,Thai Noodle II - Berkeley,"Thai,Noodles",37.86638,-122.25889,3.5,340,$$,D0bltNaJ-Ak6ejkUUpWDEw,Alameda
8115,T-Toust,Korean,37.86798859,-122.2598419,3.5,241,$,22yTwTUyMBY3SFu_Hj4NOQ,Alameda
8116,Free House,American(Traditional),37.86923,-122.254275,3,234,$$,9znPyzc0cS8GHH49R8SUaA,Alameda
8117,Gordito Amigos,"Mexican,Vegan",37.86672,-122.25906,4,42,Unavailable,89Qn9lGn4zLNOLpHuio9qQ,Alameda
8118,Cal Gyro Mediterranean,"Mediterranean,MiddleEastern,Greek",37.86821,-122.25803,3.5,139,$,qgEx4cus-f9vgc5aBFJ8fQ,Alameda
8119,La Cocina's Cantina,"Noodles,Tapas/SmallPlates",37.869231,-122.259603,5,2,Unavailable,U0NvSdNGIms55xyoSHbEXQ,Alameda
8120,Seniore's Pizza,"Pizza,ChickenWings",37.867759,-122.258281,3.5,219,$,SGGvq28yNrIBAneKkPgTEQ,Alameda
8121,Berkeley Thai House,"Thai,Soup,Noodles",37.86718,-122.2583,3,475,$$,tR7wIIvJsLqI8keoLf8tpg,Alameda
8122,La Burrita,"Mexican,Salad,Vegetarian",37.86792865,-122.2574347,3.5,571,$,q33FT8iYvU2UUbJuiEQWUw,Alameda
8123,Thai Basil Cuisine,Thai,37.86821,-122.25803,3.5,908,$$,h11Hr07ffM-dn-rico0_fA,Alameda
8124,D'Yar,Mediterranean,37.86804,-122.25849,3.5,322,$,WaxhDYWQmZ1FGM2ChY7_2Q,Alameda
8125,Hu Tong Jian Bing,Chinese,37.86842,-122.26054,3,2,Unavailable,gBn2OyUQgGm4brCw8GZUDw,Alameda
8126,Steve's Bar-B-Que,"Korean,Barbeque",37.86821,-122.25803,3.5,468,$,h-pdNVQY1ekHoVtgJCxIkw,Alameda
8127,Taco Bell - Berkeley,"FastFood,Mexican",37.8677985,-122.2576189,3.5,89,$,e1M54l13zB_BInpIE3VUkQ,Alameda
8129,House of Curries,"Indian,Pakistani,Halal",37.86766,-122.25786,3.5,609,$,QfpwAp53h_DIfzph0IMIbQ,Alameda
8130,Kathmandu Market and Deli,"Himalayan/Nepalese,Delis",37.86472608,-122.2583377,4,14,$,TU1oYaU5sVM6cGC4Uvy7mQ,Alameda
8131,Fat Slice Pizza,Pizza,37.8672,-122.25858,3.5,595,$,uNumMb-5qNiVzW6T32Uiag,Alameda
8132,Bacheesos,"Mediterranean,Buffets,Breakfast&Brunch",37.86157,-122.25928,3.5,273,$$,yNp-1m-eKbNaGsxooh3FRw,Alameda
8133,Racha Cafe,Thai,37.8643937,-122.2586932,3.5,492,$,93sW9Y_3rJQn305_n8epng,Alameda
8135,Katsumi Sushi,"Japanese,SushiBars",37.86821,-122.25803,3,52,$,cG8i_Ttq_MVGd7Ja5MTysQ,Alameda
8136,ABE's Pizza,Pizza,37.8680499,-122.25931,3.5,590,$,WqAtgHTxgS-B8J6iHc4eeA,Alameda
8137,Chang Luong,Chinese,37.86818,-122.25826,2.5,31,$$,eYJqP0FogFY9o36dZVSMVQ,Alameda
8138,Nichi Ramen,Ramen,37.86851193,-122.2593402,2.5,2,Unavailable,Kv84WZK4xHW7EKMxhkd8TA,Alameda
8139,Cafe Milano,Cafes,37.86868944,-122.2585755,3.5,423,$,NGyFcZHghu1uJ0G-pXJxoQ,Alameda
8141,Chipotle Mexican Grill,"Mexican,FastFood",37.86838434,-122.2589561,3,357,$,tzRNk1hqooBV3i-Q_yKP7g,Alameda
8142,Tako Sushi,"SushiBars,Japanese",37.867282,-122.258781,3,557,$,2ciUQ05DREauhBC3xiA4qw,Alameda
8143,Sweetheart Cafe,Cafes,37.8680525,-122.258168,3.5,561,$,j9tMEV719PzFcc_wp8mzlw,Alameda
8144,Mandarin House,Chinese,37.86821,-122.25803,2,208,$,5fneYCWLhgBZQUcNPOch-w,Alameda
8145,The Musical Offering Cafe,Breakfast&Brunch,37.86823,-122.26069,4,212,$$,ndDb1erN_IQcaVLIDQhGMQ,Alameda
8146,Le Bateau Ivre,"French,Breakfast&Brunch",37.86256,-122.2585,3.5,500,$$,YypLjtHdKKGL-MOIrUaM4Q,Alameda
8147,UCafe,"Cafes,Bakeries",37.86788,-122.25685,3,137,$,Gia-6TO8WwPMSHdn86EozQ,Alameda
8148,Japanese Snacks,Japanese,37.86821,-122.25803,2,1,Unavailable,uCoCvFtlMbBm1QQZRTeLWA,Alameda
8149,Durant Square - Asian Ghetto,"AsianFusion,Korean,Vietnamese",37.86821,-122.25803,3.5,88,$,plRUSuB_uY_dEgcMqeZMYA,Alameda
8151,Cafe Durant,"Breakfast&Brunch,Mexican",37.8681299,-122.2583073,3.5,407,$,BOCJ5g4q1RhP8wikwwr3Ow,Alameda
8152,Lotus House,Chinese,37.86818,-122.25826,3,294,$,XBPMMfMchDlxZG-qSsSdtw,Alameda
8153,Ladle & Leaf,"Sandwiches,Soup,Salad",37.86873713,-122.2581996,3.5,244,$,elt6nbq4fRcCn7Enk6e7Tw,Alameda
8156,Subway,"Sandwiches,FastFood",37.86856238,-122.2593097,2,81,$,4b8yMxZ5p4KddENZYmjMEg,Alameda
8157,Subway,"Sandwiches,FastFood",37.86249,-122.25914,2.5,40,$,hpiH64YRMiHMSOK-099sOw,Alameda
8158,Kiraku,"Japanese,Tapas/SmallPlates,TapasBars",37.863683,-122.258976,4.5,1005,$$,vZpuRwoCD4upNRP5CScjDQ,Alameda
8159,Daryoush Persian Cuisine,Persian/Iranian,37.87038024,-122.2666265,4,46,Unavailable,p4JvBGDBlA68aYQ5rIBh9Q,Alameda
8160,Bansho Ramen,Ramen,37.86490283,-122.2587505,4,47,$$,EkfGAqi1XZdMe2gMlrD4Kw,Alameda
8161,KoJa Kitchen,"AsianFusion,Korean,Japanese",37.8670846,-122.2587409,4,1381,$,CbSgnm7fExAdI0i9KNmuaw,Alameda
8162,Platano,Salvadoran,37.87164,-122.26961,4,978,$$,4nLK0z_A4Cyd3C28HCkwlg,Alameda
8163,Smoke's Poutinerie,"ComfortFood,FastFood,Poutineries",37.86763,-122.25812,4,808,$$,p97_JO2wjfrM6nuPysb64w,Alameda
8164,Berkeley Social Club,"Breakfast&Brunch,Korean",37.8718158,-122.2696171,4,1033,$$,oqyeLUSC2Z3Aczzh_4-4Yw,Alameda
8165,Tasty Pot,"HotPot,Chinese",37.86885834,-122.2671814,4,493,$$,k40kdV9SdZy6SLn9DwuJXg,Alameda
8166,Ippudo Berkeley,"Ramen,Noodles",37.872015,-122.267681,3.5,981,$$,owXlc12HtLAtqi0LkIxZKg,Alameda
8167,Tharaphu Burmese Street Food,"Burmese,Soup,Noodles",37.87146794,-122.2675552,3.5,285,$,ivUIp7VPRBFngwejkGBNdw,Alameda
8168,La Note,"French,Breakfast&Brunch",37.86621421,-122.2673416,4,3448,$$,dmZS7KKxE8GHfIHzsenqUQ,Alameda
8169,Collective Kitchen & Bar,"Vegan,Vegetarian",37.87029,-122.26686,4.5,36,Unavailable,lyaUHqyoGnNq0H1xPLh4kQ,Alameda
8170,Top Dog,HotDogs,37.86772,-122.25739,4,1906,$,qHmamQPCAKkia9X0uryA8g,Alameda
8171,Fire Wings,ChickenWings,37.8715777,-122.2679815,4,223,$$,QJkCKxD1Hf4h3jPzxVT03w,Alameda
8172,"The Noodle, Thai Restaurant","Noodles,Thai",37.8731939,-122.268807,4,751,$,Oh5GMwlzebpH_uOyjwl3iQ,Alameda
8173,Chengdu Style Restaurant,"Szechuan,AsianFusion",37.86876,-122.25655,3.5,307,$$,AJ5iUNtfV0IOeoqpJahQJA,Alameda
8174,Famous Bao,Chinese,37.8678231,-122.2600062,3,316,$,jP8Wq93vk04s_6sGnqrhTw,Alameda
8175,Comal Next Door,Mexican,37.87142,-122.26882,4,96,$$,3SwDv3ZPcpng8Ldq6lbpXg,Alameda
8176,Fondue Fred,Fondue,37.8639183,-122.2589417,3,294,$$,h_we4E3zofRTf4G0JTEF0A,Alameda
8177,PokÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â© Bar,"Hawaiian,Poke,AsianFusion",37.867982,-122.259899,4.5,162,$$,_CYmNwjtgJjZYxBoz-xezw,Alameda
8178,Raleigh's Pub,American(Traditional),37.86618,-122.25902,4,102,$$,z0qGx4AuqsYrwXd2LTXn1g,Alameda
8179,Artichoke Basille's Pizza,Pizza,37.8679746,-122.2568488,4,546,$,YTPexj4BDe6j8RJ0yWvpWA,Alameda
8180,Julia's Restaurant,French,37.8676379,-122.2627082,4,92,$$$,9AeMOZuTF9inrApdBCT1hA,Alameda
8181,ZINO,Mediterranean,37.86923,-122.26837,3.5,32,Unavailable,C9nyF_0GMUBwVjC2XgeIFQ,Alameda
8182,Gather,"American(New),Breakfast&Brunch",37.8694781,-122.2661142,4,2147,$$,BiZAzf2SAFCE0gJrX-PGFw,Alameda
8183,Wiki Wiki Hawaiian BBQ,"Hawaiian,FastFood,Barbeque",37.865473,-122.267138,3.5,236,$,iQi0zqguxJzIM-a5nEfF4g,Alameda
8184,MaÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â®son Bleue,"Cafes,Creperies,French",37.86782,-122.26943,4.5,188,$$,4SRLygl0meAG8jMHcz5E5g,Alameda
8186,DDC Cafe,"Chinese,HongKongStyleCafe",37.87179,-122.26747,4,59,$$,wTAQZ9NqiO9Pdt-Q08bD5A,Alameda
8187,T-Toust,Korean,37.86798859,-122.2598419,3.5,241,$,22yTwTUyMBY3SFu_Hj4NOQ,Alameda
8188,Pinky and  Red's,"Sandwiches,Diners",37.86949,-122.259673,4.5,39,$,Rl4O-24_IesRVTC7_P8d_w,Alameda
8189,Suya African Caribbean Grill,"African,Caribbean,Barbeque",37.8703432,-122.2658798,4,415,$,UZw6rwsRE2mXp0dfHLtHRg,Alameda
8190,Nash Cafe,"Chinese,Barbeque",37.87213061,-122.2696976,4,28,$$,snK6YC0B0enUEBub4ewhvQ,Alameda
8191,The Flying Falafel - Berkeley,"Falafel,Vegan",37.8708699,-122.26857,4.5,315,$,m7A3DRLDJ3lUZrp6bxRVsg,Alameda
8192,Koryo Restaurant,Korean,37.8639183,-122.2589417,3.5,249,$$,we3YxbueOBb0f-m7ekYk2A,Alameda
8193,East Bay Spice Company,Indian,37.87026,-122.26618,4,443,$$,AZLrNg0Nf9cdZWPmNypUkg,Alameda
8194,Cinnaholic,"Vegan,Bakeries,Desserts",37.87029068,-122.2660625,4.5,1572,$,2u4DSD6F8RyFXp-Crhj8OA,Alameda
8195,Bangkok Noodles & Thai BBQ,"Thai,Noodles,Barbeque",37.8727432,-122.2686296,3.5,503,$,b14htqypk7QkgTGtsKz9RA,Alameda
8196,Tamon Tea,Japanese,37.870417,-122.269287,4.5,166,$,PYwAus1gKufLm8xlg0OYpA,Alameda
8198,Tuk Tuk Thai Cafe,Thai,37.864526,-122.267745,3,861,$$,lGdeLPx2tbXCqBy0bbrwxg,Alameda
8199,Kimchi Garden,"Korean,AsianFusion",37.86818,-122.25826,3.5,310,$$,PkSoDMwb3y3-lRsqaKqSGw,Alameda
8200,Poke Parlor,"Poke,Japanese",37.86544848,-122.2584165,4,210,$$,tgIBoGSfQO02xTDHTg9c3g,Alameda
8201,Bongo Burger,"Burgers,FastFood",37.86541,-122.25817,4,554,$$,G3d-xJF_Rt-P_za2eZ1q-Q,Alameda
8202,Simply Bowl,"Japanese,AsianFusion,Poke",37.872,-122.26701,4,515,$$,6EVFn0BnxEeRoH2aqzToXQ,Alameda
8203,Tender Greens,"Salad,American(New),Sandwiches",37.8723699,-122.26894,4,208,$$,37lY0EWUvMWO0qni1ZVDmA,Alameda
8204,IBÃƒÂƒÃ‚Â¢ÃƒÂ‚Ã‚Â€ÃƒÂ‚Ã‚Â™s Berkeley,"Sandwiches,Burgers,Cheesesteaks",37.86804,-122.25849,4,496,$,TUIDRJ_rUkdmYPSRAAEsPg,Alameda
8205,Venus Restaurant,"American(New),Breakfast&Brunch",37.867084,-122.267344,4,1381,$$,nm_TO1hRaV8i-zMDE15gIQ,Alameda
8206,Seniore's Pizza,"Pizza,ChickenWings",37.867759,-122.258281,3.5,219,$,SGGvq28yNrIBAneKkPgTEQ,Alameda
8207,Noodle Girl,Vietnamese,37.8688237,-122.2594536,4.5,3,Unavailable,DTjV0S4VyCURa7LhZdYY5g,Alameda
8208,La Burrita,"Mexican,Salad,Vegetarian",37.86792865,-122.2574347,3.5,571,$,q33FT8iYvU2UUbJuiEQWUw,Alameda
8209,Gadani,"Waffles,IceCream&FrozenYogurt",37.870612,-122.267907,4,346,$,uwvhf3nO353A3Em5AEeO9Q,Alameda
8210,Hu Tong Jian Bing,Chinese,37.86842,-122.26054,3,2,Unavailable,gBn2OyUQgGm4brCw8GZUDw,Alameda
8211,Nichi Ramen,Ramen,37.86851193,-122.2593402,2.5,2,Unavailable,Kv84WZK4xHW7EKMxhkd8TA,Alameda
8212,House of Curries,"Indian,Pakistani,Halal",37.86766,-122.25786,3.5,609,$,QfpwAp53h_DIfzph0IMIbQ,Alameda
8213,Chipotle Mexican Grill,"Mexican,FastFood",37.86838434,-122.2589561,3,357,$,tzRNk1hqooBV3i-Q_yKP7g,Alameda
8214,Crave Subs,"Halal,Sandwiches",37.870276,-122.2668303,4,11,Unavailable,0bAYceI239DhRTIClNIlgw,Alameda
8215,Turkish Kitchen,Turkish,37.872544,-122.268669,3.5,469,$$,0DtMEjVcbeghNgM8XEAoAg,Alameda
8216,Cafe Blue Door,Cafes,37.8679699,-122.2648928,4,136,$,zpgL_B7JI2EKOzdZo92vDw,Alameda
8217,Lucky House Thai,Thai,37.87201,-122.26727,4,439,$,ogwltUkCmvkpMiu1e8hDOw,Alameda
8218,Kaze Ramen,"Ramen,Tapas/SmallPlates",37.8727608,-122.2686157,3,403,$$,PZYxXDpCK-eJ7M4cuc2XvA,Alameda
8219,Cancun Sabor Mexicano,Mexican,37.86934,-122.26678,3.5,943,$$,xpzGXyxXO8U0AbBc9ssZfw,Alameda
8222,Saturn Cafe Berkeley,"Vegetarian,Vegan,Breakfast&Brunch",37.869795,-122.266086,3.5,1236,$$,S4a-MaxMszQjSPSs1JSM2A,Alameda
8223,The Sunny Side CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â©,Breakfast&Brunch,37.8702422,-122.2660694,3.5,430,$$,PC-x4Om-XXGqFn0ludTykw,Alameda
8224,McDonald's,"FastFood,Burgers",37.872278,-122.268577,2,231,$,26m-QFOWzO6VuLZGBfI5Zw,Alameda
8225,Lotus House,Chinese,37.86818,-122.25826,3,294,$,XBPMMfMchDlxZG-qSsSdtw,Alameda
8226,Cafe Milano,Cafes,37.86868944,-122.2585755,3.5,423,$,NGyFcZHghu1uJ0G-pXJxoQ,Alameda
8228,Fat Slice Pizza,Pizza,37.8672,-122.25858,3.5,595,$,uNumMb-5qNiVzW6T32Uiag,Alameda
8229,ABE's Pizza,Pizza,37.8680499,-122.25931,3.5,590,$,WqAtgHTxgS-B8J6iHc4eeA,Alameda
8230,Top Dog,"FastFood,HotDogs",37.8705271,-122.2663488,4,381,$,65ltOonS7uaG12RRdn-W3Q,Alameda
8231,Papa John's Pizza,Pizza,37.8689273,-122.2682289,2,163,$,4jb3LVjN4qJZrXCbio6w0w,Alameda
8232,Sweetheart Cafe,Cafes,37.8680525,-122.258168,3.5,561,$,j9tMEV719PzFcc_wp8mzlw,Alameda
8233,Le Bateau Ivre,"French,Breakfast&Brunch",37.86256,-122.2585,3.5,500,$$,YypLjtHdKKGL-MOIrUaM4Q,Alameda
8234,Chang Luong,Chinese,37.86818,-122.25826,2.5,31,$$,eYJqP0FogFY9o36dZVSMVQ,Alameda
8235,Passione Caffe,"Bakeries,Pizza,Vegan",37.8716702,-122.2681583,4,22,$,rLCEZiD3PPkyKIwFpv5sYQ,Alameda
8236,Arinell Pizza,Pizza,37.8709751,-122.2675055,3.5,564,$,lnZxgOcZQk807vzW8ViX7Q,Alameda
8237,Sandwich Zone,"Sandwiches,Delis",37.871016,-122.267571,4,150,$,JB0N9VPx5eEBcLd0Sfnnbg,Alameda
8239,Little Plearn Thai Kitchen,Thai,37.86795807,-122.2673721,3.5,195,$,8A-2R_FERF5CrbclE2DZag,Alameda
8240,Bongo Burger,Burgers,37.87029,-122.26643,3.5,230,$,8PE1KtG_ZMxcgqCseHhmLA,Alameda
8241,Berkeley Espresso,Sandwiches,37.873663,-122.26888,3.5,220,$,eLfvE6SjyvUDJgiiyOcfZg,Alameda
8242,Subway,"Sandwiches,FastFood",37.86249,-122.25914,2.5,40,$,hpiH64YRMiHMSOK-099sOw,Alameda
8243,Royal Ground Coffee House,Sandwiches,37.865725,-122.267268,3.5,208,$,gb0Y2vpd01N-YuLD0U3jiQ,Alameda
8244,Windmill Coffee House,Sandwiches,37.867084,-122.266039,2.5,2,Unavailable,VZHhWTzPLQcLy9gQgKhrgw,Alameda
8246,Cafe Rio,"Sandwiches,Cafes",37.87026,-122.26661,3,62,$,ozmMymxyx_EPnCGlIGe1lw,Alameda
8247,The Butchers Son,"Vegan,American(Traditional)",37.87154284,-122.2716462,4.5,1098,$$,Se9nvLiXHWI5ltMSo8klCw,Alameda
8248,Jayakarta Restaurant,Indonesian,37.8716,-122.26996,4,871,$$,ksBcdvTw0bz3vEMBbog60w,Alameda
8249,Cafe Nostos,"Greek,Italian",37.8722582,-122.2732548,5,84,$,C5fDYoY5nzwHY9B2pmXaCA,Alameda
8250,A Dora Pie,"Bakeries,Desserts,American(Traditional)",37.87142,-122.27138,4.5,70,$,RvHR83TEdJBMxaOUUPUTMQ,Alameda
8251,Gecko Gecko Thai California Eatery,Thai,37.87072,-122.27031,4,377,$$,W0I0sxeRPoohcKu6mgNONw,Alameda
8252,Poki Poke,"Poke,Hawaiian",37.87196,-122.27209,4,150,$$,ZM5AT0G29LvdhRp5TEqFCA,Alameda
8253,Chaat Cafe,Indian,37.87127,-122.27267,3.5,414,$$,ZPP6J71xf4YuRtGvrJpGFA,Alameda
8254,El Burro Picante,Mexican,37.87222,-122.27014,4,499,$,N_hnwiDI0rpI1ljNkz9mEQ,Alameda
8255,Sushi California,"SushiBars,Japanese",37.871143,-122.2727818,4,250,$$,GQnXtvssGFMmWhY6QjrBJg,Alameda
8256,MY Coffee Roastery,Cafes,37.87077,-122.27312,5,3,Unavailable,fhOYxni7GhmMSJyIRcIDew,Alameda
8257,Red Tomato Pizza House,"Pizza,Vegan,Gluten-Free",37.87208049,-122.2701287,4,210,$$,R3FjgD7K7B2D_FnGmd8jqA,Alameda
8258,Zabu Zabu,"Japanese,HotPot,Noodles",37.87118,-122.27189,3.5,826,$$,bFXs1RxZTGImiN9Ic8ZOhg,Alameda
8259,K's Internet Cafe,"American(New),Bagels",37.8699401,-122.2703581,3,56,$,HgTgr95VqKsxyPqcSEgcRQ,Alameda
8260,Ethiopian 2010 New Year Celebration,Ethiopian,37.87013,-122.26937,3,1,Unavailable,P0ffIvuqDtypCxrhboVHtg,Alameda
8261,Cheese Board Pizza,Pizza,37.88013154,-122.2693573,4.5,5123,$,uvCBQevs26owAL7KW2_VIA,Alameda
8262,Mad Seoul,Korean,37.87457,-122.26833,4.5,63,$$,FUD0L7ivnnFmhrbVHoo0fg,Alameda
8263,Tigerlily Berkeley,"Breakfast&Brunch,Indian",37.87981,-122.2689,4,524,$$,WMYV_KzVsgRjOv1d-cBL0A,Alameda
8264,Corso,Italian,37.8750551,-122.2689036,4,675,$$$,MLbs93vm2Bapdv_6tWlsUg,Alameda
8265,JotMahal Palace of Indian Cuisine,Indian,37.87871933,-122.2688065,4.5,308,$$,pGjc4GhZvnJsRQjD9ROKUQ,Alameda
8266,GrÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©goire,"French,Sandwiches",37.87859707,-122.2686459,4,2175,$$,sKnjZ4bb-0AWxWqJv7cHOw,Alameda
8267,Lo Coco's,"Italian,Pizza",37.881756,-122.269812,4,409,$$,30vQAVDNpTTHiTDlRzJFWA,Alameda
8268,Da Lian,Chinese,37.877052,-122.269053,4,390,$$,Kw7JHvbA13NNVp6y6qHkqA,Alameda
8269,Chez Panisse,"American(New),French",37.879664,-122.26894,4,2755,$$$$,cMyf8e6frO9PIutPvXpjow,Alameda
8270,Kamado Sushi,"Japanese,SushiBars,Soup",37.88183192,-122.2696972,4,304,$$,_9bhEHlrWSN55p7Y6sHP8g,Alameda
8271,Oriental Restaurant,"Vietnamese,Chinese",37.875154,-122.2689371,4,399,$,0BnfMiHJFkXOihenU9WYHg,Alameda
8272,Nico's 1508,"American(New),Steakhouses",37.87998883,-122.26841,3.5,354,$$,ASGILSzRfmVDDHMVlxrDWw,Alameda
8273,CÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©sar,TapasBars,37.879644,-122.269032,3.5,627,$$,KiCHdvhn4OmT06a0EkhHTw,Alameda
8274,Guacamole 61,"Mexican,Seafood",37.87981,-122.26889,4,204,$$,ZcDVFDr5DaxjfZBlUEjsWw,Alameda
8275,Agrodolce Osteria,Italian,37.87595,-122.26907,3.5,386,$$,DRUpIbwReVs53nm6bTHA3A,Alameda
8276,sweetgreen,"Salad,Vegetarian",37.874022,-122.26885,4,341,$$,zNEzegCFEiJibc-udWfqiA,Alameda
8277,Cha-Ya,"Japanese,SushiBars,Vegan",37.87714,-122.269102,4,694,$$,pTpsniKEL9z7Sv1ilXwQag,Alameda
8278,Barney's Gourmet Hamburgers,"Burgers,Salad,American(Traditional)",37.878125,-122.2693854,3.5,697,$$,8ULbAsaRWW2O5VO5g7DQ4A,Alameda
8280,Taste of the Himalayas,"Indian,Himalayan/Nepalese,Seafood",37.87646247,-122.2690907,4,825,$$,vEuc5iu0ndrCI5aUrr__eg,Alameda
8281,Ijo Izakaya,"SushiBars,Izakaya,Seafood",37.88086,-122.26894,4,38,$$,nmrRUiBtLLeOgdR_PLEUQQ,Alameda
8282,Griff's Gazebo,"Pizza,Cafes,Bakeries",37.87746,-122.26666,5,1,Unavailable,rDRuu4lh9NbMG1g51ltHbQ,Alameda
8284,Saul's Restaurant & Delicatessen,"Delis,Diners,Breakfast&Brunch",37.880712,-122.2689112,3.5,1439,$$,EHy07khUgslcGVUqADUquQ,Alameda
8285,Crepevine Restaurant,"Creperies,Salad,Sandwiches",37.87821814,-122.2692775,3.5,737,$$,sOQRZ2riez4mMdzA_gGUGQ,Alameda
8287,Dara Thai Lao Cuisine,Thai,37.87857,-122.268813,3.5,314,$$,c8Gs2F_J0vdMoEY88RwV9A,Alameda
8288,Fat Apple's Restaurant & Bakery,"Bakeries,Burgers,Breakfast&Brunch",37.88155,-122.27433,3.5,405,$$,iWSUwZ0YD_PZFoMbLmnkeg,Alameda
8289,Soop,"Soup,FastFood",37.87981,-122.26889,3.5,152,$,sOpW9KssMi1xVdcltK7GCQ,Alameda
8291,Thai Delight Cuisine,"Thai,Salad,Soup",37.87642,-122.269057,3.5,330,$$,5F_lMRdcBSRePjQ2bTVZQw,Alameda
8292,Imperial Tea Court,Chinese,37.87987584,-122.2689442,3.5,345,$$,m8eswoVecgDYCS12fy2EXg,Alameda
8293,Kirala 2 Japanese Cuisine,"Japanese,SushiBars",37.879841,-122.268865,3.5,170,$$,PVXhNQD8m_ujlRv4TPnycw,Alameda
8294,Guerilla Cafe,Breakfast&Brunch,37.877924,-122.2693152,3.5,585,$$,jHXZ0FfHvgRU9N9a8wzGeA,Alameda
8295,Fertile Grounds Cafe,"Cafes,Breakfast&Brunch",37.8749162,-122.2689082,4,253,$,Mkk5gDZwtTilgkqQewN5dA,Alameda
8297,Party Sushi,"SushiBars,Japanese",37.8752509,-122.2689199,3.5,234,$$,qjdoLcYlDu5crUU1fnn6oA,Alameda
8298,Pat Brown's Grill,"American(Traditional),Sandwiches,Salad",37.87331416,-122.2648957,3,42,$,wNTMfBrsvVHleI8cxO1TKw,Alameda
8299,bollywood cafe,Indian,37.87585059,-122.2600701,4,9,Unavailable,QNoyDZT8ewOnmPq19Pn7SA,Alameda
8300,The Snack Shack,"Burgers,ChickenWings",37.87537,-122.25976,4.5,149,$,4xx1FsFsEe_7lWn-Whlo3g,Alameda
8302,Urbann Turbann,"Indian,FastFood",37.87526,-122.26049,4,471,$,#NAME?,Alameda
