Row Labels,Count of Category
"['Sports Bars', 'American (Traditional)', 'Karaoke']",1
"['Sports Bars', 'American (Traditional)', 'Lounges']",1
"['Sports Bars', 'American (Traditional)', 'Music Venues']",1
"['Sports Bars', 'American (Traditional)', 'Pizza']",1
"['Sports Bars', 'American (Traditional)', 'Pubs']",1
"['Sports Bars', 'American (Traditional)', 'Sandwiches']",2
"['Sports Bars', 'American (Traditional)']",25
"['Sports Bars', 'Barbeque']",1
"['Sports Bars', 'Breakfast & Brunch', 'American (Traditional)']",3
"['Sports Bars', 'Breakfast & Brunch', 'Music Venues']",1
"['Sports Bars', 'Breakfast & Brunch']",1
"['Sports Bars', 'British', 'Music Venues']",1
"['Sports Bars', 'British']",2
"['Sports Bars', 'Burgers', 'American (New)']",1
"['Sports Bars', 'Burgers', 'American (Traditional)']",3
"['Sports Bars', 'Burgers', 'Beer Bar']",1
"['Sports Bars', 'Burgers', 'Chicken Wings']",1
"['Sports Bars', 'Burgers', 'Hot Dogs']",1
"['Sports Bars', 'Burgers', 'Pizza']",2
"['Sports Bars', 'Burgers', 'Sandwiches']",1
"['Sports Bars', 'Chicken Wings']",1
"['Sports Bars', 'Cocktail Bars', 'Breakfast & Brunch']",1
"['Sports Bars', 'Comfort Food', 'American (Traditional)']",1
"['Sports Bars', 'Desserts', 'American (Traditional)']",1
"['Sports Bars', 'Gastropubs', 'Venues & Event Spaces']",1
"['Sports Bars', 'Gastropubs']",1
"['Sports Bars', 'Italian', 'Sandwiches']",1
"['Sports Bars', 'Lounges', 'Breakfast & Brunch']",1
"['Sports Bars', 'Lounges', 'Vietnamese']",1
"['Sports Bars', 'Mexican']",3
"['Sports Bars', 'Piano Bars', 'American (Traditional)']",1
"['Sports Bars', 'Pizza']",1
"['Sports Bars', 'Pubs', 'American (Traditional)']",1
"['Sports Bars', 'Salad', 'Pizza']",1
"['Sports Bars', 'Salvadoran']",1
"['Sports Bars', 'Sandwiches']",1
"['Sports Bars', 'Southern', 'Cajun/Creole']",1
"['Sports Bars', 'Steakhouses', 'Seafood']",1
"['Sports Bars', 'Tapas Bars', 'American (Traditional)']",1
"['Sports Bars', 'Venues & Event Spaces', 'American (New)']",1
"['Sports Bars', 'Vietnamese']",1
"['Sports Clubs', 'American (Traditional)', 'Cocktail Bars']",1
"['Sri Lankan', 'Food Trucks']",1
"['Steakhouses', 'American (New)']",2
"['Steakhouses', 'American (Traditional)', 'Bars']",3
"['Steakhouses', 'American (Traditional)', 'Breakfast & Brunch']",1
"['Steakhouses', 'American (Traditional)', 'Cocktail Bars']",1
"['Steakhouses', 'American (Traditional)', 'Desserts']",1
"['Steakhouses', 'American (Traditional)', 'Sandwiches']",1
"['Steakhouses', 'American (Traditional)', 'Seafood']",4
"['Steakhouses', 'American (Traditional)', 'Sports Bars']",1
"['Steakhouses', 'American (Traditional)']",3
"['Steakhouses', 'Bars', 'American (Traditional)']",1
"['Steakhouses', 'Bars', 'Gastropubs']",1
"['Steakhouses', 'Bars', 'Seafood']",3
"['Steakhouses', 'Bars']",8
"['Steakhouses', 'Brazilian', 'Buffets']",1
"['Steakhouses', 'Brazilian', 'Venues & Event Spaces']",1
"['Steakhouses', 'Brazilian', 'Wine Bars']",1
"['Steakhouses', 'Brazilian']",2
"['Steakhouses', 'Breakfast & Brunch', 'American (Traditional)']",1
"['Steakhouses', 'Breakfast & Brunch', 'Bars']",1
"['Steakhouses', 'Breakfast & Brunch']",2
"['Steakhouses', 'Burgers', 'American (Traditional)']",1
"['Steakhouses', 'Burgers', 'Sandwiches']",1
"['Steakhouses', 'Burgers', 'Wine Bars']",1
"['Steakhouses', 'Butcher', 'Meat Shops']",1
"['Steakhouses', 'Cheesesteaks', 'Sandwiches']",1
"['Steakhouses', 'Cocktail Bars', 'American (Traditional)']",1
"['Steakhouses', 'Cocktail Bars', 'Seafood']",1
"['Steakhouses', 'Japanese', 'Cocktail Bars']",1
"['Steakhouses', 'Japanese', 'Tapas/Small Plates']",1
"['Steakhouses', 'Latin American', 'Brazilian']",1
"['Steakhouses', 'Lounges', 'Venues & Event Spaces']",1
"['Steakhouses', 'Salad', 'Burgers']",1
"['Steakhouses', 'Sandwiches', 'Burgers']",1
"['Steakhouses', 'Seafood', 'American (New)']",2
"['Steakhouses', 'Seafood', 'American (Traditional)']",1
"['Steakhouses', 'Seafood', 'Cocktail Bars']",1
"['Steakhouses', 'Seafood', 'Lounges']",1
"['Steakhouses', 'Seafood', 'Wine Bars']",2
"['Steakhouses', 'Seafood']",6
"['Steakhouses', 'Sports Bars', 'American (Traditional)']",2
"['Steakhouses', 'Sushi Bars', 'Japanese']",1
"['Steakhouses', 'Sushi Bars']",1
"['Steakhouses', 'Tapas/Small Plates', 'Latin American']",1
"['Steakhouses', 'Venues & Event Spaces', 'Diners']",1
"['Steakhouses', 'Venues & Event Spaces', 'Sandwiches']",1
"['Steakhouses', 'Venues & Event Spaces']",1
"['Steakhouses', 'Wine Bars', 'Seafood']",3
['Steakhouses'],13
"['Street Vendors', 'Filipino']",1
"['Street Vendors', 'Food Stands']",2
"['Street Vendors', 'Himalayan/Nepalese']",1
"['Street Vendors', 'Hot Dogs', 'Caterers']",1
"['Street Vendors', 'Hot Dogs', 'Mexican']",1
"['Street Vendors', 'Hot Dogs']",5
"['Street Vendors', 'Indian', 'Vegetarian']",1
"['Street Vendors', 'Korean']",1
"['Street Vendors', 'Latin American']",1
"['Street Vendors', 'Mexican', 'Fast Food']",1
"['Street Vendors', 'Mexican', 'Food Stands']",2
"['Street Vendors', 'Mexican', 'Imported Food']",1
"['Street Vendors', 'Mexican']",15
"['Street Vendors', 'Salvadoran', 'Mexican']",1
"['Street Vendors', 'Salvadoran']",1
"['Street Vendors', 'Sandwiches']",1
"['Street Vendors', 'Tacos']",3
"['Supper Clubs', 'Personal Chefs', 'Middle Eastern']",1
['Supper Clubs'],1
"['Sushi Bars', 'American (Traditional)']",1
"['Sushi Bars', 'Asian Fusion', 'Japanese']",1
"['Sushi Bars', 'Asian Fusion']",2
"['Sushi Bars', 'Bars', 'Tapas/Small Plates']",1
"['Sushi Bars', 'Bars']",3
"['Sushi Bars', 'Bubble Tea']",1
"['Sushi Bars', 'Buffets']",1
"['Sushi Bars', 'Chinese', 'Japanese']",1
"['Sushi Bars', 'Conveyor Belt Sushi']",3
"['Sushi Bars', 'Desserts', 'Bars']",1
"['Sushi Bars', 'Food Delivery Services', 'Japanese']",1
"['Sushi Bars', 'Food Trucks', 'Hawaiian']",1
"['Sushi Bars', 'Grocery']",1
"['Sushi Bars', 'Hawaiian', 'Poke']",2
"['Sushi Bars', 'Izakaya', 'Korean']",1
"['Sushi Bars', 'Izakaya', 'Salad']",1
"['Sushi Bars', 'Izakaya', 'Seafood']",1
"['Sushi Bars', 'Izakaya']",2
"['Sushi Bars', 'Japanese Curry']",2
"['Sushi Bars', 'Japanese', 'Asian Fusion']",4
"['Sushi Bars', 'Japanese', 'Bars']",5
"['Sushi Bars', 'Japanese', 'Beer Bar']",3
"['Sushi Bars', 'Japanese', 'Beer, Wine & Spirits']",1
"['Sushi Bars', 'Japanese', 'Breakfast & Brunch']",1
"['Sushi Bars', 'Japanese', 'Buffets']",1
"['Sushi Bars', 'Japanese', 'Cocktail Bars']",1
"['Sushi Bars', 'Japanese', 'Desserts']",3
"['Sushi Bars', 'Japanese', 'Fast Food']",1
"['Sushi Bars', 'Japanese', 'Food Delivery Services']",1
"['Sushi Bars', 'Japanese', 'Food Stands']",1
"['Sushi Bars', 'Japanese', 'Hawaiian']",1
"['Sushi Bars', 'Japanese', 'Jazz & Blues']",1
"['Sushi Bars', 'Japanese', 'Korean']",3
"['Sushi Bars', 'Japanese', 'Noodles']",1
"['Sushi Bars', 'Japanese', 'Poke']",1
"['Sushi Bars', 'Japanese', 'Salad']",6
"['Sushi Bars', 'Japanese', 'Seafood']",8
"['Sushi Bars', 'Japanese', 'Soup']",2
"['Sushi Bars', 'Japanese', 'Specialty Food']",1
"['Sushi Bars', 'Japanese', 'Sports Bars']",1
"['Sushi Bars', 'Japanese', 'Tapas/Small Plates']",1
"['Sushi Bars', 'Japanese', 'Vegan']",1
"['Sushi Bars', 'Japanese', 'Venues & Event Spaces']",1
"['Sushi Bars', 'Japanese']",177
"['Sushi Bars', 'Korean', 'Chicken Wings']",1
"['Sushi Bars', 'Noodles', 'Soup']",1
"['Sushi Bars', 'Noodles', 'Tapas/Small Plates']",1
"['Sushi Bars', 'Noodles']",1
"['Sushi Bars', 'Poke', 'Bubble Tea']",1
"['Sushi Bars', 'Poke', 'Japanese']",1
"['Sushi Bars', 'Poke']",1
"['Sushi Bars', 'Ramen', 'Bubble Tea']",1
"['Sushi Bars', 'Ramen', 'Cocktail Bars']",1
"['Sushi Bars', 'Ramen', 'Hot Pot']",1
"['Sushi Bars', 'Ramen', 'Izakaya']",2
"['Sushi Bars', 'Ramen', 'Japanese Curry']",1
"['Sushi Bars', 'Ramen', 'Noodles']",2
"['Sushi Bars', 'Ramen', 'Poke']",1
"['Sushi Bars', 'Ramen', 'Seafood']",1
"['Sushi Bars', 'Ramen']",26
"['Sushi Bars', 'Seafood', 'Asian Fusion']",1
"['Sushi Bars', 'Seafood', 'Fish & Chips']",1
"['Sushi Bars', 'Seafood', 'Japanese']",1
"['Sushi Bars', 'Seafood']",1
"['Sushi Bars', 'Soup', 'Ramen']",1
"['Sushi Bars', 'Steakhouses', 'Teppanyaki']",3
"['Sushi Bars', 'Steakhouses']",2
"['Sushi Bars', 'Tapas/Small Plates', 'Ramen']",1
"['Sushi Bars', 'Thai']",3
"['Sushi Bars', 'Vegan', 'Izakaya']",1
['Sushi Bars'],59
"['Syrian', 'Lebanese']",1
"['Szechuan', 'Asian Fusion']",1
"['Szechuan', 'Barbeque']",1
"['Szechuan', 'Cantonese']",3
"['Szechuan', 'Dim Sum']",1
"['Szechuan', 'Hot Pot', 'Asian Fusion']",1
"['Szechuan', 'Hot Pot', 'Noodles']",1
"['Szechuan', 'Hot Pot']",3
"['Szechuan', 'Noodles', 'Soup']",3
"['Szechuan', 'Noodles']",3
"['Szechuan', 'Seafood', 'Soup']",1
"['Szechuan', 'Shanghainese', 'Noodles']",2
"['Szechuan', 'Soup', 'Chicken Wings']",1
"['Szechuan', 'Sushi Bars']",1
"['Szechuan', 'Taiwanese', 'Hot Pot']",1
"['Szechuan', 'Taiwanese', 'Shanghainese']",1
['Szechuan'],21
"['Tacos', 'Bars', 'Breakfast & Brunch']",1
"['Tacos', 'Bars']",2
"['Tacos', 'Beer Bar', 'Cocktail Bars']",1
"['Tacos', 'Beer Bar']",1
"['Tacos', 'Beverage Store', 'Seafood']",1
"['Tacos', 'Brazilian', 'New Mexican Cuisine']",1
"['Tacos', 'Breakfast & Brunch']",2
"['Tacos', 'Bubble Tea', 'Food Trucks']",1
"['Tacos', 'Caterers', 'Food Delivery Services']",2
"['Tacos', 'Caterers']",3
"['Tacos', 'Chicken Wings']",1
"['Tacos', 'Cocktail Bars']",4
"['Tacos', 'Desserts', 'Cocktail Bars']",1
"['Tacos', 'Food Stands']",3
"['Tacos', 'Food Trucks', 'Salvadoran']",1
"['Tacos', 'Food Trucks']",9
"['Tacos', 'Seafood']",1
"['Tacos', 'Shopping Centers']",1
"['Tacos', 'Street Vendors']",1
"['Tacos', 'Vegan']",1
['Tacos'],35
"['Taiwanese', 'Asian Fusion']",1
"['Taiwanese', 'Bubble Tea', 'Juice Bars & Smoothies']",1
"['Taiwanese', 'Bubble Tea']",2
"['Taiwanese', 'Cafes', 'Bubble Tea']",1
"['Taiwanese', 'Cambodian']",1
"['Taiwanese', 'Chinese', 'Fast Food']",1
"['Taiwanese', 'Chinese', 'Noodles']",2
"['Taiwanese', 'Chinese']",7
"['Taiwanese', 'Coffee & Tea']",1
"['Taiwanese', 'Comfort Food', 'Noodles']",1
"['Taiwanese', 'Desserts', 'Cafes']",1
"['Taiwanese', 'Fast Food']",1
"['Taiwanese', 'Hot Pot', 'Bubble Tea']",1
"['Taiwanese', 'Hot Pot', 'Coffee & Tea']",1
"['Taiwanese', 'Hot Pot', 'Comfort Food']",1
"['Taiwanese', 'Karaoke', 'Sports Bars']",1
"['Taiwanese', 'Noodles']",1
"['Taiwanese', 'Pop-up Shops']",1
"['Taiwanese', 'Seafood', 'Hot Pot']",1
"['Taiwanese', 'Shanghainese', 'Dim Sum']",1
"['Taiwanese', 'Shanghainese', 'Noodles']",1
"['Taiwanese', 'Szechuan', 'Himalayan/Nepalese']",1
['Taiwanese'],13
"['Tapas Bars', 'American (New)', 'Bars']",1
"['Tapas Bars', 'Cocktail Bars', 'Spanish']",1
"['Tapas Bars', 'Gastropubs', 'Beer Bar']",1
"['Tapas Bars', 'Izakaya']",1
"['Tapas Bars', 'Latin American', 'Cocktail Bars']",1
"['Tapas Bars', 'Lounges', 'Asian Fusion']",1
"['Tapas Bars', 'Spanish', 'Cocktail Bars']",1
"['Tapas Bars', 'Spanish', 'Wine Bars']",1
"['Tapas Bars', 'Spanish']",1
"['Tapas Bars', 'Tapas/Small Plates', 'Spanish']",1
['Tapas Bars'],4
"['Tapas/Small Plates', 'American (New)', 'Desserts']",2
"['Tapas/Small Plates', 'American (New)', 'Italian']",1
"['Tapas/Small Plates', 'American (New)', 'Pop-Up Restaurants']",1
"['Tapas/Small Plates', 'American (New)']",1
"['Tapas/Small Plates', 'Asian Fusion', 'Korean']",1
"['Tapas/Small Plates', 'Cideries']",1
"['Tapas/Small Plates', 'Cocktail Bars', 'Breakfast & Brunch']",1
"['Tapas/Small Plates', 'Cocktail Bars']",1
"['Tapas/Small Plates', 'Coffee & Tea', 'Bars']",1
"['Tapas/Small Plates', 'Iberian', 'Spanish']",1
"['Tapas/Small Plates', 'Izakaya', 'Sushi Bars']",1
"['Tapas/Small Plates', 'Izakaya']",1
"['Tapas/Small Plates', 'Lounges', 'Izakaya']",1
"['Tapas/Small Plates', 'Mexican', 'Gluten-Free']",1
"['Tapas/Small Plates', 'Noodles', 'Pan Asian']",1
"['Tapas/Small Plates', 'Ramen', 'Asian Fusion']",1
"['Tapas/Small Plates', 'Ramen', 'Izakaya']",1
"['Tapas/Small Plates', 'Ramen']",1
"['Tapas/Small Plates', 'Seafood', 'Izakaya']",1
"['Tapas/Small Plates', 'Spanish', 'Wine Bars']",1
"['Tapas/Small Plates', 'Spanish']",1
"['Tapas/Small Plates', 'Sports Bars', 'American (Traditional)']",1
"['Tapas/Small Plates', 'Sushi Bars', 'Japanese']",1
"['Tapas/Small Plates', 'Wine Bars', 'Whiskey Bars']",1
"['Tapas/Small Plates', 'Wine Bars']",1
['Tapas/Small Plates'],4
"['Tea Rooms', 'Bakeries', 'Sandwiches']",1
"['Tea Rooms', 'Breakfast & Brunch']",1
"['Tea Rooms', 'Bubble Tea', 'Asian Fusion']",1
"['Tea Rooms', 'Bubble Tea', 'Noodles']",1
"['Tea Rooms', 'Cafes', 'Breakfast & Brunch']",1
"['Tea Rooms', 'Cafes']",1
"['Tea Rooms', 'Chinese', 'Noodles']",1
"['Tea Rooms', 'Desserts', 'Sandwiches']",1
"['Tea Rooms', 'Dim Sum']",1
"['Tea Rooms', 'Sandwiches', 'Desserts']",1
"['Tea Rooms', 'Sports Bars', 'American (Traditional)']",1
"['Tea Rooms', 'Vegan']",1
"['Teppanyaki', 'Asian Fusion', 'Sushi Bars']",1
"['Teppanyaki', 'Barbeque', 'Beer Bar']",1
"['Teppanyaki', 'Izakaya', 'Tapas/Small Plates']",1
"['Teppanyaki', 'Ramen', 'Hot Pot']",1
"['Teppanyaki', 'Sushi Bars', 'Steakhouses']",1
['Teppanyaki'],2
"['Tex-Mex', 'Fast Food', 'Mexican']",1
"['Tex-Mex', 'Mexican']",1
"['Tex-Mex', 'Southern']",1
"['Tex-Mex', 'Tacos', 'Breakfast & Brunch']",1
['Tex-Mex'],3
"['Thai', 'American (New)', 'Breakfast & Brunch']",1
"['Thai', 'American (Traditional)', 'Breakfast & Brunch']",1
"['Thai', 'Asian Fusion', 'Burgers']",1
"['Thai', 'Asian Fusion', 'Desserts']",1
"['Thai', 'Asian Fusion', 'Food']",1
"['Thai', 'Asian Fusion', 'Laotian']",1
"['Thai', 'Asian Fusion', 'Noodles']",1
"['Thai', 'Asian Fusion', 'Seafood']",1
"['Thai', 'Asian Fusion', 'Sushi Bars']",1
"['Thai', 'Asian Fusion', 'Vegetarian']",1
"['Thai', 'Asian Fusion']",7
"['Thai', 'Barbeque', 'Chicken Wings']",1
"['Thai', 'Barbeque']",1
"['Thai', 'Bars', 'Music Venues']",1
"['Thai', 'Bars', 'Seafood']",1
"['Thai', 'Bars', 'Vegan']",1
"['Thai', 'Bars', 'Vegetarian']",1
"['Thai', 'Bars']",6
"['Thai', 'Beer, Wine & Spirits', 'Cafes']",1
"['Thai', 'Breakfast & Brunch', 'Asian Fusion']",1
"['Thai', 'Breakfast & Brunch']",1
"['Thai', 'Bubble Tea', 'Desserts']",1
"['Thai', 'Bubble Tea']",1
"['Thai', 'Burmese']",1
"['Thai', 'Cafes']",1
"['Thai', 'Cambodian', 'Chicken Wings']",2
"['Thai', 'Caterers', 'Pop-up Shops']",1
"['Thai', 'Caterers']",1
"['Thai', 'Cocktail Bars']",1
"['Thai', 'Comfort Food']",1
"['Thai', 'Desserts', 'Salad']",3
"['Thai', 'Desserts', 'Seafood']",2
"['Thai', 'Desserts']",2
"['Thai', 'Food Trucks']",1
"['Thai', 'Gluten-Free', 'Comfort Food']",1
"['Thai', 'Gluten-Free', 'Vegetarian']",1
"['Thai', 'Gluten-Free']",2
"['Thai', 'Grocery']",1
"['Thai', 'Halal']",1
"['Thai', 'Japanese']",1
"['Thai', 'Laotian', 'Asian Fusion']",1
"['Thai', 'Laotian', 'Noodles']",2
"['Thai', 'Laotian', 'Venues & Event Spaces']",1
"['Thai', 'Laotian']",9
"['Thai', 'Malaysian', 'Seafood']",1
"['Thai', 'Noodles', 'American (Traditional)']",1
"['Thai', 'Noodles', 'Barbeque']",1
"['Thai', 'Noodles', 'Cocktail Bars']",1
"['Thai', 'Noodles', 'Coffee & Tea']",1
"['Thai', 'Noodles', 'Desserts']",1
"['Thai', 'Noodles', 'Ramen']",1
"['Thai', 'Noodles', 'Salad']",1
"['Thai', 'Noodles', 'Soup']",4
"['Thai', 'Noodles']",11
"['Thai', 'Pancakes']",1
"['Thai', 'Party & Event Planning']",1
"['Thai', 'Pop-Up Restaurants']",2
"['Thai', 'Ramen']",1
"['Thai', 'Salad', 'Barbeque']",2
"['Thai', 'Salad', 'Beer Bar']",1
"['Thai', 'Salad', 'Noodles']",2
"['Thai', 'Salad', 'Seafood']",2
"['Thai', 'Salad', 'Soup']",4
"['Thai', 'Seafood', 'American (Traditional)']",1
"['Thai', 'Seafood', 'Asian Fusion']",1
"['Thai', 'Seafood', 'Noodles']",2
"['Thai', 'Seafood', 'Soup']",2
"['Thai', 'Seafood', 'Vegetarian']",1
"['Thai', 'Seafood']",5
"['Thai', 'Singaporean', 'Malaysian']",2
"['Thai', 'Soup', 'Noodles']",1
"['Thai', 'Soup']",2
"['Thai', 'Sushi Bars']",1
"['Thai', 'Tapas/Small Plates']",1
"['Thai', 'Vegan']",1
"['Thai', 'Vegetarian', 'American (New)']",1
"['Thai', 'Vegetarian', 'Asian Fusion']",1
"['Thai', 'Vegetarian', 'Desserts']",1
"['Thai', 'Vegetarian']",2
"['Thai', 'Vietnamese', 'Asian Fusion']",1
"['Thai', 'Vietnamese', 'Food Trucks']",1
"['Thai', 'Vietnamese', 'Singaporean']",1
"['Thai', 'Vietnamese']",4
"['Thai', 'Wine Bars']",2
['Thai'],261
"['Themed Cafes', 'Greek', 'Italian']",1
['Themed Cafes'],1
"['Tiki Bars', 'Asian Fusion', 'Venues & Event Spaces']",1
"['Tiki Bars', 'Restaurants']",1
"['Tobacco Shops', 'Sandwiches']",1
"['Turkish', 'Food Stands']",1
"['Turkish', 'Greek', 'Mediterranean']",1
"['Turkish', 'Greek', 'Salad']",1
"['Turkish', 'Mediterranean', 'Breakfast & Brunch']",1
"['Turkish', 'Mediterranean', 'Halal']",1
"['Turkish', 'Mediterranean', 'Kebab']",1
"['Turkish', 'Mediterranean', 'Wine Bars']",1
"['Turkish', 'Mediterranean']",3
"['Turkish', 'Vegetarian', 'Middle Eastern']",1
['Turkish'],2
"['Used Bookstore', 'Wine Bars', 'American (New)']",1
"['Vegan', 'American (New)', 'Vegetarian']",1
"['Vegan', 'American (Traditional)']",1
"['Vegan', 'Asian Fusion', 'Vegetarian']",1
"['Vegan', 'Bakeries', 'Desserts']",1
"['Vegan', 'Burgers', 'Fast Food']",1
"['Vegan', 'Comfort Food']",1
"['Vegan', 'Filipino', 'Burgers']",1
"['Vegan', 'Gluten-Free', 'Indian']",1
"['Vegan', 'Gluten-Free', 'Vegetarian']",1
"['Vegan', 'Gluten-Free']",1
"['Vegan', 'Ice Cream & Frozen Yogurt']",1
"['Vegan', 'Juice Bars & Smoothies', 'Coffee & Tea']",1
"['Vegan', 'Juice Bars & Smoothies']",1
"['Vegan', 'Mexican', 'Breakfast & Brunch']",1
"['Vegan', 'Middle Eastern', 'Falafel']",1
"['Vegan', 'Salad', 'Burgers']",1
"['Vegan', 'Sandwiches', 'Gluten-Free']",1
"['Vegan', 'Specialty Food']",1
"['Vegan', 'Tacos', 'Food Trucks']",1
"['Vegan', 'Tapas/Small Plates', 'Sandwiches']",1
"['Vegan', 'Vegetarian', 'American (New)']",1
"['Vegan', 'Vegetarian', 'Asian Fusion']",2
"['Vegan', 'Vegetarian', 'Bars']",1
"['Vegan', 'Vegetarian', 'Chinese']",2
"['Vegan', 'Vegetarian', 'Gluten-Free']",2
"['Vegan', 'Vegetarian', 'Juice Bars & Smoothies']",1
"['Vegan', 'Vegetarian', 'Live/Raw Food']",1
"['Vegan', 'Vegetarian', 'Wine Bars']",1
"['Vegan', 'Vegetarian']",4
"['Vegan', 'Vietnamese', 'Juice Bars & Smoothies']",1
"['Vegan', 'Vietnamese', 'Sandwiches']",1
['Vegan'],1
"['Vegetarian', 'American (Traditional)', 'Mediterranean']",1
"['Vegetarian', 'Asian Fusion']",1
"['Vegetarian', 'Breakfast & Brunch', 'Vegan']",1
"['Vegetarian', 'Cafes', 'Vegan']",1
"['Vegetarian', 'Chinese', 'Vegan']",1
"['Vegetarian', 'Chinese']",1
"['Vegetarian', 'Dim Sum']",1
"['Vegetarian', 'Gluten-Free', 'American (New)']",1
"['Vegetarian', 'Indian', 'Breakfast & Brunch']",1
"['Vegetarian', 'Indian', 'Vegan']",1
"['Vegetarian', 'Indian']",3
"['Vegetarian', 'Juice Bars & Smoothies', 'Gluten-Free']",1
"['Vegetarian', 'Juice Bars & Smoothies', 'Organic Stores']",3
"['Vegetarian', 'Mexican', 'Cafes']",1
"['Vegetarian', 'Pizza', 'Vegan']",1
"['Vegetarian', 'Sandwiches', 'Salad']",1
"['Vegetarian', 'Vegan', 'Asian Fusion']",1
"['Vegetarian', 'Vegan', 'Breakfast & Brunch']",2
"['Vegetarian', 'Vegan', 'Buffets']",1
"['Vegetarian', 'Vegan', 'Chinese']",2
"['Vegetarian', 'Vegan', 'Gluten-Free']",2
"['Vegetarian', 'Vegan', 'Noodles']",1
"['Vegetarian', 'Vegan', 'Pubs']",2
"['Vegetarian', 'Vegan', 'Vietnamese']",2
"['Vegetarian', 'Vegan']",2
"['Vegetarian', 'Vietnamese', 'Vegan']",1
"['Vegetarian', 'Vietnamese']",1
['Vegetarian'],3
"['Venues & Event Spaces', 'American (New)', 'Cafes']",1
"['Venues & Event Spaces', 'American (New)', 'Cocktail Bars']",1
"['Venues & Event Spaces', 'American (New)']",1
"['Venues & Event Spaces', 'American (Traditional)', 'Filipino']",1
"['Venues & Event Spaces', 'Art Galleries', 'Cafes']",1
"['Venues & Event Spaces', 'Beer Gardens', 'Burgers']",1
"['Venues & Event Spaces', 'Cafes', 'Caterers']",1
"['Venues & Event Spaces', 'Cafes', 'Wine Bars']",1
"['Venues & Event Spaces', 'Cafes']",1
"['Venues & Event Spaces', 'Coffee & Tea', 'Breakfast & Brunch']",1
"['Venues & Event Spaces', 'Irish', 'Pubs']",1
"['Venues & Event Spaces', 'Italian', 'American (New)']",1
"['Venues & Event Spaces', 'Italian', 'Bocce Ball']",1
"['Venues & Event Spaces', 'Italian', 'Social Clubs']",1
"['Venues & Event Spaces', 'Mediterranean', 'Bars']",1
"['Venues & Event Spaces', 'Mediterranean', 'Jazz & Blues']",1
"['Venues & Event Spaces', 'Mediterranean', 'Persian/Iranian']",1
"['Venues & Event Spaces', 'Music Venues', 'Food Court']",1
"['Venues & Event Spaces', 'Restaurants']",1
"['Venues & Event Spaces', 'Sports Bars', 'American (Traditional)']",1
"['Venues & Event Spaces', 'Steakhouses', 'Specialty Food']",1
"['Venues & Event Spaces', 'Steakhouses']",1
"['Venues & Event Spaces', 'Tapas/Small Plates', 'Cocktail Bars']",1
"['Venues & Event Spaces', 'Wine Tasting Room', 'Italian']",1
"['Vermouth Bars', 'Beer Bar', 'Tapas Bars']",1
"['Vietnamese', 'American (New)']",1
"['Vietnamese', 'American (Traditional)']",1
"['Vietnamese', 'Asian Fusion', 'Bars']",3
"['Vietnamese', 'Asian Fusion', 'Fast Food']",1
"['Vietnamese', 'Asian Fusion', 'Gluten-Free']",1
"['Vietnamese', 'Asian Fusion', 'Noodles']",2
"['Vietnamese', 'Asian Fusion', 'Sandwiches']",1
"['Vietnamese', 'Asian Fusion', 'Seafood']",1
"['Vietnamese', 'Asian Fusion']",9
"['Vietnamese', 'Bakeries', 'Coffee & Tea']",1
"['Vietnamese', 'Bakeries', 'Sandwiches']",1
"['Vietnamese', 'Barbeque']",1
"['Vietnamese', 'Bars', 'Salad']",1
"['Vietnamese', 'Bars']",4
"['Vietnamese', 'Breakfast & Brunch', 'Bubble Tea']",1
