,Name,Category,Biz City,Biz Zip,Biz Lat,Biz Lng,Rating,Review Count,Price,Yelp ID
20719,Acai R,"['Acai Bowls', 'Juice Bars & Smoothies', 'Salad']",San Francisco,94112,37.72359,-122.45388999999999,4.5,109,$,geH7rhACQK-J-QuzbDARJA
21459,Kitchen Keto,"['Acai Bowls', 'Salad']",San Francisco,94124,37.7305679321289,-122.385284423828,5.0,8,NAN,pktJXfqXHxgsRgFovnGeSw
10750,BoVida,"['Acai Bowls', 'Sandwiches', 'Juice Bars & Smoothies']",Bolinas,94924,37.9094830921374,-122.686103470623,4.5,6,NAN,9eZx_fKfeTdUspFIak7eGA
1610,Sacramento Chinatown Mall,"['Active Life', 'Shopping', 'Restaurants']",Sacramento,95814,38.5825177725068,-121.501343250275,2.0,10,$,_LJleRRFFCK--rUZveQ6kA
29949,Little Kabul Market,"['Afghan', 'Convenience Stores', 'Grocery']",Fremont,94536,37.552665000000005,-122.018196,4.0,26,$,g-NQjkwIMiIyEDkT8VE_lw
29907,De Afghanan Kabob House,"['Afghan', 'Desserts', 'Mediterranean']",Fremont,94536,37.55747,-122.00627,4.0,420,$$,ukb09QOx-ksy9l4p7vKqtw
25271,5Star Kitchen,"['Afghan', 'Food Stands']",Livermore,94550,37.67928,-121.76785,5.0,1,NAN,73HSdHMR7CsnJyFkTDRkcg
24609,Ghazni Afghan Kabobs,"['Afghan', 'Halal', 'Caterers']",Hayward,94541,37.676637,-122.079516,4.5,824,$$,vx62TkaXqgOTw0w0BZM9kw
26408,Ghazni Afghan Kabobs & Catering,"['Afghan', 'Halal', 'Mediterranean']",Hayward,94544,37.658922,-122.09588383,4.5,23,NAN,uOKWE83lZRcxxAKT9oiaMw
31156,Fremont Afghan Kabob,"['Afghan', 'Halal', 'Middle Eastern']",Fremont,94538,37.5326499,-122.00221,4.0,573,$$,6h8pCLeUisPsaBfRMrPMag
22992,Kabul Kabob & Grill,"['Afghan', 'Halal', 'Middle Eastern']",Dublin,94568,37.722185100000004,-121.94188559999999,4.5,291,$$,Tdl-L7cPO2RqU-d6H8jHvg
519,Kabab & Grill,"['Afghan', 'Halal', 'Pakistani']",Sacramento,95834,38.65569,-121.50352,4.5,84,$$,vZc7Y03sGHE4MjyLBQfI2Q
4460,Habib's Famous Kabob,"['Afghan', 'Halal']",Vacaville,95688,38.3590667,-121.9835768,4.5,430,$$,bAtugajroaI4GRxYHdJDLg
189,House of Shah,"['Afghan', 'Halal']",Woodland,95695,38.6773351,-121.7733683,4.5,196,$$,TUjpU3eMtXNJsnh6H2HCrw
10604,Naan & Kabob Bazaar,"['Afghan', 'International Grocery', 'Halal']",Antioch,94531,37.96219,-121.75763,5.0,14,$,HTq_Rov2hNuwv8Pec_uSkw
26593,Afghan Market,"['Afghan', 'International Grocery', 'Meat Shops']",Hayward,94544,37.6302975469509,-122.07690815302601,4.0,16,$$,7jX2yZ0Yzjj_JrsWG2Gkeg
10110,Mazar Market & Grill,"['Afghan', 'Italian']",Concord,94521,37.9595913820106,-121.99609509999999,4.5,59,$$,J9MWQr_8tPLe_1NbZYpVJA
22980,Chopan kabob,"['Afghan', 'Kebab']",San Ramon,94582,37.72384133,-121.94198349999999,4.5,10,NAN,v6_SAVXqJUlGFmBfOXT5yQ
13745,The Afghan Chef,"['Afghan', 'Mediterranean', 'Caterers']",Alamo,94507,37.850090026855504,-122.032386779785,5.0,1,NAN,-Mik8mKj2CVx0koz1mg7aA
25248,Roya Afghan Cuisine,"['Afghan', 'Mediterranean', 'Desserts']",Livermore,94550,37.681259999999995,-121.77088,4.5,251,$$,SSuj1dpW-NX1dGCJWgBWOQ
24837,Pamir Restaurant,"['Afghan', 'Mediterranean', 'Halal']",Dublin,94568,37.7051969789512,-121.87615513801599,4.5,854,$$,qpQIeE61EMZtzmYdZ6vzBw
143,Helmand Palace,"['Afghan', 'Mediterranean', 'Halal']",San Francisco,94109.0,37.798,-122.42343,4.5,801,$$,ODed3UyqDFIFs3gDcXhm7A
26433,Annar Afghan Cuisine,"['Afghan', 'Mediterranean', 'Halal']",Hayward,94544,37.647790396446204,-122.091733973911,4.5,265,$$,D2fKEp-WuHg-vrDLg1Bx1w
24821,Khyber Pass Kabob,"['Afghan', 'Mediterranean']",Dublin,94568,37.712259,-121.92736699999999,4.5,1193,$$,yhuGN7ndwX33MZmr0Q1wQw
8801,Kabul Restaurant & Market,"['Afghan', 'Middle Eastern']",Antioch,94509,38.001020000000004,-121.83733400000001,3.0,25,$,2Pfjq5-UwO-8HVy3YmQZXw
31224,Afghan Village,"['Afghan', 'Middle Eastern']",Newark,94560,37.54084279999999,-122.0271358,4.0,275,$$,Lx-lm9khJc5PRDRfMB1IWg
28520,Peshawari Kababs,"['Afghan', 'Pakistani', 'Kebab']",Union City,94587,37.59258,-122.038734,4.0,201,$$,zfDYrl9spzRsldrD4Pm2rQ
14292,Kamdesh Restaurant,['Afghan'],Oakland,94612,37.80339856064921,-122.268362607375,4.0,791,$$,A-SljNbyT_hBcFQKzcJPNw
26644,Caravan Restaurant,['Afghan'],Hayward,94544,37.6375732421875,-122.056167602539,2.5,8,$,4W-mRNErkKxqOOChOsAJ_Q
10095,Chopan Kabob,['Afghan'],Concord,94520,37.96374,-122.03248899999998,4.0,383,$$,BYiLZU_ImUJw8FTlb5Sstw
8601,AH Afghan Cuisine,['Afghan'],Concord,94519,37.9787691,-121.99276,5.0,3,NAN,y8k242vEy3J8QCTSu_iroQ
30503,Kabul Afghan Cuisine,['Afghan'],San Carlos,94070,37.512194,-122.266481,4.5,1221,$$,pGzTLt_0UqJgk8mvsiF0Ag
29847,De Afghanan Cuisine,['Afghan'],Fremont,94536,37.5577268634313,-122.006441241109,4.0,1436,$$,eFC7vWSJO2Ua5poPjShoww
38392,Maiwand Kabob,['Afghan'],San Jose,95116,37.3473238655929,-121.86669738542,4.0,116,$$,2bgQmUBjQCf7Vu6TCnOH-Q
53960,Medina Kabob House,['Afghan'],Santa Clara,95050,37.3406738,-121.9547433,3.5,75,$,YUywyFX8vJyyelp8Ylei-g
12701,Suya African Caribbean Grill,"['African', 'Caribbean', 'Barbeque']",Berkeley,94704,37.8703432,-122.2658798,4.0,416,$,UZw6rwsRE2mXp0dfHLtHRg
22562,Kendejah Restaurant,"['African', 'Desserts']",San Leandro,94577,37.7226,-122.15463999999999,4.5,279,$$,RTujcfmMtJBZqbu-GC94VQ
24649,Golden Safari,['African'],Hayward,94541,37.676514779309294,-122.082827435024,4.5,91,$$,xgm8rcKN8AqmtbuN7Qez-Q
15306,Chop Plentii,['African'],Oakland,94610,37.810943603515604,-122.247116088867,5.0,3,NAN,wiFoT-VcAl2bdZtecvywCw
48764,New Africa Cafe,['African'],Oakland,94601,37.7725533,-122.2089989,5.0,1,NAN,wMoyJx2JlfFggKCtrh5w-w
8759,Afrique Restaurant,['African'],Antioch,94509,37.9986386900789,-121.8399888148,4.5,20,NAN,5fDrkJRTxKtd1aXdlLtz0w
19469,Ruth's Buka,['African'],Oakland,94601,37.7727749,-122.20164040000002,4.0,52,$$,cGHD6IPazvXU5plL3_8YrQ
19450,Miliki,['African'],Oakland,94619,37.79169,-122.19911100000002,3.5,195,$$,6n_TL8ar9VLhJdP7HoUmAw
35007,Scratch,"['American (New)', 'American (Traditional)', 'Diners']",Mountain View,94041,37.391112761146104,-122.080423757733,3.5,1258,$$$,_1-stUG9Bqn5Xuoobvp31Q
1192,Ciao,"['American (New)', 'American (Traditional)', 'Fast Food']",Davis,95616,38.5422595904298,-121.74950491636999,2.0,5,$,MJbx5BdYiUFkQLb6rfKokw
6396,The Runway,"['American (New)', 'American (Traditional)']",Napa,94558,38.2170410596615,-122.26578278951,5.0,2,NAN,kJ_txzTtRCY5ajpiKtV08Q
44392,Longhouse Restaurant,"['American (New)', 'American (Traditional)']",Gilroy,95020,37.01704,-121.57408000000001,3.5,191,$$,tJ6WPOUCs_p7rRZW3j6tpg
1347,Empress Tavern,"['American (New)', 'American (Traditional)']",Sacramento,95814,38.579338073730504,-121.493133544922,4.0,546,$$$,ZyBQvtYGfY_vvxh0tIHxdw
1427,Pilothouse Restaurant,"['American (New)', 'American (Traditional)']",Sacramento,95814,38.583437100000005,-121.50562659999999,3.5,236,$$,Wz8jdm0aVNgBjSbtVuNXPg
11482,The Hideout Kitchen,"['American (New)', 'American (Traditional)']",Lafayette,94549,37.8939976501315,-122.109801577979,4.5,1410,$$,TEb85zngBTk2zMWzrZvAPg
20760,Culinary Cafeteria,"['American (New)', 'American (Traditional)']",San Francisco,94112,37.723941359426796,-122.451004547699,4.5,31,$,X-xfKxYtnHUF92ooSLNwjA
26194,Elephant Bar Restaurant,"['American (New)', 'Asian Fusion', 'Bars']",Hayward,94545,37.6544486,-122.1053313,3.0,655,$$,whNy32WSHthgBc_RJ0wQkQ
52166,Mosaic Restaurant,"['American (New)', 'Asian Fusion', 'Lounges']",San Jose,95113,37.332187,-121.888035,3.5,515,$$,tZdZyTnHMH15yKe5105WEg
34692,Ambience,"['American (New)', 'Asian Fusion']",Los Altos,94022,37.380144,-122.11544540000001,4.5,144,$$$$,pXIMZXLpQLUgolLb8BoZ4w
45759,Benu,"['American (New)', 'Asian Fusion']",San Francisco,94105,37.785402,-122.399068,4.5,1031,$$$$,q2EbLD93gEO5uXXx7Pk3bw
29294,All Spice,"['American (New)', 'Asian Fusion']",San Mateo,94402,37.55285,-122.31566000000001,4.0,600,$$$,kw56QsM9NM2X6ETm_migyQ
14394,Abstract Table,"['American (New)', 'Asian Fusion']",Oakland,94612,37.810390000000005,-122.26696000000001,4.0,23,NAN,kZ0wzYKTRRQqonIzN0QVEQ
33513,Mayfield Bakery & Cafe,"['American (New)', 'Bakeries', 'Breakfast & Brunch']",Palo Alto,94301,37.4384977,-122.15918789999999,3.5,1152,$$,0LtFE_pQ9R0rXUknlnFGrw
8598,Serendipity Restaurant And Bakery,"['American (New)', 'Bakeries']",Concord,94520,37.9835281,-122.03486629999999,4.5,6,NAN,1Q--8lsht081cV8TM5tKyg
35606,Michael Mina's Tailgate,"['American (New)', 'Barbeque', 'Pubs']",Santa Clara,95054,37.404393,-121.969692,3.5,34,$$$,v0g9iy2b5K6p-AovxO3FQA
4459,Buckhorn BBQ,"['American (New)', 'Barbeque', 'Salad']",Vacaville,95688,38.368248,-121.960525,3.5,434,$$,mco6nzsYQL955HxQajg0iw
3906,Addendum,"['American (New)', 'Barbeque', 'Venues & Event Spaces']",Yountville,94599,38.399528000000004,-122.358516,4.0,534,$$,St6j-3ZodHcQqDcp-BMZbg
19565,Agape Rib House,"['American (New)', 'Barbeque']",Oakland,94605,37.769634,-122.177696,3.0,1,NAN,Ro34TOzK0fhvIE_p5FnDaQ
5105,Great American Grill,"['American (New)', 'Barbeque']",Napa,94558,38.32428,-122.31301,4.5,3,$$,f6Gt4WGe5jFPtRH9EK1KwQ
35657,Maggie Smokehouse & Fried Chicken,"['American (New)', 'Barbeque']",Santa Clara,95054,37.398406,-121.97515700000001,2.5,24,$$,-g7kv8RIi75GXqMxFppDCw
467,1760,"['American (New)', 'Bars', 'American (Traditional)']",San Francisco,94109.0,37.79312,-122.4209,4.0,682,$$$,r-H1GLL-5ST9_wzzhK-_CQ
6399,The View Bar & Grill,"['American (New)', 'Bars', 'American (Traditional)']",Napa Valley,94558,38.2200454493275,-122.234422654146,4.5,15,$$,15RjOilOZ79FHjTH8I-cUg
883,Oola Restaurant & Bar,"['American (New)', 'Bars', 'Breakfast & Brunch']",San Francisco,94107.0,37.78103,-122.40263,3.5,1727,$$,xQip7O-KABOtzBb-an4MIw
1998,Red Dog Restaurant & Bar,"['American (New)', 'Bars', 'Breakfast & Brunch']",San Francisco,94107.0,37.7847102462437,-122.39521993642799,3.5,477,$$,2Mix7VkuwKRZ0QclSwODsg
8072,123 Bolinas,"['American (New)', 'Bars', 'Breakfast & Brunch']",Fairfax,94930,37.985120200000004,-122.5901183,4.0,176,$$,fAhW6rCdNT0Awggrku94Rw
44417,The Milias Restaurant,"['American (New)', 'Bars', 'Breakfast & Brunch']",Gilroy,95020,37.00649,-121.56886999999999,3.5,314,$$,5GUv-rt8OKqsu64OrJ9mPw
1530,Provenance Kitchen & Bar,"['American (New)', 'Bars', 'Breakfast & Brunch']",Sacramento,95814,38.5757,-121.50125,4.0,43,$$,Db47bwbeWaMwhba6oY6s-g
29040,Three Craft Kitchen & Bar,"['American (New)', 'Bars', 'Breakfast & Brunch']",San Mateo,94401,37.56343,-122.32473,4.0,1039,$$,SGBz1fH48mR3T0nM_9mNAQ
35343,Faultline Brewing Company,"['American (New)', 'Bars', 'Breweries']",Sunnyvale,94085,37.38735,-121.99258999999999,3.0,983,$$,7nJZeLBxqcqH4-xzvXUMAw
38045,Naglee Park Garage,"['American (New)', 'Bars', 'Burgers']",San Jose,95112,37.336868,-121.876177,3.5,1039,$$,Lgiwg4lo9cooZDoAc9-aNQ
37696,Social Lady,"['American (New)', 'Bars', 'Dance Clubs']",San Jose,95113,37.33529,-121.8877,4.0,111,NAN,heaWO0rF75mnAZlngYNjvA
2909,Belly Left Coast Kitchen & Taproom,"['American (New)', 'Bars', 'Gastropubs']",Santa Rosa,95401,38.4401752250452,-122.714865772342,3.5,502,$$,nnIMDGGuLA1E39VRY5K1Aw
44304,Michael's On Main,"['American (New)', 'Bars', 'Gluten-Free']",Soquel,95073,36.98492,-121.95583,3.0,352,$$,ooua2-slub15QXcEOnCbGg
46040,Black Cat,"['American (New)', 'Bars', 'Jazz & Blues']",San Francisco,94109,37.7838308,-122.4144437,3.5,341,$$,psRTE2KTveu86FBu9TPqzg
7233,HopMonk Tavern Novato,"['American (New)', 'Bars', 'Music Venues']",Novato,94945,38.088271500000005,-122.5538328,3.5,607,$$,QkdsQRCVtlQql-g-G6GpNg
5031,Kitchen Door,"['American (New)', 'Bars', 'Pizza']",Napa,94559,38.301429999999996,-122.2814,4.0,664,$$,HhXZB7L-aY7rXqGzrp7TDA
4682,Bluewater Bistro & Bar,"['American (New)', 'Bars', 'Seafood']",Bodega Bay,94923,38.312812,-123.027588,3.0,140,$$,wjY_fFmUMRXuLsGw-pCrQQ
3454,Gravenstein Grill,"['American (New)', 'Bars', 'Seafood']",Sebastopol,95472,38.398579999999995,-122.84048999999999,4.5,256,$$$,6Zuck-a6wzOi66Iu189ABA
30903,Stamp Bar & Grill,"['American (New)', 'Bars', 'Tapas/Small Plates']",San Carlos,94070,37.504416,-122.25833600000001,4.5,49,NAN,oNXgnm_Z7TDo9Rg97oFT_g
5075,Basalt,"['American (New)', 'Bars', 'Venues & Event Spaces']",Napa,94559,38.2977,-122.28405,3.5,271,$$,zIEPxkLI9DIFxd_OOphDrg
627,The Rooftop,"['American (New)', 'Bars', 'Venues & Event Spaces']",Healdsburg,95448,38.6094,-122.8709,4.0,9,NAN,zF1Ts9n9dJPMo27XnypNhw
1734,Agriculture Public House,"['American (New)', 'Bars']",Guerneville,95446,38.5018506,-123.00210009999999,4.0,100,$$$,aZilztGVgw657pe5r6ISAg
16150,Presidio Social Club,"['American (New)', 'Bars']",San Francisco,94129,37.7971000224352,-122.447941750288,3.5,1136,$$,U1nNL9ur-0RO7gROm9PpOw
14591,Spice Monkey,"['American (New)', 'Bars']",Oakland,94612,37.805442,-122.26736240000001,3.5,570,$$,QL5g_0EY9R256-wP9qgvoQ
32189,Portobello Grill,"['American (New)', 'Bars']",Redwood City,94063,37.48569620000001,-122.2289399,3.5,270,$$,Fgl1UBychTaeDEyYWY8lIQ
2628,Auberge Bistro & Bar,"['American (New)', 'Bars']",St. Helena,94574,38.494003,-122.40618700000002,4.0,100,$$$,UJXSkAar3-I2Bw9KJd-V3A
245,The Saratoga,"['American (New)', 'Bars']",San Francisco,94109.0,37.787329020701996,-122.418082801733,4.5,287,$$$,r5t4a_EP7c7r3o3Rh1AYIw
11567,Rooftop,"['American (New)', 'Bars']",Walnut Creek,94596,37.8974641,-122.060197,3.5,1009,$$,06by1mbFWPzIQ0mR43h_qg
17713,Chambers,"['American (New)', 'Bars']",San Francisco,94109,37.7831646,-122.41791740000001,4.0,952,$$,O2y-CyIsJz8f_6f-MJuKIA
7838,Lucca Bar & Grill,"['American (New)', 'Bars']",Benicia,94510,38.0481135183944,-122.159983916935,3.5,627,$$,W9-DKuOIc95hQI8xMq9Ojw
8155,Grille 101,"['American (New)', 'Bars']",San Rafael,94903,38.004489899999996,-122.53273,3.0,31,$$,A7zv4aIs_wTtNphhuADn6Q
44833,Suda,"['American (New)', 'Bars']",Santa Cruz,95062,36.962890625,-121.96628570556601,3.5,348,$$,kbj65zpSINLWUnXvoOwZZw
7312,Boca Tavern,"['American (New)', 'Bars']",Novato,94949,38.066264000000004,-122.54055190000001,3.5,241,$$,tycrcipxZLCIBCgjlPrMTg
1447,The Shady Lady Saloon,"['American (New)', 'Bars']",Sacramento,95811,38.5699711740017,-121.491445228457,4.0,1490,$$,Q5XBa3JcmYpJkrm1TEFw4A
17959,The Fat Lady,"['American (New)', 'Bars']",Oakland,94607,37.796742,-122.27764499999999,4.0,944,$$,1VYB3ZJWrT4ukAcxYk7O0A
27886,Grill & Vine,"['American (New)', 'Bars']",Millbrae,94030,37.6041488,-122.375993,3.5,64,$$,NiVqvb2GmEYY-wjEmZ30Hg
2900,Beer Baron Bar & Kitchen,"['American (New)', 'Bars']",Santa Rosa,95404,38.44063,-122.71311000000001,3.5,272,$$,DJQrCvPzQeFPIlmDuJ847Q
44703,Red Restaurant and Bar,"['American (New)', 'Bars']",Santa Cruz,95060,36.9751801,-122.0280029,3.5,237,$$,3h8sNRUHX9NEZL-PI6dE8g
1420,Magpie Cafe,"['American (New)', 'Bars']",Sacramento,95814,38.5712596929765,-121.48793719510599,4.0,478,$$,hGZj4JI3ngLnus4ysbtljw
19838,Fat Maddie's Blackhawk,"['American (New)', 'Bars']",Danville,94506,37.800222999999995,-121.919164,3.5,98,$$,ngiXXuOTRvlBm-JyWkhw0w
21753,Momo's,"['American (New)', 'Bars']",San Francisco,94107,37.779843,-122.39021399999999,3.0,895,$$,8iCT68sz4XDUdf_xY3s5kQ
39938,Braise Willow Glen,"['American (New)', 'Bars']",San Jose,95125,37.30686,-121.90035,4.0,226,$$$,DvBxmtOxSl66U-Qb_Rkv1w
19840,Blackhawk Grille,"['American (New)', 'Bars']",Danville,94506,37.7997649,-121.91952490000001,3.5,843,$$,biyueTMPQxM6KHzen7oouA
38224,Fuz Bar & Grill,"['American (New)', 'Bars']",San Jose,95113,37.33527,-121.88945,3.0,66,$$,4myuS9_1ausCmE7ToGfQMA
45861,The Progress,"['American (New)', 'Bars']",San Francisco,94115,37.7836799,-122.43296,4.0,811,$$$$,CS0pUlk25RV2-vhKFFbxqA
4392,The Grill,"['American (New)', 'Bars']",Napa,94558,38.348755,-122.26432199999999,3.0,117,$$,qPqoU4JxT1-ItDKhag7OSA
9835,Fat Maddie's Barrelhouse & Bistro,"['American (New)', 'Bars']",Pleasant Hill,94523,37.94643,-122.06213000000001,4.0,288,$$,bz5cuhUDhcSdyuTcsl1D9g
37713,3rd & Bourbon,"['American (New)', 'Bars']",San Jose,95113,37.33725,-121.88892,4.5,68,NAN,hFfI3nhajoD9fE8UsYv3Cw
12852,Revival Bar & Kitchen,"['American (New)', 'Bars']",Berkeley,94704,37.8711053137895,-122.26835819823,3.5,731,$$$,096qjqaqlxcgcYapbDwHOQ
15919,Dana's,"['American (New)', 'Bars']",Danville,94526,37.812212,-121.99712,3.5,229,$$,9pbuKBpQQTuSg3v-crh6BQ
1840,Goose & Gander,"['American (New)', 'Bars']",Saint Helena,94574,38.50311,-122.46833000000001,4.0,889,$$,L9gwezwKA_IDvjz0Y-AGuQ
1143,Seasons Restaurant,"['American (New)', 'Bars']",Davis,95616,38.5422347,-121.73945490000001,3.5,264,$$,9c9dMT8dDo3pIRMh3rZIrw
5056,Norman Rose Tavern,"['American (New)', 'Bars']",Napa,94559,38.297480866313,-122.28879019618,4.0,593,$$,dTWGt2TeF5A2T4opu-ypnw
15852,Danville Harvest,"['American (New)', 'Bars']",Danville,94526,37.820679999999996,-121.99788999999998,4.0,748,$$,Iu2SsLtRLS_BOq8yV_inqw
1344,Foundation Restaurant & Bar,"['American (New)', 'Bars']",Sacramento,95814,38.5800819102951,-121.502286356483,4.0,439,$$,jGFxF5k6qnPdVnbRHBDteg
44589,Oswald,"['American (New)', 'Bars']",Santa Cruz,95060,36.973320662875,-122.024732029545,4.0,402,$$$,8UHFQ_WrRXYx2A6pAii5dg
9793,Eureka!,"['American (New)', 'Bars']",Concord,94520,37.9691211027086,-122.056010663509,4.0,1099,$$,jaSQDxYnzyROR2WMVriiJA
622,SingleThread Farm - Restaurant- Inn,"['American (New)', 'Bed & Breakfast']",Healdsburg,95448,38.6124,-122.8699,4.5,168,$$$$,Afed6Mayiia8QoiP9cAIUw
35383,TAP'T Beer & Kitchen,"['American (New)', 'Beer Bar', 'Breakfast & Brunch']",Sunnyvale,94086,37.376601697891005,-122.03210219393,4.0,137,$$,MKzCAdTG6EjWrbi0y2Jg7g
5402,William Tell House,"['American (New)', 'Beer Bar', 'Cocktail Bars']",Tomales,94971,38.24592,-122.90521000000001,4.0,116,$$,Ta0DGCzV8cj3vk4VzplUwA
35008,Steins Beer Garden & Restaurant,"['American (New)', 'Beer Gardens']",Mountain View,94041,37.393913,-122.080001,3.5,1304,$$,Ep2OvqdRFAJaz1-OlhJQtQ
8855,Tony's Beer Garden,"['American (New)', 'Beer Gardens']",Antioch,94509,38.01668,-121.81648,5.0,7,NAN,uDihw5moo3TOjxzw8TwpCA
45679,Marlowe,"['American (New)', 'Brasseries']",San Francisco,94107,37.7783200510611,-122.396771288052,4.0,2654,$$,c0WpyZFR3EoEBKcoY2LZ3Q
10695,Scotties Shutters Brasserie,"['American (New)', 'Brasseries']",Brentwood,94513,37.9547092,-121.6887649,4.5,368,$$$,_RhWpZN7ewgy0NXNLgRNJQ
2389,Garden Grill,"['American (New)', 'Breakfast & Brunch', 'Barbeque']",Guerneville,95446,38.495921766080706,-123.007671833038,4.0,403,$$,6TkCu4VJToQSMhKFtnMWyQ
16823,Flore,"['American (New)', 'Breakfast & Brunch', 'Bars']",San Francisco,94114,37.76466,-122.43293999999999,3.5,1097,$$,Fc3OLXzSqYp8cM5ixc7jug
5077,VINeleven,"['American (New)', 'Breakfast & Brunch', 'Bars']",Napa,94558,38.32274,-122.31206,4.0,42,$$,bYkaN39j_zI_yA2JibW3gg
51240,Stella Nonna,"['American (New)', 'Breakfast & Brunch', 'Bars']",Berkeley,94702,37.8784484863281,-122.294784545898,4.0,363,$$,croCtkFCq53--8EW5bP1qA
5460,Wishbone,"['American (New)', 'Breakfast & Brunch', 'Bars']",Petaluma,94952,38.2447399,-122.6450372,4.0,600,$$,t37MsI40xC-n_64XVnXloA
16142,Sessions at the Presidio,"['American (New)', 'Breakfast & Brunch', 'Bars']",San Francisco,94129,37.799151608612206,-122.447998051837,3.5,465,$$,0bDxHlnb-411Er3w5quBYg
17880,Villon,"['American (New)', 'Breakfast & Brunch', 'Bars']",San Francisco,94102,37.78087,-122.41238999999999,4.0,206,$$,5fUuCey44roe-YTac_zqBw
49505,Gather,"['American (New)', 'Breakfast & Brunch', 'Bars']",Berkeley,94704,37.8694781027984,-122.266114248013,4.0,2147,$$,BiZAzf2SAFCE0gJrX-PGFw
9195,Farmshop,"['American (New)', 'Breakfast & Brunch', 'Bars']",Larkspur,94939,37.947277,-122.50911699999999,3.5,551,$$$,qABHeqm8wWSFFoy7tro1SQ
1643,Morgan's Restaurant,"['American (New)', 'Breakfast & Brunch', 'Buffets']",Sacramento,95814,38.57901,-121.48991000000001,3.5,58,$$,68sWWTbFwXKh-rTMwoujmg
39096,Parkview Kitchen and Spirits,"['American (New)', 'Breakfast & Brunch', 'Burgers']",Cupertino,95014,37.322390000000006,-122.03166,3.0,31,$$,43VoSdm5jSs8pbHBEXkbBQ
53336,CK Restaurant,"['American (New)', 'Breakfast & Brunch', 'Burgers']",Alameda,94501,37.7747994610072,-122.27664,4.0,106,$$,7xfcB-J_trmTS0Qo5x-xEA
14607,Delegates,"['American (New)', 'Breakfast & Brunch', 'Burgers']",Oakland,94612,37.805683948883704,-122.274289503694,4.5,78,$,Vv-e5RB0bxEb6tUivsuIpQ
11803,Katy's Kreek,"['American (New)', 'Breakfast & Brunch', 'Burgers']",Walnut Creek,94596,37.9017214026082,-122.063006075557,3.0,949,$$,aYOw6U3ysmjmZ1ZQRaBCDQ
48398,Portal Oakland,"['American (New)', 'Breakfast & Brunch', 'Burgers']",Oakland,94606,37.7993046,-122.2546307,4.0,1168,$$,oQ2M416FwdHc9NRKDeCHng
11029,Assemble,"['American (New)', 'Breakfast & Brunch', 'Burgers']",Richmond,94804,37.91155,-122.3582,3.5,456,$$,95ITUG8D20xzx2p7Q6H4vg
5477,Palms Grill,"['American (New)', 'Breakfast & Brunch', 'Burgers']",Petaluma,94954,38.248742,-122.625675,4.0,175,$$,9mmvC-QicMyd1aYZa4OFYA
25968,San Francisco Giants Clubhouse,"['American (New)', 'Breakfast & Brunch', 'Burgers']",San Francisco,94128,37.63605,-122.40008,2.5,122,$$,u9dsbET_Jk8HJHUkBWM13g
12756,Lama Beans Cafe,"['American (New)', 'Breakfast & Brunch', 'Cafes']",Berkeley,94710,37.8796196,-122.30171200000001,4.0,235,$$,G5VBebggzxf6TTePtl1fIw
13899,Murray Circle,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",Sausalito,94965,37.837786,-122.479351,3.5,635,$$$,VHu0SsJds5XkW7ux68ehtg
29305,CRAFT/CODE kitchen & cocktails,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",San Mateo,94402,37.5561,-122.30102,4.0,20,NAN,A5zwgnpGMmn6tv_EU46Q9g
28984,31st Union,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",San Mateo,94401,37.567096299999996,-122.3249072,4.0,622,$$,7fhYFWJu_VRuQ-P8EwZXmw
3519,Hole in the Wall,"['American (New)', 'Breakfast & Brunch', 'Coffee & Tea']",Sebastopol,95472,38.39104987245,-122.816785888944,4.0,547,$$,-1YAq_3mLUXSAbrAtysqFA
18371,Neptune's,"['American (New)', 'Breakfast & Brunch', 'Coffee & Tea']",Alameda,94501,37.7713061,-122.27812890000001,3.5,415,$$,HXo2PD9Xh0kjlGf38PA3xA
9201,Crepevine,"['American (New)', 'Breakfast & Brunch', 'Creperies']",San Rafael,94901,37.973071000000004,-122.52896100000001,4.0,151,$$,WjAM1QLMQXo7GLpGHtg28w
15181,Grand Lake Kitchen,"['American (New)', 'Breakfast & Brunch', 'Delis']",Oakland,94610,37.8093287909239,-122.25007518683,4.0,1021,$$,7UjYrhJ6_ggqkfsp-B9iCA
9403,Jennifer and Todd's Cafe Soleil,"['American (New)', 'Breakfast & Brunch', 'Diners']",El Sobrante,94803,37.963331358734,-122.32001082375099,4.0,486,$$,pUnnkSpwZhD0Ch1NM1hvUA
45718,The Pink Elephant Alibi,"['American (New)', 'Breakfast & Brunch', 'Gastropubs']",San Francisco,94105,37.78682,-122.40049,4.0,1129,$$,XjViuoOVtkQQtPfqdaIHVA
11489,Tutu's Food & Drink,"['American (New)', 'Breakfast & Brunch', 'Juice Bars & Smoothies']",Lafayette,94549,37.890679,-122.11998500000001,3.0,25,NAN,5gSdjGwQL3yxXqYZoHSYjQ
15652,Kaiser Permanente Broadway Cafe,"['American (New)', 'Breakfast & Brunch', 'Mexican']",Oakland,94601,37.82312,-122.25835,2.5,4,NAN,GIbLrozA8Xup0gXYnxJ9kQ
7176,Spindrift Restaurant,"['American (New)', 'Breakfast & Brunch', 'Mexican']",Isleton,95641,38.107631500000004,-121.59863419999999,3.5,52,$$,QPHTlsvC3bEpHUxwccHVRQ
