,Name,Category,Biz City,Biz Zip,Biz Lat,Biz Lng,Rating,Review Count,Price,Yelp ID
23978,Tacos Santo Toribo,"['Food Trucks', 'Tacos']",San Francisco,94124,37.73053,-122.38523,4.5,5,NAN,S7JKBrWxOT0biAseMA6DRA
38379,Nayo's Taqueria,"['Food Trucks', 'Tacos']",San Jose,95116,37.3575,-121.8447,4.5,17,$,1f0Nkfd1ugIQxsQEPOy2Qg
9949,Taqueria Mariscos Taco Truck,"['Food Trucks', 'Tacos']",Concord,94520,37.954246791157395,-122.041780632274,4.0,2,NAN,DMMCFFnAn3_3MmESMuKa2A
38279,Las Cocineras de Michoacan,"['Food Trucks', 'Tacos']",San Jose,95112,37.312999666482895,-121.852453739146,4.0,5,NAN,7RohpTipT6oAuC6zShXUrA
12948,El Manantial Tacos,"['Food Trucks', 'Tacos']",San Pablo,94806,37.853367999999996,-122.286758,4.5,50,$,FOp6Ug0fVSyQpIDPos0Dig
24170,Pulido's Services Presents La Crazy Torta,"['Food Trucks', 'Tacos']",San Leandro,94577,37.7083669227631,-122.172210243184,4.5,6,$,4jdT2HxLV09mbk1IBfwS2A
52318,Alams Taqueria,"['Food Trucks', 'Tacos']",San jose,95124,37.2722443,-121.9323561,4.0,1,NAN,pdjU2fFOZUCkzGIQ2eQdkw
4971,La Escondida,"['Food Trucks', 'Tacos']",Sonoma,95476,38.310911,-122.480549,3.0,2,NAN,QMQ7OfKKkoeKWLpkXpEQ_A
35191,Tomy's kitchen,"['Food Trucks', 'Tacos']",Mountain View,94040,37.382597,-122.07843700000001,5.0,4,NAN,ociypwpcEYHipbcR9COcwg
33890,Mom's Tacos,"['Food Trucks', 'Tacos']",Mountain View,94043,37.4146200151176,-122.089473903179,4.0,1,NAN,Ik76gEiVhgw8i1-d1xhixg
5177,Origenes Taco Truck,"['Food Trucks', 'Tacos']",Napa,94558,38.3208311616642,-122.309938788929,4.5,5,NAN,XDLrB6GNzrWjt06-e3dj_A
373,Birrieria Mooooy,"['Food Trucks', 'Tacos']",Woodland,95776,38.66973,-121.76431000000001,4.5,19,NAN,U_LNHOEvenW1ZbpoKunSmA
18579,Taqueria Sinaloa,"['Food Trucks', 'Tacos']",Oakland,94606,37.78496,-122.2379,4.5,956,$,PGJbyscmFcjFwQdrSDkoJg
25269,Tino's Tacos & More,"['Food Trucks', 'Tacos']",Livermore,94550,37.67853,-121.76888000000001,4.0,7,NAN,J1TdTVzxbRUlF3vq54uxaQ
7087,Tacos El Viejon,"['Food Trucks', 'Tacos']",Vallejo,94590,38.1089966767012,-122.254829451865,4.5,3,NAN,cGukczZ3X_CFZKqAL35w3A
912,Tina's Tacos & Catering,"['Food Trucks', 'Tacos']",Elk Grove,95758,38.4247743127422,-121.40068460991199,4.5,14,$,rGaciAcuqFF_jK-6I4m3Bw
37605,Tacos Genesis,"['Food Trucks', 'Tacos']",San Jose,95127,37.3518005018,-121.825944185,5.0,2,NAN,m_ZtdeNjkT01xH8CH5GXXQ
18861,El Taco Oaxaco,"['Food Trucks', 'Tacos']",Oakland,94606,37.7978858947754,-122.248016357422,4.5,48,$,EGqx1Wv-0kVZw9sK1X6OAw
25634,Juanita's Tacos Estilo Mezcala,"['Food Trucks', 'Tacos']",South San Francisco,94080,37.654948488435394,-122.433289414198,4.5,26,$,o5DV7xvW2REhxpPbTJ4tfg
31609,El Gordo Y El Flaco,"['Food Trucks', 'Tacos']",Fremont,94538,37.518516299999995,-121.9541072,4.5,20,$,2R-k2dPpzrjQNtCS2HMaNQ
9432,Tacos El Chino,"['Food Trucks', 'Tacos']",Richmond,94806,37.9483512567985,-122.34729168788601,4.5,44,$,Y9n43oh1XQ522hU3uuCsZA
32191,Evelins Food,"['Food Trucks', 'Tacos']",Redwood City,94063,37.486273193976494,-122.224705182016,4.0,10,NAN,HL5LvFyvgB4lGu4S_pEuGw
154,The Chairman Truck,"['Food Trucks', 'Taiwanese']",San Francisco,94102.0,37.78404000000001,-122.4175,4.0,1418,$,sT8TRzofJym5w0khZkOJhw
34107,Mama Liu,"['Food Trucks', 'Taiwanese']",Milpitas,95035,37.420291,-121.916128,4.0,47,$,aZQWrnNPrXDYOsJ2h7aHVw
38136,PM2 Kitchen,"['Food Trucks', 'Taiwanese']",San Jose,95112,37.33165,-121.87878,4.0,6,$,2T7zzMuRLOyR2se3AK93Dw
2455,Mai Thai Kitchen,"['Food Trucks', 'Thai', 'Caterers']",Las Vegas,89122,36.1067341598394,-115.04066783934799,3.5,9,$$$$,22KzWfCP7jt9tOl6Gl17LQ
901,Thai Lemongrass,"['Food Trucks', 'Thai']",Sacramento,95828,38.50054,-121.41967,4.5,6,NAN,gKgGPdFITN-nbQBgj3FkFg
38582,Thai Thai Food Truck,"['Food Trucks', 'Thai']",San Jose,95116,37.3598976135254,-121.84473419189501,3.0,44,$$,M9fXvDjqI-b9HKtzEWRzOw
35451,New Delhi Chaat,"['Food Trucks', 'Vegetarian', 'Indian']",Sunnyvale,94087,37.338021101296896,-121.996684953274,4.5,104,$,VO_tR6YkmDTqiZRhfxRObQ
8128,Banh Mi Zon,"['Food Trucks', 'Vietnamese', 'Asian Fusion']",San Rafael,94903,37.996520000000004,-122.52798,4.0,112,$,744jvwQRBaamOZyBegVjtg
38086,Clay Pot SJ,"['Food Trucks', 'Vietnamese']",San Jose,95112,37.33549,-121.87735,5.0,4,NAN,jEAT-I0YGc5xz2B0-P5sjQ
35611,Pho Pot Truck,"['Food Trucks', 'Vietnamese']",San Jose,95054,37.338649749755895,-121.88542175293001,5.0,13,NAN,phMFu0rFylokIPhNNVXP9A
20696,Golden Waffle,"['Food Trucks', 'Waffles', 'Breakfast & Brunch']",San Francisco,94132,37.728559999999995,-122.47688000000001,4.5,52,$,2kWZQZViKY7h1lf0THmIvA
3222,Wow Waffle Truck,"['Food Trucks', 'Waffles']",Santa Rosa,95404,38.434225169055,-122.70118478096501,4.0,1,$,OzEc4Fd4W2A7g5Fs72aNQA
49233,P&J's Waffle Delight,"['Food Trucks', 'Waffles']",Bay Area,94612,37.6993509319707,-121.738745509273,5.0,44,$,mo0nboBdLiXQDonb7qmvrw
52628,Waffle Amore,"['Food Trucks', 'Waffles']",San Jose,95131,37.38638,-121.89421,4.0,128,$,_6lZ3GnmkmGN7oj63Z56bQ
10,Phat Salads and Wraps,"['Food Trucks', 'Wraps']",Napa,94558,38.3186492919922,-122.299942016602,4.0,48,$,i6ZwMjYIbmFZ8EGYz6x5Bw
52299,Lennard's Hot Dog Cart,"['Food', 'Food Stands', 'Hot Dogs']",San Jose,95112,37.3588943481445,-121.90421295166,4.5,3,NAN,ihovTXG2szpm5YU6-MZK-Q
12638,Riva Cucina,"['Food', 'Italian']",Berkeley,94710,37.8528499,-122.29376,4.0,466,$$,CyLhM3FIJ0fHObcUDV37rA
8795,Miravalle Mexican Food,"['Food', 'Mexican']",Antioch,94509,37.999106,-121.837652,4.0,40,$,sF7YqXxO9hD455YhH7Ph5A
4917,SantÃÂ© Restaurant,"['French', 'American (New)']",Sonoma,95476,38.314521,-122.48239199999999,4.0,261,$$$$,MY1jp1huluf_5HOaZiVt4Q
45934,O' by Claude Le Tohic,"['French', 'American (New)']",San Francisco,94102,37.78638,-122.40736,5.0,12,NAN,y6hiTZnMSoH6UnvWCCbI4w
41248,Plumed Horse,"['French', 'American (New)']",Saratoga,95070,37.256498,-122.035149,4.0,1095,$$$$,-YCoRJ_31hCiamVdYdMVVg
12456,Fast Food Francais,"['French', 'American (New)']",Sausalito,94965,37.8582420349121,-122.485145568848,3.5,371,$$,tvNSPS7f-AbO5O4ZX9cXCA
30555,The Iron Gate,"['French', 'American (Traditional)']",Belmont,94002,37.517559999999996,-122.27305,4.0,457,$$$,20vWBsWzv7PSkJ02W7wa7w
30028,Papillon,"['French', 'Bars']",Fremont,94536,37.57926,-121.97973400000001,4.0,793,$$$,JPItDtK9nz1oMW2vt6XU3g
3462,K & L Bistro,"['French', 'Bars']",Sebastopol,95472,38.4018956,-122.8238749,3.5,291,$$,g_Oj0BPESzbIzwzosrbgfQ
2886,Bistro 29,"['French', 'Bars']",Santa Rosa,95401,38.441317,-122.713752,4.5,322,$$$,73H9mP4csF2aZlTKQHjhTg
8124,Le Chalet Basque,"['French', 'Basque', 'Bars']",San Rafael,94903,38.009584999999994,-122.5196983,4.0,196,$$,VnUmTgNBkY-wuhHgLlb-ZQ
598,Fringale,"['French', 'Basque']",San Francisco,94107.0,37.77857,-122.39714,4.0,1063,$$$,Ug9a63OBRBje0796bFFPgA
53760,Left Bank - San Jose,"['French', 'Brasseries', 'Cocktail Bars']",San Jose,95128,37.3198328410659,-121.948069937838,3.0,1996,$$,lsakX5lFRzcAgKJf4C7-lw
9211,Left Bank Brasserie - Larkspur,"['French', 'Brasseries', 'Cocktail Bars']",Larkspur,94939,37.93629,-122.53533,3.5,517,$$$,Kvwf1slwuEOVwxoaElWf0A
5082,Angele Restaurant & Bar,"['French', 'Brasseries', 'Cocktail Bars']",Napa,94559,38.2962,-122.28273999999999,3.5,909,$$$,YH4nlgaYQmPBh_8OKSVmOA
33318,Left Bank -  Menlo Park,"['French', 'Brasseries', 'Cocktail Bars']",Menlo Park,94025,37.452647999999996,-122.183333,3.5,687,$$,7lmzuo16-guDouA-6nj6eg
1349,Brasserie Capitale,"['French', 'Brasseries']",Sacramento,95814,38.57868,-121.49066,4.0,207,$$,UXbpyw9hKCGGp6sUDm0A2w
33759,Cafe Brioche,"['French', 'Breakfast & Brunch', 'American (New)']",Palo Alto,94306,37.425709999999995,-122.14487,3.5,617,$$,AESvQr3J0cNuhmfmmySODg
407,Absinthe Brasserie & Bar,"['French', 'Breakfast & Brunch', 'Bars']",San Francisco,94102.0,37.77714,-122.42268,4.0,3212,$$$,353bun0151fMbR3ut2d-nw
12332,Le Garage,"['French', 'Breakfast & Brunch', 'Modern European']",Sausalito,94965,37.8637241488,-122.49117443899999,4.0,1349,$$,A48hNce1axs5Rs8KCekwgQ
33683,Pastis,"['French', 'Breakfast & Brunch', 'Wine Bars']",Palo Alto,94306,37.4258425619836,-122.14511589127501,4.0,733,$$,YkOWJw-hySIjvrVLLVEh7w
45979,Revelry Bistro,"['French', 'Breakfast & Brunch']",San Francisco,94102,37.77351,-122.42549,4.5,198,$$$,Sn88jc5tEJH-D4qxqZn8PQ
16272,Bistro Central Parc,"['French', 'Breakfast & Brunch']",San Francisco,94117,37.775023,-122.44426999999999,4.5,923,$$$,W97siDhQbWIVa0MEpcq9iA
44920,Cafe Sparrow,"['French', 'Breakfast & Brunch']",Aptos,95003,36.9769577718214,-121.900869078656,4.5,491,$$,_zWdsI6VqSLjV3O3yD5_Xg
16115,Baker Street Bistro,"['French', 'Breakfast & Brunch']",San Francisco,94123,37.7981641888618,-122.445950210094,4.0,597,$$,xc9iz3CT9v133LFdjhOZcQ
12673,La Note,"['French', 'Breakfast & Brunch']",Berkeley,94704,37.8662142064674,-122.26734160917299,4.0,3448,$$,dmZS7KKxE8GHfIHzsenqUQ
11298,Rendez-Vous Cafe Bistro,"['French', 'Breakfast & Brunch']",Albany,94706,37.8904799,-122.29835,3.5,367,$$,xvRUWEND7CM2N1SMD7907w
6207,Water Street Bistro,"['French', 'Breakfast & Brunch']",Petaluma,94952,38.2342801153826,-122.639940440894,4.5,218,$$,sxQAhtrrGIC9zjSRoumvig
91,Chez Maman East,"['French', 'Burgers', 'Creperies']",San Francisco,94107.0,37.7624388911845,-122.396692272318,4.5,2026,$$,UTVDbZv-qiHU06sDkoel3g
16172,Gamine,"['French', 'Burgers']",San Francisco,94123,37.796879700000005,-122.4359489,4.0,885,$$,RM1ioN-76NzXDbfv63GhTQ
45865,Chez Maman West,"['French', 'Burgers']",San Francisco,94102,37.776988,-122.423164,4.0,1069,$$,9hUYiiyPe0QOu8Oezq_yqQ
1392,La Bonne Soupe Cafe,"['French', 'Cafes', 'Soup']",Sacramento,95814,38.581140000000005,-121.49502,4.5,968,$$,0GuzizOJNMtZkF3O6fVLZA
23906,Star Box Food,"['French', 'Caterers', 'Sandwiches']",Brisbane,94005,37.683941100000006,-122.40261890000001,4.0,96,$,Ze6vgTqp_NEHFD-09jfTLQ
4895,The Girl & The Fig,"['French', 'Cocktail Bars', 'Breakfast & Brunch']",Sonoma,95476,38.293911528871,-122.45879428568999,4.0,3354,$$,vksopFaoRRJxnYciVHfomw
13373,Le Bateau Ivre,"['French', 'Coffee & Tea', 'Breakfast & Brunch']",Berkeley,94704,37.862559999999995,-122.2585,3.5,500,$$,YypLjtHdKKGL-MOIrUaM4Q
30908,Cuisinett,"['French', 'Comfort Food']",San Carlos,94070,37.50691,-122.26031,4.5,775,$$,rzlJ2q1nZNPS3NuqOKVDaA
15948,Brittany Crepes Farmer's Market,"['French', 'Creperies']",Danville,94526,37.820679999999996,-122.00035,3.0,5,$,V_IAC2RY_bJE_fXAKEVOYg
17695,CafÃÂ© de la Presse,"['French', 'Desserts', 'Breakfast & Brunch']",San Francisco,94108,37.79033,-122.4053,3.5,1560,$$,i01yAevi-3E9AhymV8hqgA
46156,CafÃ© de la Presse,"['French', 'Desserts', 'Breakfast & Brunch']",San Francisco,94108,37.79033,-122.4053,3.5,1560,$$,i01yAevi-3E9AhymV8hqgA
54319,Suzette Crepe Cafe,"['French', 'Desserts', 'Creperies']",Albany,94706,37.8904233539924,-122.294924898067,4.5,208,$,8CUQ7mqoIjlWnZf6ycHmUQ
45765,Mathilde French Bistro,"['French', 'Desserts', 'Salad']",San Francisco,94107,37.7800134026795,-122.402965373019,4.0,213,$$$,WWekv34vniav2trhbb2DaA
33671,La Boheme,"['French', 'Diners', 'Breakfast & Brunch']",Palo Alto,94306,37.42615,-122.14455,4.0,303,$$,I-fXhf7eYzzrTVyHNadRUw
41238,La Fondue,"['French', 'Fondue']",Saratoga,95070,37.256634000000005,-122.034723,4.0,2130,$$$$,Lade6mDymJB3bbScN-li2A
48010,Florio Bar & Cafe,"['French', 'Italian', 'Cocktail Bars']",San Francisco,94115,37.7875137329102,-122.433822631836,3.5,316,$$$,xZIar7Wc8YCUiAz7S_0Gdg
222,Quince,"['French', 'Italian']",San Francisco,94133.0,37.7975,-122.40336,4.0,1430,$$$$,zFxD8QinHt69Bs7M2mgB-Q
34950,La Fontaine Restaurant,"['French', 'Italian']",Mountain View,94041,37.3941572840897,-122.078983289738,3.5,489,$$,z3xLIzavS-SedNHE_lR6FA
643,Mateo's Cocina Latina,"['French', 'Latin American']",Healdsburg,95448,38.609291999999996,-122.869978,3.5,362,$$,__7lzpKRHtpKsMolHwonCQ
12985,Chez Trik,"['French', 'Performing Arts']",Berkeley,94704,37.86786,-122.266,5.0,1,$$,8Lu-E1HLk6fWYMkh0lWFhA
47290,Cafe du Soleil,"['French', 'Sandwiches', 'Italian']",San Francisco,94107,37.7832674501439,-122.397890965607,4.5,383,$$,IzRVZB6EuoizmnwAFy8siQ
12609,GrÃÂ©goire,"['French', 'Sandwiches']",Berkeley,94709,37.8785970706384,-122.26864590232701,4.0,2175,$$,sKnjZ4bb-0AWxWqJv7cHOw
49470,GrÃ©goire,"['French', 'Sandwiches']",Berkeley,94709,37.8785970706384,-122.268645902327,4.0,2175,$$,sKnjZ4bb-0AWxWqJv7cHOw
49263,Ã CÃ´tÃ© Restaurant,"['French', 'Spanish', 'Italian']",Oakland,94618,37.842131,-122.251216,4.0,1294,$$$,u0xH3J_XRPpOpr80L3fcCA
14886,ÃÂ CÃÂ´tÃÂ© Restaurant,"['French', 'Spanish', 'Italian']",Oakland,94618,37.842131,-122.25121599999999,4.0,1294,$$$,u0xH3J_XRPpOpr80L3fcCA
37706,Underground Dining At Naglee Park,"['French', 'Supper Clubs']",San Jose,95112,37.3393128488432,-121.887830825091,5.0,8,$$$$,kWFwlZD2pclmlS7LnJs6jA
3895,Bouchon,"['French', 'Venues & Event Spaces', 'Breakfast & Brunch']",Yountville,94599,38.4025718209235,-122.362025265345,4.0,2836,$$$,M7gmOk8Ayf-stORW8QjgOQ
45848,Cafe Claude,"['French', 'Venues & Event Spaces']",San Francisco,94108,37.7903209516376,-122.404523903705,4.0,1964,$$$,gsf5yf5HS3h8Z8MHpJ4t3w
50115,Isa Restaurant,"['French', 'Venues & Event Spaces']",San Francisco,94123,37.8001099,-122.43749,4.0,2008,$$$,QINiEjMRGA7pKfvhPQtfBg
38309,Senses Restaurant,"['French', 'Vietnamese', 'Asian Fusion']",San Jose,95127,37.359590000000004,-121.83356,4.0,63,$$,pQr8XDqz2kjLCdacW-LsBg
37781,ÃÂlyse Restaurant,"['French', 'Vietnamese', 'Cocktail Bars']",San Jose,95113,37.333459999999995,-121.88729509999999,4.5,205,$$,ZYGMLW_biN_XMwdUo_90Jg
51779,Ãlyse Restaurant,"['French', 'Vietnamese', 'Cocktail Bars']",San Jose,95113,37.33346,-121.8872951,4.5,205,$$,ZYGMLW_biN_XMwdUo_90Jg
11271,Vanessa's Bistro,"['French', 'Vietnamese', 'Tapas Bars']",Berkeley,94707,37.891806,-122.282299,4.0,447,$$,mfPNutKRhiaQXDrnz9_HRg
17339,Monsieur Benjamin,"['French', 'Wine Bars', 'Desserts']",San Francisco,94102,37.777526602149,-122.42315746843799,4.0,887,$$$,9e2UrZrwbWsTyN3hWyS6Ig
46329,LâArdoise Bistro,"['French', 'Wine Bars', 'Desserts']",San Francisco,94114,37.7665241,-122.4331385,4.5,1230,$$$,9yM20-7fj4LMrOO30nqkBw
16381,LÃ¢ÂÂArdoise Bistro,"['French', 'Wine Bars', 'Desserts']",San Francisco,94114,37.766524100000005,-122.4331385,4.5,1230,$$$,9yM20-7fj4LMrOO30nqkBw
11484,RÃÂVE,"['French', 'Wine Bars', 'Salad']",Lafayette,94549,37.890406,-122.1180465,4.5,187,$$$,aFejMRJdDGYI4fuS81oQ6w
5045,La Toque,"['French', 'Wine Bars', 'Salad']",Napa,94559,38.3033,-122.28356000000001,4.0,553,$$$$,4s3pOIbffAr92YnHE-bncg
16206,Chapeau!,"['French', 'Wine Bars']",San Francisco,94118,37.78327,-122.46066,4.5,2667,$$$,L5vSeC_sa3TUQW_lticqyA
96,La Folie,"['French', 'Wine Bars']",San Francisco,94109.0,37.798136,-122.422036,4.5,1432,$$$$,eSixRz7xcwtFdeh9hN5TyQ
11623,La Sen Bistro - Walnut Creek,"['French', 'Wine Bars']",Walnut Creek,94596,37.90074,-122.0611,4.0,125,$$,VcdsHxg3Dymn5B-Djz5FFQ
2922,La Gare French Restaurant,"['French', 'Wine Bars']",Santa Rosa,95401,38.43707,-122.72004,4.0,333,$$$,mJDB9CUkjSjVFtx2s61oQQ
2831,Walter Hansel Wine & Bistro,"['French', 'Wine Bars']",Santa Rosa,95401,38.452749,-122.806448,4.5,169,$$$,C3OlLHcVXwQgFbw8mhYRQg
45908,Petit Crenn,['French'],San Francisco,94102,37.7762604,-122.4264908,4.0,390,$$$$,kiRsScNQs_UdDV6jPyeCWg
45585,Bouche,['French'],San Francisco,94108,37.7902010565423,-122.407361268997,4.5,755,$$$,mfD5wlWS6tY92FJHDcBwJA
3901,Bistro Jeanty,['French'],Yountville,94599,38.40103,-122.35978999999999,4.0,1884,$$$,UID3cppgvHd2trQXVKR4AQ
1470,Le P'tit Laurent,['French'],San Francisco,94131.0,37.7343618158181,-122.433787985458,4.0,746,$$,rlJntikl6JesFV-gb3eQYA
262,Restaurant Jeanne D' Arc,['French'],San Francisco,94108.0,37.78987,-122.40908,4.0,376,$$$,gFcSLTJo3HXdkXScg0FgcA
17498,Cafe Bastille,['French'],San Francisco,94104,37.79115,-122.40366000000002,3.5,727,$$,KRpCCCBwaJBGrkBCVUhW7g
45905,Rue Lepic,['French'],San Francisco,94108,37.7909867,-122.4108429,4.0,296,$$$,mNFQuOA_hhrqmJeHg-AzKA
17051,Cafe Jacqueline,['French'],San Francisco,94133,37.800470000000004,-122.40731000000001,4.0,636,$$$,JJnkXwf96vh1Uu7XZWZZAg
50109,Bistro Aix,['French'],San Francisco,94123,37.80024,-122.43752,4.0,643,$$,j1yOqKczaI4czwycWDcspw
9040,Marche Aux Fleurs,['French'],Ross,94957,37.960409999999996,-122.55521,4.0,149,$$$,TRf-lrjDHRubmoGvHI3aXQ
33689,BaumÃÂ©,['French'],Palo Alto,94306,37.428217,-122.14318899999999,3.5,333,$$$$,_S0HbqVc-RE2EkQwystDFg
29046,Viognier,['French'],San Mateo,94401,37.5642587,-122.3220461,4.0,390,$$$,trut1A78RCNWoPnH47sFVg
16964,Cocotte,['French'],San Francisco,94109,37.7948581,-122.41830719999999,4.0,498,$$$,xO2V0wkXP3Na-mWhLo1ZxQ
20243,ChouChou French Bistro,['French'],San Francisco,94116,37.74738,-122.45952,3.5,1165,$$$,tpuKzQh5d6veDB-M9qU6Fw
21786,Demi-pÃÂªche,['French'],San Francisco,94110,37.7630282,-122.4163268,4.5,2,NAN,JAP0-hhyuZMuDuQhUR-Qtg
34963,Chez TJ,['French'],Mountain View,94041,37.3947,-122.08035,4.0,679,$$$$,AQG8enVJnGepbVow2Jp7SA
39316,Le Papillon,['French'],San Jose,95129,37.3197522,-121.9722375,4.0,938,$$$$,7jidkejbcWaRsPhquW56lQ
13171,Julia's Restaurant,['French'],Berkeley,94704,37.8676379,-122.26270819999999,4.0,92,$$$,9AeMOZuTF9inrApdBCT1hA
20106,Chez Marius,['French'],San Francisco,94114,37.751090000000005,-122.43323000000001,4.0,103,$$$,XHE4ZRRPzZbfdqfru5EZtQ
16307,Chouquet's,['French'],San Francisco,94115,37.791795,-122.434541,3.5,586,$$,4YQg81cDjn2Ei7NYvRHXpA
43380,La Foret,['French'],San Jose,95120,37.174169899999995,-121.82363000000001,4.0,561,$$$$,UTCJ3w9P9BqDXT_1jQAZWA
41287,La Mere Michelle,['French'],Saratoga,95070,37.25806,-122.03353999999999,3.5,134,$$$,2bAx84VeM-wTXaoul9g2Tg
133,Atelier Crenn,['French'],San Francisco,94123.0,37.7983315559591,-122.43587952107201,4.5,691,$$$$,c3khi7kxBaA2ATUuMjtMZA
4931,Frenchie,['French'],Sonoma,95476,38.29149,-122.45825,4.5,10,NAN,e7jTOCgYRdqXtRkR2a9G2A
47143,Demi-pÃªche,['French'],San Francisco,94110,37.7630282,-122.4163268,4.5,2,NAN,JAP0-hhyuZMuDuQhUR-Qtg
33317,Zola,['French'],Palo Alto,94301,37.445389375821705,-122.160659772584,4.0,325,$$$,-EMppAncnOot2p839R3X2g
23653,CafÃÂ©tÃÂ©ria Crescendo,['French'],Thiers,63300,45.5416,3.78084,1.0,1,NAN,n3bn4-8TuUsCei72BCV0rg
9142,Le Comptoir,['French'],San Rafael,94901,37.9732347,-122.5310247,4.0,198,$$,_E5Vr1NtZFviytOiooFgMQ
33255,Bistro at the Common,['French'],Menlo Park,94025,37.422252,-122.214561,1.0,1,$,fgYujD4mU085G4c8E_sc0g
3899,The French Laundry,['French'],Yountville,94599,38.40442,-122.36476,4.5,2486,$$$$,T20VEwi7AzKbY2TuVEt_ig
34972,Le Petit Bistro,['French'],Mountain View,94040,37.3888368554634,-122.09078189543101,4.0,376,$$$,UIAJ4R2wJpOt-1fGYVGbqg
33324,Bistro Vida,['French'],Menlo Park,94025,37.452544,-122.18361200000001,3.5,481,$$,4iFVdQyWn4dmGNaYJMv4ow
33675,The Market At Edgewood,"['Fruits & Veggies', 'Caterers', 'Delis']",Palo Alto,94303,37.448099,-122.125845,4.5,97,$$,c6JDBKg_6v1DnNtLPddMOw
8099,La Siguanaba Company,"['Fruits & Veggies', 'Food Stands', 'Imported Food']",Fairfax,94930,37.9799614,-122.5919189,4.5,3,NAN,f7EQMacRImBVrDghxxM5OQ
601,Northgate Blvd Fruit Stand,"['Fruits & Veggies', 'Food Stands']",Sacramento,95834,38.643341064453104,-121.52281951904301,4.5,3,$,bPSVe5N5_8dgrKuSYprQjw
5496,Andersen's Produce Stand,"['Fruits & Veggies', 'Food Stands']",Petaluma,94952,38.255159899999995,-122.65256000000001,4.5,3,$,Hv9hpw4YIbuTUTxP8uPM2g
2748,Fruit Cart Guy,"['Fruits & Veggies', 'Food Stands']",Sacramento,95831,38.49647,-121.50706000000001,5.0,5,NAN,hvniXAxA5l3CO1jWLZ_yXg
1286,Fruit Stand I-80 /Davis,"['Fruits & Veggies', 'Food Stands']",West Sacramento,95799,38.57134,-121.57123999999999,2.0,1,$$,Jr4KauCC7k7t8YDs5VpZ-g
19966,Noriega Produce,"['Fruits & Veggies', 'Grocery', 'Delis']",San Francisco,94122,37.75273,-122.50485,4.5,268,$$,bbDXbRE6O8BUbK3nyXdGCg
18385,Green Fish Seafood Market,"['Fruits & Veggies', 'Live/Raw Food', 'Seafood Markets']",Oakland,94607,37.79885,-122.27102,4.0,2,NAN,k3Z9b4jscqhW2T_kGmMUVQ
25297,Fresh Harvest Farms,"['Fruits & Veggies', 'Mexican']",Livermore,94550,37.68352,-121.76601000000001,3.0,4,NAN,JdGtJGWiMgVHAe9F81Zlrw
24150,Will's Fresh Foods,"['Fruits & Veggies', 'Salad']",San Leandro,94577,37.704418182373,-122.172866821289,5.0,11,$$,09hGTML8quDoS4EnHTs88g
19265,Go Gas & Food,"['Gas Stations', 'Convenience Stores', 'Mexican']",Oakland,94601,37.76847,-122.21972,2.5,43,$,o8KU7PJwERpHpyinfDLsCw
52,Golden Gate Shell,"['Gas Stations', 'Fast Food', 'Sandwiches']",Cloverdale,95425,38.783863067627,-123.011474609375,2.5,3,$$,9N-td0mNSbt5fOqUybF2iA
41222,Mercado & Taqueria De Amigos,"['Gas Stations', 'Mexican', 'Convenience Stores']",Pescadero,94060,37.25193,-122.38337,4.5,183,$,qKUZVG2NFJ3RUASoQa_9Qg
2549,Coddingtown Valero & Subway,"['Gas Stations', 'Sandwiches']",Santa Rosa,95401,38.4595727,-122.72887800000001,2.5,15,$,dOvUidQKgyEuubj21SiM7A
75,Zamora Mini Market,"['Gas Stations', 'Sandwiches']",Zamora,95698,38.7946593740159,-121.87827974442699,3.5,19,$,ztXzShIWtjRuqQmDEltBdg
6215,Pub Republic,"['Gastropubs', 'American (New)', 'Breakfast & Brunch']",Petaluma,94954,38.233764610497396,-122.598534647773,4.0,651,$$,FkdXAAQML4LIu28xr4RmbA
35288,The Oxford,"['Gastropubs', 'American (New)', 'British']",Sunnyvale,94086,37.3762334,-122.0306102,4.0,416,$$,Rxe3KlusvgAZiHxwWgE1lA
48558,The Hatch Oakland,"['Gastropubs', 'American (New)', 'Burgers']",Oakland,94612,37.8050162,-122.2695281,4.0,136,$$,s7oRHP86CRh_dae7TklJiA
719,Broderick Roadhouse - West Sac,"['Gastropubs', 'American (New)', 'Burgers']",West Sacramento,95605,38.58815,-121.51388,4.0,1256,$$,RJZkauJbPcJ9BrNyOLX6Yw
28117,37 North Restaurant and Bar,"['Gastropubs', 'American (New)', 'Cocktail Bars']",Burlingame,94010,37.590575,-122.351046,4.0,167,$$,YqWGnVYeIcnDFAxQbLQjGQ
49292,In The Wood,"['Gastropubs', 'American (New)']",Berkeley,94705,37.85778,-122.25336,4.0,96,$$,vvX2j62EWuswggM0LXG0jg
16107,The Tipsy Pig,"['Gastropubs', 'Bars', 'American (New)']",San Francisco,94123,37.800265985505,-122.44008192485,3.5,1529,$$,lbH9iQJM4wwgPQI2RL1oPg
25198,The Last Word,"['Gastropubs', 'Bars', 'Tapas/Small Plates']",Livermore,94550,37.6833441,-121.7671244,4.0,358,$$,rs6o7vshlh3Gl4MUGZn_gA
21236,The Sycamore,"['Gastropubs', 'Bars']",San Francisco,94110,37.76278,-122.41973,4.0,715,$$,wNcShx5YTSMvOxt6G0iA9w
431,Mikkeller Bar,"['Gastropubs', 'Beer Bar', 'Breakfast & Brunch']",San Francisco,94102.0,37.783976,-122.408981,4.0,1186,$$,A4dzocYPoer0llJydoQU-g
