,Name,Lat_Restaurant,Lng_Restaurant,Address,Zip,Rating,# of Reviews,Price Level,Category,Yelp ID,City,County
517,Tea List,38.54382706,-121.7420273,222 D St,95616,4,340,$$,Coffee & Tea,Qdzx7tsNBxGPo-Sa2K9v5g,Davis,Yolo County
518,Golden Sun,38.5532612,-121.7301415,1750 E 8th St,95616,3,83,$,Chinese,W7lwAEmH07gp319q5V3t8A,Davis,Yolo County
519,3rd and U Cafe,38.5439099,-121.74633,223 3rd St,95616,3.5,193,$,American (New),Kkt2r8EbOAPPCok0dpP-lg,Davis,Yolo County
520,Cuarto Dining Commons,38.547257,-121.763157,550 Oxford Cir,95616,4,15,$,Buffets,AkSKpclvlkO31cZK9IA0mQ,Davis,Yolo County
521,City Hall Tavern,38.54434748,-121.7400384,216 F St,95616,3.5,61,$$,American (New),El3EhDdiwFhPxnueBMbT6Q,Davis,Yolo County
522,Zia's Delicatessen,38.5444471,-121.7411311,616 3rd St,95616,4,324,$,Delis,BdAdm9IltdNb_FG7fADPQg,Davis,Yolo County
523,Steve's Pizza,38.54536,-121.74018,314 F St,95616,3.5,167,$$,Pizza,V9gB76Sc2wexbCrG_NGo5w,Davis,Yolo County
524,Wing-Time Buffalo Wing Sauces,38.55057526,-121.7152557,606 Pena Dr,95616,5,1,unavailable,Chicken Wings,lO6ysZsKIQvtemFa7Im0Dg,Davis,Yolo County
525,Chipotle Mexican Grill,38.54404614,-121.7415946,227 E St,95616,3,204,$,Mexican,3slTIjiepraU1gq3sPrwUg,Davis,Yolo County
526,Little Caesars Pizza,38.56092,-121.73408,1340 E Covell Blvd,95616,2.5,34,$,Pizza,k7Od-U59-QV3DS8YVLjDoQ,Davis,Yolo County
527,Taco Bell,38.546976,-121.740015,425 G Street,95616,2.5,58,$,Fast Food,Mn2ehkvG7_M5YaNpwq3iPw,Davis,Yolo County
528,Bare Juices,38.54666,-121.74121,,95616,3.5,9,unavailable,Juice Bars & Smoothies,XulN2hzohxndgCBEK1KeAQ,Davis,Yolo County
529,Black Bear Diner,38.54284,-121.74481,255 Second St,95616,3.5,496,$$,Breakfast & Brunch,PXz1zMm-RjTY_aYGF-14Dw,Davis,Yolo County
530,KFC,38.5423,-121.731,1617 Research Park Dr.,95616,1.5,125,$,Fast Food,AUHx-4tdXdf11DAdZLMsyw,Davis,Yolo County
531,Pizza Guys,38.54871329,-121.7348311,505 L St,95616,3.5,68,$,Pizza,yqx0ZA0IDOdZYlsNOlAHjw,Davis,Yolo County
532,Carl's Jr.,38.56207,-121.73164,1616 E Covell Blvd,95616,2.5,23,$,Fast Food,IWKDBW2cMOa5kwty2Bd89A,Davis,Yolo County
533,Papa Murphy's,38.56027,-121.75678,640 West Covell Blvd,95616,3.5,33,$$,Pizza,6X7d7KrXDFfpvlFEQjOrAw,Davis,Yolo County
534,Panera Bread,38.5448089,-121.7408087,609 3rd St,95616,3,146,$,Sandwiches,CW_DCl2bRlsLVgliFFiBDw,Davis,Yolo County
535,Barista Brew Cafe,38.54722356,-121.740048,431 G St,95616,4,152,$,Coffee & Tea,fls2Y7NiwzKxAeHc5VyWqg,Davis,Yolo County
536,Jack in the Box,38.545858,-121.739805,337 G St,95616,2.5,69,$,Fast Food,ZliRrg2z-KQxHliNgquplg,Davis,Yolo County
537,Cafe 110,38.54271876,-121.739622,110 F St,95616,2.5,8,$,American (Traditional),Tx2tkq6tJ4CHQI747Gjglg,Davis,Yolo County
538,Subway,38.56103,-121.73473,1300 E Covell Blvd,95616,2.5,12,$,Fast Food,zmGBV_69ppNxJzPq0n4njw,Davis,Yolo County
539,Subway,38.54759294,-121.759314,757 Russell Blvd,95616,2,54,$,Sandwiches,LKZIBQPiDGQOJxp8ZnPIMg,Davis,Yolo County
540,Star Ginger Food Truck,38.54565,-121.7425,,95616,2.5,41,$,Street Vendors,NPkKsr7qIBygOLyPOJXrdw,Davis,Yolo County
541,Subway,38.54338837,-121.7384796,130 G St,95616,3,32,$,Sandwiches,DYZDMa8zlIjEtiT3bwe87A,Davis,Yolo County
542,Ciao,38.54225959,-121.7495049,1 Shields Ave,95616,2,5,$,American (New),MJbx5BdYiUFkQLb6rfKokw,Davis,Yolo County
543,Huku Japanese Bistro,38.5497017,-121.6956863,417 Mace Blvd,95618,4,292,$$,Japanese,0hnY8GJeCRlNSGvkzmbS8w,Davis,Yolo County
544,Taqueria Guadalajara Grill,38.54982624,-121.695944,417 Mace Blvd,95616,4,308,$,Mexican,OW4OgFFKD-2Vf8UdNCO5EA,Davis,Yolo County
545,Wok of Flame,38.5493984,-121.6962463,417 Mace Blvd,95618,4,435,$$,Chinese,k0VO4SlsDXV8YVFk3HRZxg,Davis,Yolo County
546,Cindy's Restaurant,38.55128,-121.69372,4823 Chiles Rd,95618,4,242,$,Thai,2C1qNA6H7vMhEhH-AvS6IA,Davis,Yolo County
547,Beach Hut Deli,38.5552493,-121.6954743,4515 Fermi Pl,95618,3,132,$$,Sandwiches,lxUbp7TYundAUABLWv4kZg,Davis,Yolo County
548,Extreme Pizza,38.5497,-121.69569,417 Mace Blvd,95618,3.5,47,unavailable,Pizza,imyEJ-eBKkww9oc2KVmgbQ,Davis,Yolo County
549,Nugget Markets,38.54991,-121.69476,409 Mace Blvd,95618,4,113,$$,Grocery,G1EXec0C_Mu6Vs0fclc2sQ,Davis,Yolo County
550,McDonald's,38.550596,-121.697333,4444 Chiles Rd,95616,3,115,$,Fast Food,gqRDktIJhDi1YeBCasQOyg,Davis,Yolo County
551,Taco Bell,38.551079,-121.693533,4811 Chiles Road,95618,2.5,43,$,Fast Food,xJ3J-xzQk5WO6GQKHwZ0aQ,Davis,Yolo County
552,Kow Thai Restaurant,38.55128,-121.69372,4823 Chiles Rd,95618,3.5,42,$$,Thai,V1eTf5Qw3lZ1arAagXAFtA,Davis,Yolo County
553,Pizza Hut Express,38.55563,-121.69723,4625 2nd St,95618,3,1,$,Pizza,Judhpfp9mn-rJoiDzfG0wQ,Davis,Yolo County
554,Domino's Pizza,38.55052185,-121.7012558,4120 Chiles Rd,95618,3,19,$,Pizza,pv6ifXufS9Oz7JWefvsXGw,Davis,Yolo County
555,Subway,38.55015945,-121.6935883,4748 Chiles Rd,95616,3,22,$,Sandwiches,eDDrdCCv3_xclRgz7WmlDg,Davis,Yolo County
556,Oishii Teriyaki,38.5726169,-121.5797466,4055 Lake Rd,95691,3.5,148,$,Japanese,MRo_GaXCmUsR5cj3nMar4Q,West Sacramento,Yolo County
557,Grand Central Station,38.57256,-121.54954,1250 Harbor Blvd,95691,4,134,$,Cheesesteaks,PSXE24FtwjFA7K2cKUi0QA,West Sacramento,Yolo County
558,Chando's Tacos,38.56745,-121.5434,2530 Boatman Ave,95691,4,220,$,Mexican,krOJi0NgmQGcW3EfYjIwVg,West Sacramento,Yolo County
559,Taqueria Maya's Taco Truck,38.5775808,-121.5675935,4205 W Capitol Ave,95691,4.5,77,$,Food Trucks,R51pSR7ESxFFloDrrIGeqw,West Sacramento,Yolo County
560,Flaming Grill Cafe,38.57138652,-121.5490115,1350 Harbor Blvd,95691,4,248,$$,Burgers,PH9AuRZmVVDsUYlxwqXAmw,West Sacramento,Yolo County
561,Kick N Mule,38.57899983,-121.5496375,2901 W Capitol Ave,95691,4,233,$$,Sports Bars,jucm4MlKRUTlF0VKKYUOUw,West Sacramento,Yolo County
562,Eppie's Restaurant,38.5717058,-121.5793346,4025 Lake Rd,95691,4,56,$,Diners,vnCIRaUwBk0JTAlj1k30Yw,West Sacramento,Yolo County
563,Serrano's Cafe,38.5790061,-121.5504206,3021 W Capitol Ave,95691,4.5,386,$,Breakfast & Brunch,TDhp8Cv0sXecG2VX5EzTbg,West Sacramento,Yolo County
564,Sancho's Tacos & Burritos,38.57218,-121.57951,4055 Lake Rd,95691,3.5,75,$,Mexican,nJ8i1turW6PU00cMqoynnA,West Sacramento,Yolo County
565,Raku Sushi,38.57843,-121.54835,805 Harbor Blvd,95691,4,439,$$,Japanese,2TXL003Q2TJGwyyl92OlPQ,West Sacramento,Yolo County
566,Vince's Ristorante,38.578256,-121.549102,840 Harbor Blvd,95691,3.5,231,$$,Italian,lokhqeUaiKKOlJ5qenlrcg,West Sacramento,Yolo County
567,River City Grill,38.56958,-121.54357,2521 Del Monte St,95691,4,58,$,American (New),P-12THRPCe2G6JKjdzEjHQ,West Sacramento,Yolo County
568,Krispy Krunchy Chicken,38.57669,-121.54801,2811 Evergreen Ave,95691,4.5,14,unavailable,Seafood,yeA6FCRVXRTvf0HLd04CJw,West Sacramento,Yolo County
569,California Burrito,38.57951,-121.5497,2910 W Capitol Ave,95691,4,111,$,Mexican,NdHkQVmiQIcdd-weII58IQ,West Sacramento,Yolo County
570,Hings Chinese Cuisine,38.57845002,-121.5497315,2933 W Capitol Ave,95605,3.5,137,$,Chinese,SKB4EaTgHNyNQs7WC6VUhg,West Sacramento,Yolo County
571,Taste of India,38.577703,-121.550376,3025 W Capitol Ave,95691,5,1,unavailable,Indian,Wpxa3x6t9xEY3G66kKjDpw,West Sacramento,Yolo County
572,24 Karat Grill,38.57260132,-121.5755844,3951 Lake Rd,95691,4.5,7,$,American (Traditional),iBgLfpb5abOr1IGmdgTnUQ,West Sacramento,Yolo County
573,Oscar's Very Mexican Food,38.57140818,-121.5490487,1350 Harbor Blvd,95691,3.5,312,$,Mexican,H4yS5gKpTn7YiYBNIHwQ4Q,West Sacramento,Yolo County
574,I Love Teriyaki,38.578809,-121.549154,830 Harbor Blvd,95691,4,40,$,Japanese,AEZ3njHcIMJxFcYyg7hk5w,West Sacramento,Yolo County
575,La Favorita Taqueria,38.5790059,-121.5504225,3023 W Capitol Ave,95605,3.5,186,$,Mexican,h5sPtmxRo0im2EqWcDHInw,West Sacramento,Yolo County
576,Panaderia La Purisima,38.578225,-121.548906,840 Harbor Blvd,95691,4.5,13,$,Bakeries,a_65xiGtnPaPiBvtSXc6uw,West Sacramento,Yolo County
577,Mountain Mike's Pizza,38.578512,-121.549138,2919 W Capital Ave,95691,3,54,$$,Pizza,KcvTj7Yyjtvi7NPYybyhDw,West Sacramento,Yolo County
578,Pizza Guys,38.57889,-121.54908,800 Harbor Blvd,95691,3,45,$$,Pizza,iatmLlDEZWmX4xX7ThJl_A,West Sacramento,Yolo County
579,Denny's,38.57348925,-121.5491328,1235 Harbor Blvd,95691,3,115,$,American (Traditional),IweWgk1106BWq8MHquzgIg,West Sacramento,Yolo County
580,Taco Bell,38.5774,-121.5487,850 Harbor Blvd,95691,3,28,$,Mexican,jYGqW8GqQG1jl3fypNLh-Q,West Sacramento,Yolo County
581,McDonald's,38.57902037,-121.548229,2729 W Capitol Ave,95691,1.5,52,$,Fast Food,onAjCru5B7c88D9HJoZE_Q,West Sacramento,Yolo County
582,Domino's Pizza,38.578404,-121.5473933,829 Harbor Blvd,95691,2,38,$,Pizza,F40VhA9Agzq1GB9u3b_H0A,West Sacramento,Yolo County
583,Subway,38.57206648,-121.578793,4015 Lake Rd,95691,2,33,$,Sandwiches,Qjvc-X7mD-d7L6LEN1EHZA,West Sacramento,Yolo County
584,Togoâs Sandwiches,38.579199,-121.543602,2455 W Capitol Ave,95691,3,34,$,Sandwiches,E9py05WEWdpmI5Z5BerVxQ,West Sacramento,Yolo County
585,Jimboys Tacos,38.5795403,-121.5492935,750 Harbor Blvd,95691,1,1,unavailable,Mexican,EOZIcsYWG2VnE-Sv7XILDg,West Sacramento,Yolo County
586,Vince's Deli & Liquor,38.578261,-121.549105,840 Harbor Blvd,95691,4,1,unavailable,Delis,gp4w57Mh_wAi-XZ9D2XfTw,West Sacramento,Yolo County
587,Carl's Jr.,38.577159,-121.549232,854 Harbor Blvd,95691,2.5,22,$,Burgers,ktlBWBTsnXMiz5o8eYAa_Q,West Sacramento,Yolo County
588,Del Taco,38.578063,-121.548255,841 Harbor Blvd,95691,2.5,58,$,Mexican,MPq8yYioOr-4P12cn7DGbA,West Sacramento,Yolo County
589,Fruit Stand I-80 /Davis,38.57134,-121.57124,First Exit After Causeway Heading To Davis,95799,2,1,$$,Fruits & Veggies,Jr4KauCC7k7t8YDs5VpZ-g,West Sacramento,Yolo County
590,Wienerschnitzel,38.5795403,-121.5492935,750 Harbor Blvd,95691,1.5,15,$,Fast Food,M5e8ssDPcXCZZiou4-o8rg,West Sacramento,Yolo County
591,Subway,38.578518,-121.54791,817 Harbor Blvd,95691,2,18,$,Sandwiches,9Xhk5dQga44HmcezsBsGkA,West Sacramento,Yolo County
592,Harbor Deli & CafÃ©,38.57809,-121.54922,840 Harbor Blvd,95691,2.5,2,unavailable,Indian,vjyt2SHSWDK1o6R6lwXDVw,West Sacramento,Yolo County
593,Vientiane Restaurant,38.57517,-121.52373,1001 Jefferson Blvd,95691,4,311,$$,Thai,ZGzEdyWLtP_PlAxHLXOH-g,West Sacramento,Yolo County
594,Marco's Pizza,38.555962,-121.540092,2230 Lake Washington Blvd,95691,3.5,9,unavailable,Pizza,PN09yh7MsWTP7B4kEt6plw,West Sacramento,Yolo County
595,The Sail Inn Grotto and Bar,38.56918,-121.52489,1522 Jefferson Blvd,95691,4,210,$$,Bars,uQGVtckfGduuThLjuLigzg,West Sacramento,Yolo County
596,Peace Cuisine,38.579807,-121.525283,829 Jefferson Blvd,95691,4.5,382,$,Chinese,EyVMhfsbWIyxuG5OyOazFQ,West Sacramento,Yolo County
597,Wings Plus Plus,38.57948629,-121.5244712,1259 Merkley Ave,95691,4.5,166,$,American (Traditional),Ibw__yMRbL_MXXKZgFkezw,West Sacramento,Yolo County
598,Pooja Indian Grill,38.5798195,-121.5242959,1223-25 Merkley Ave,95691,4,530,$$,Indian,hwHh0VtEJ4jFGO-j-rtdmQ,West Sacramento,Yolo County
599,Taqueria Ay Jalisco,38.57581,-121.52515,900 Jefferson Blvd,95691,4,232,$$,Mexican,9OptOB51HX7XIgWeccLZ2Q,West Sacramento,Yolo County
