,Name,Lat_Restaurant,Lng_Restaurant,Address,Zip,Rating,# of Reviews,Price Level,Category,Yelp ID,City,County
21004,Taqueria Tepeque,36.978609,-121.969371,3555 Clares St,95010,3.5,92,$,Mexican,61i3-wyoJl1xsSex7bRbww,Capitola,Santa Cruz County
21005,Big Foot Catering Truck,36.98646,-121.97599,2260 Soquel Dr,95065,2,6,$,Mexican,P2a9fth1mMTmpe4anapo5w,Santa Cruz,Santa Cruz County
21006,Subway,36.98691,-121.96458,2740 41st Ave,95073,2.5,19,$,Sandwiches,1BWDQmDz8gwRdgsUT5EdQw,Soquel,Santa Cruz County
21007,Santa Cruz Salmon Jerky,36.98412522,-121.9567609,2510 S Main St,95073,3,2,$$,Specialty Food,BifGIBXf8RrYFSCUfheWwQ,Soquel,Santa Cruz County
21008,KFC,36.9795,-121.965,2120 41st Avenue,95010,3,31,$,Fast Food,Qy0ng3Or_KFR3jwDeJhJAQ,Capitola,Santa Cruz County
21009,Domino's Pizza,36.977465,-121.970651,3555 Clares St,95010,2.5,65,$,Pizza,aXk7nnmJaWXejsH_HBdVMg,Capitola,Santa Cruz County
21010,Burger King,36.97858994,-121.9653543,2001 - 41st Ave,95010,2,43,$,Fast Food,7JlaTDGlYJc03NmmDQYoNw,Capitola,Santa Cruz County
21011,Togoâs Sandwiches,36.978042,-121.96624,1955 41st Ave,95010,3.5,36,$,Sandwiches,2DIG7_nEy1P4eqeSiSfiPw,Capitola,Santa Cruz County
21012,Persephone,36.9776082,-121.906062,7945 Soquel Dr,95003,4.5,119,$$$,American (New),syIJD6bHli7Ynub-_LT36A,Aptos ,Santa Cruz County
21013,Pino Alto Restaurant,36.98528,-121.92463,6500 Soquel Dr,95003,4.5,27,$$,Desserts,lLys7bzC8NTiseb609iy1Q,Aptos ,Santa Cruz County
21014,Zameen Mediterranean Cuisine,36.9818339,-121.9104151,7528 Soquel Dr,95003,4,342,$$,Mediterranean,8RDPo8DbnFZJG-ZXrvjqHw,Aptos ,Santa Cruz County
21015,Carried Away,36.9816389,-121.9101379,7564 Soquel Dr,95003,4.5,43,$$,Delis,YO6fOvVNUMMXTZ2IPJmtmQ,Aptos ,Santa Cruz County
21016,Burger Aptos,36.97784,-121.906,7941 Soquel Dr,95003,3,461,$$,Burgers,MA0UBoQyjOHOlRF5OrQIcQ,Aptos ,Santa Cruz County
21017,Taqueria Los Gordos,36.982044,-121.9107689,7488 Soquel Dr,95003,3.5,148,$,Mexican,rqNTlCNd1g6ecajIXx0kjA,Aptos ,Santa Cruz County
21018,Severino's Bar & Grill,36.9793959,-121.910753,7500 Old Dominion Ct,95003,3.5,175,$$,Bars,1-lR8kWAJbeOxbLpU4m2cA,Aptos ,Santa Cruz County
21019,Zameen Mediterranean Food Truck,36.9818089,-121.9103765,7528 Soquel Dr,95003,4.5,12,$,Food Trucks,jtEWDSnKThq4fp0Dk2-eKg,Aptos ,Santa Cruz County
21020,The Farm Bakery & Cafe,36.9871788,-121.9215775,6790 Soquel Dr,95001,3.5,227,$$,Bakeries,5-u_xP9DhcRihL0jGrmYTA,Aptos ,Santa Crus County
21022,Cafeteria,36.98893236,-121.9232356,6500 Soquel Dr,95003,4,3,$,Cafes,ryoU5SBysv0GT-eRYOTGxQ,Aptos ,Santa Cruz County
21023,Taco Bell,36.97868107,-121.9064807,7887 Soquel Dr,95003,2.5,47,$,Fast Food,-rc7VZZzHCo1jfN-IhQ8mg,Aptos ,Santa Cruz County
21024,Subway,36.97825403,-121.9062031,7887 Soquel Dr,95003,2,17,$,Fast Food,6EJQUDpXYyMfK2Bn0gf2mw,Aptos ,Santa Cruz County
21025,Big J's Pizza,36.986538,-121.8069926,531 Corralitos Rd,95076,4,40,$,Pizza,Kc7A82zg0GuJfZimno8ppg,Watsonville,Santa Cruz County/Monterey County/Santa Clara
21026,Corralitos Coffeehouse,36.98645,-121.80699,531 Corralitos Rd,95076,5,40,$,Coffee & Tea,ROf6nM0YwjBHx8JzH7mbOQ,Watsonville,Santa Cruz County/Monterey County/Santa Clara
21151,West End Tap & Kitchen,36.959143,-122.047255,334D Ingalls St,95060,4,781,$$,Gastropubs,5LkUndNVZw7DZEkK02gvlg,Santa Cruz,County of Santa Cruz
21152,VIM Dining & Desserts,36.96206,-122.04662,2238 Mission St,95060,4.5,11,unavailable,American (New),nEuo_3TxKjGa2b7LzWxWRQ,Santa Cruz,County of Santa Cruz
21153,At Thai Recipe,36.9626491,-122.0440347,2106 Mission St,95060,4,306,$$,Thai,qcbQpqC_CWQZM2oEpxMHkg,Santa Cruz,County of Santa Cruz
21154,Bantam,36.959026,-122.045365,1010 Fair Ave,95060,4,305,$$,Pizza,tKq5kgqk3mOv45e5EDOOtg,Santa Cruz,County of Santa Cruz
21155,Parish Publick House,36.96110295,-122.0438101,841 Almar Ave,95060,4,251,$$,Bars,zi1jG5YJY5Q43TjO6dG6JQ,Santa Cruz,County of Santa Cruz
21156,Burgerim,36.964,-122.04291,1820 Mission St,95060,3,47,unavailable,Burgers,n_Blgpya1NaA_cv5vuqwGw,Santa Cruz,County of Santa Cruz
21157,Ristorante Avanti,36.9633522,-122.0426941,1917 Mission St,95060,3.5,399,$$,Italian,MLN6sDD1834AwuRbhgKl1w,Santa Cruz,County of Santa Cruz
21158,Upper Crust Pizza & Pasta,36.9606492,-122.0484641,2415 Mission St,95060,3.5,246,$$,Pizza,ZPVRw_tIO22tHv1uiNaDmQ,Santa Cruz,County of Santa Cruz
21159,Gary's Old Fashioned Snappy Dogs,36.96215,-122.04352,930 Almar St,95060,4.5,77,$,Hot Dogs,bF-byRuhGh5wricl_j15bg,Santa Cruz,County of Santa Cruz
21160,La CabaÃ±a Taqueria,36.96125628,-122.047555,2332 Mission St,95060,3.5,344,$,Mexican,VapZOvFZfoUU6CRM1W6KHQ,Santa Cruz,County of Santa Cruz
21161,Phoenix Asian Restaurant,36.96113205,-122.0466995,2301 Mission St,95060,3.5,190,$,Chinese,S-JdLktKxrGckfjY58Poew,Santa Cruz,County of Santa Cruz
21162,Blaze Fast-Fire'd Pizza,36.96344,-122.0422,1901 Mission St,95060,4,58,$,Salad,RlOFgq93Th0WnDUO7g_rIA,Santa Cruz,County of Santa Cruz
21163,Wingstop,36.961136,-122.04402,845 Almar Ave,95060,3,159,$,Chicken Wings,i10dzdE1tipfrtQo84GUiQ,Santa Cruz,County of Santa Cruz
21164,Tam's Chinese Cuisine,36.96044922,-122.0480881,2403 Mission St,95060,3,146,$,Chinese,O_LMPYr45tHOlBHNISb6xQ,Santa Cruz,County of Santa Cruz
21165,Taqueria Santa Cruz,36.96152,-122.04576,2215 Mission St,95060,3.5,238,$,Mexican,yz-tNeRtJiiWzE-dmvJLvQ,Santa Cruz,County of Santa Cruz
21166,Cafe Iveta,36.95506287,-122.0502853,2125 Delaware Ave,95060,4,187,$,Cafes,DT74WaOqIZkiL1otlxNhQg,Santa Cruz,County of Santa Cruz
21167,Aunt Nettie's Bakery & Kitchen,36.956004,-122.048699,2100 Delaware Ave,95060,4,6,unavailable,Bakeries,ORLLynKgP_wBr_Py6nXa5g,Santa Cruz,County of Santa Cruz
21168,Panda Express,36.9623244,-122.0440814,2121 Mission St,95060,2.5,58,$,Chinese,zR4psCuKe2J34F2MzXYhhw,Santa Cruz,County of Santa Cruz
21169,Domino's Pizza,36.9609169,-122.0479479,2391 Mission St,95060,2,131,$,Pizza,5pcC-eje__YgnD6h7R1D4w,Santa Cruz,County of Santa Cruz
21170,Burger King,36.962791,-122.04337,2015 Mission Street,95060,2,40,$,Fast Food,Pok1wDDzMqntU5fL3OoVrg,Santa Cruz,County of Santa Cruz
21171,Togoâs Sandwiches,36.9615028,-122.0438035,849-B Almar Ave,95060,3,39,$,Sandwiches,3k93A9xKvOl9J8AJQ9GOHQ,Santa Cruz,County of Santa Cruz
21172,Subway,36.96152,-122.04576,2215 Mission St,95060,2,34,$,Sandwiches,Rl3B4XUieyUrg0Zzs7O8_Q,Santa Cruz,County of Santa Cruz
21173,Laili Restaurant,36.9751836,-122.0263334,101B Cooper St,95060,4.5,1098,$$,Middle Eastern,TLb4owBDY03EKh77qsDgjQ,Santa Cruz,County of Santa Cruz
21174,Hula's Island Grill and Tiki Room,36.97137451,-122.026207,221 Cathcart St,95060,4,1589,$$,Hawaiian,uXtTb8D7pxZDyqokyzG-SQ,Santa Cruz,County of Santa Cruz
21175,Johnny's Harborside,36.967114,-122.001819,493 Lake Ave,95062,4,998,$$,Seafood,is2Klq-qucx02In-VwQsfA,Santa Cruz,Santa Cruz County
21176,Betty's Noodle House,36.97091293,-122.0246582,920 Pacific Ave,95060,4,440,$,Asian Fusion,iPiwwA-3R5CuvcC-5vtxdQ,Santa Cruz,County of Santa Cruz
21177,Mozaic,36.97455862,-122.0270147,110 Church,95060,4.5,491,$$,Mediterranean,vypo2wIK-h6C9nolntoW4w,Santa Cruz,County of Santa Cruz
21178,BAD ANIMAL,36.97541,-122.02813,1011 Cedar St,95060,5,5,unavailable,Used Bookstore,r9mWec-TzXAKppp-ZGUePw,Santa Cruz,County of Santa Cruz
21179,Surfrider CafÃ©,36.9714352,-122.0244956,429 Front St,95060,4,1100,$$,Burgers,jbSA7XuK6JTbpQzXpyKY_A,Santa Cruz,County of Santa Cruz
21180,Alderwood Santa Cruz,36.97299,-122.02726,155 Walnut Ave,95060,4,149,unavailable,American (New),hvy75y-l_-qJF0bcjRCqLg,Santa Cruz,County of Santa Cruz
21181,LÃºpulo Craft Beer House,36.97135716,-122.0265553,233 Cathcart St,95060,4.5,292,$$,Tapas Bars,XkE0NjKg9OudFRCuMbV7ZQ,Santa Cruz,County of Santa Cruz
21182,Pono Hawaiian Grill,36.97591,-122.02828,120 Union St,95060,4,1412,$$,Hawaiian,yeZCdAu2LRdT8V8W6_LsmQ,Santa Cruz,County of Santa Cruz
21183,Vida,36.96928,-122.03713,1203 Mission St,95060,5,1,unavailable,Breakfast & Brunch,yMNbMXKtOeaAmAInKQ2hfw,Santa Cruz,County of Santa Cruz
21184,Nick The Greek,36.972491,-122.026064,1133 Pacific Ave,95060,4.5,28,unavailable,Greek,bRrE2Zph1opMewOejJTzCA,Santa Cruz,County of Santa Cruz
21185,Oswald,36.97332066,-122.024732,121 Soquel Ave,95060,4,402,$$$,American (New),8UHFQ_WrRXYx2A6pAii5dg,Santa Cruz,County of Santa Cruz
21186,Tramonti,36.96797,-122.00764,528 Seabright Ave,95062,4,559,$$,Italian,6y2vMGRsZPARDSJ8OvgG7g,Santa Cruz,Santa Cruz County
21187,Harbor Cafe,36.96844,-121.99843,535 7th Ave,95062,4.5,1114,$$,American (Traditional),_XCdIXK6vKJf-D4jGpRXwQ,Santa Cruz,Santa Cruz County
21188,Linda's Seabreeze Cafe,36.96830938,-122.007785,542 Seabright Ave,95062,4.5,920,$$,Breakfast & Brunch,NfTu97EwPOlzfDxDedc0gQ,Santa Cruz,Santa Cruz County
21189,Sesame Korean Grill,36.97156906,-122.0244827,435 Front St,95060,4,195,$$,Korean,7EbK6Ak2CCSvEQ_DuerBAA,Santa Cruz,County of Santa Cruz
21190,Sesame Korean Grill,36.97156,-122.02448,435 Front St,95060,4.5,15,unavailable,Korean,W1BNfpzB70nWE1y2_LZibg,Santa Cruz,County of Santa Cruz
21191,Los Primos,36.97107,-122.01767,425 Barson St,95060,4.5,57,$,Mexican,fzpphtKC65M8F4fRtM0v_g,Santa Cruz,County of Santa Cruz
21192,I Love Sushi,36.9725308,-122.024226,516 Front St,95060,4,1055,$$,Sushi Bars,HiFEoddE6n5mWTqnDLpKWg,Santa Cruz,County of Santa Cruz
21193,Sala Thai,36.975006,-122.01935,353 Soquel Ave,95062,4,167,$$,Thai,#NAME?,Santa Cruz,Santa Cruz County
21194,Cafe Campesino,36.9725484,-122.0255651,1130 Pacific Ave,95060,4.5,226,$,Mexican,zjj9bmH_xSLP2zhkcMG3Vw,Santa Cruz,County of Santa Cruz
21195,La Posta,36.96818878,-122.0077941,538 Seabright Ave,95062,4,303,$$$,Italian,j1HCysEl45YkKa7Y0vQAnw,Santa Cruz,Santa Cruz County
21196,Betty Burgers,36.96708,-122.00819,505 Seabright Ave,95062,4,964,$,Burgers,GRhVJcCVR9xjDtCn401x6w,Santa Cruz,Santa Cruz County
21197,Firefish Grill,36.9599651,-122.0197212,25 Municipal Wharf,95060,3.5,1087,$$,American (New),-75Gjwlmz1EW7UTJGPXB3g,Santa Cruz,County of Santa Cruz
21198,Vino Locale Wine Bar & Tapas,36.958544,-122.017904,55 B Municipal Wharf,95060,4.5,128,$$,Wine Bars,vOHupgwDX9hVMPZBtAme4g,Santa Cruz,County of Santa Cruz
21199,Crow's Nest Restaurant,36.96329058,-122.0014841,2218 E Cliff Dr,95062,3.5,1548,$$,American (New),83EhuCeDN6tGoIANADc7nQ,Santa Cruz,Santa Cruz County
21200,Pour Taproom,36.97440394,-122.026118,110 Cooper St,95060,4.5,314,$$,Beer Bar,gt58KWCt6qckN4rYSrxAUg,Santa Cruz,County of Santa Cruz
21201,Sawasdee By The Sea,36.96349446,-122.0223394,101 Main St,95060,3.5,322,$$,Thai,FnUgKZ2yQBxBN8WPdA6oKg,Santa Cruz,County of Santa Cruz
21202,Woodstock's Pizza Santa Cruz,36.97473071,-122.0249798,710 Front St,95060,4,893,$$,Pizza,GXYOmehywIgOR_IYCOKdFA,Santa Cruz,County of Santa Cruz
21203,Mission St BBQ,36.9661,-122.0412,1618 Mission St,95023,4,532,$$,Barbeque,xwbr6LHlh5Tpj75F75dYRg,Hollister,San Benito/Santa Clara County
21204,Lago Di Como,36.9633551,-121.991213,21490 E Cliff Dr,95062,4,345,$$,Italian,Tmr5F6x_yhSHjv6kTWNX5Q,Santa Cruz,Santa Cruz County
21205,Stagnaro Bros,36.958183,-122.017717,59 Municipal Wharf,95060,3.5,868,$$,Seafood,bzJ2MdTjE2VDnnVQ9dGmfg,Santa Cruz,County of Santa Cruz
21206,Jack O'Neill Restaurant and Lounge,36.96199,-122.02485,175 W Cliff Dr,95060,3.5,37,unavailable,Seafood,OgAGIwmoVjBUH_hLGzuSaQ,Santa Cruz,County of Santa Cruz
21207,Malabar Restaurant,36.97251,-122.02403,514 Front St,95060,4,747,$$,Vegan,FlOc_y0Iv_QtmUuIUYW2pg,Santa Cruz,County of Santa Cruz
21208,Mumbai Delights,36.969684,-122.024591,810 Pacific Ave,95060,4,213,$$,Indian,NfgEFWkZeMhkg0QUbULPZA,Santa Cruz,County of Santa Cruz
21209,Splash!,36.95905293,-122.0184743,49 A Municipal Wharf,95060,3.5,354,$$,Seafood,N_5WRUi0Ni8rd5wjj9er9Q,Santa Cruz,County of Santa Cruz
21210,Zachary's Restaurant,36.9699504,-122.0251244,819 Pacific Ave,95060,4,949,$$,American (Traditional),iyAlH5Eqq2Sp89DzUYLZkQ,Santa Cruz,County of Santa Cruz
21211,The Picnic Basket,36.96315205,-122.0231331,125 Beach St,95060,4,721,$,Breakfast & Brunch,2SdhyRzf4S5EY5lo60Dz1Q,Santa Cruz,County of Santa Cruz
21212,Cafe Mare Italian Restaurant,36.9754999,-122.02493,740 Front St,95060,3.5,325,$$,Italian,VtM2hnhUUkkJfqZoXyoU3A,Santa Cruz,County of Santa Cruz
21213,Pizzeria La Bufala,36.97476031,-122.0258908,725 Front St,95060,4.5,71,$$,Pizza,tXA2SpZ79lyWxuTwjZkkgg,Santa Cruz,County of Santa Cruz
21214,Ristorante Italiano,36.97652,-122.01757,555 Soquel Ave,95062,3.5,238,$$,Italian,S_QRpA_WF4hf2hsoYLihfQ,Santa Cruz,Santa Cruz County
21215,Riva Fish House,36.961022,-122.021039,31 Municipal Wharf,95060,3.5,798,$$,Seafood,xT0kdPy0PFMyFZsM6iTSfg,Santa Cruz,County of Santa Cruz
21216,Hom Korean Kitchen,36.9719226,-122.0253757,1102 Pacific Ave,95060,4,107,$,Korean,JgnCDc3UDBhEcoKYDQKqbg,Santa Cruz,County of Santa Cruz
21217,Holy Smokes Country BBQ and Catering,36.9642155,-121.9894377,21505 East Cliff Ave,95062,4.5,48,$$,Barbeque,ojnAlhgB8g-rsWGlBEmevg,Santa Cruz,Santa Cruz County
21218,El Palomar - Santa Cruz,36.97415,-122.02575,1336 Pacific Ave,95060,3.5,791,$$,Mexican,fA_xa6Tl9UDV9wpYNlx6kA,Santa Cruz,County of Santa Cruz
21219,Hindquarter Bar & Grille,36.9744169,-122.0212147,303 Soquel Ave,95062,3.5,313,$$,Sports Bars,8AqDy6y7aDcQejtugfAX7A,Santa Cruz,Santa Cruz County
21220,Cafe Gratitude Santa Cruz,36.9725529,-122.0259515,103 Lincoln St,95060,4,484,$$,Vegan,oLRfNwoxjUJlseFvgfE8aQ,Santa Cruz,County of Santa Cruz
21221,Snap Taco,36.972115,-122.0255667,1108 Pacific Ave,95060,3.5,116,unavailable,Bars,LW-STC-pEnY27_9cE_D3Qw,Santa Cruz,County of Santa Cruz
21222,Aloha Island Grille,36.96262,-121.98781,1700 Portola Dr,95062,4,428,$,Hawaiian,WpPfPwz--zi-McfCUTidHA,Santa Cruz,Santa Cruz County
21223,Stagnaro Bros,36.96759,-122.0277,320 Washington St,95060,4.5,3,$$,Seafood,6RHBsEIO3pivCKOA8mFe-Q,Santa Cruz,County of Santa Cruz
21224,La Montana Taqueria,36.966316,-122.017939,220 Leibrandt Ave,95060,4,42,$,Mexican,a5H2mdWwoZR3PBQ-E3kz3w,Santa Cruz,County of Santa Cruz
21225,Fish & Fries,36.9642107,-122.0185246,400 Beach St,95060,4,4,unavailable,Seafood,2Vj5IAD44JJbhvI_OkUYzQ,Santa Cruz,County of Santa Cruz
21226,Soif Wine Bar & Merchants,36.97331,-122.02627,105 Walnut Ave,95060,4,377,$$$,American (New),dP5W-LZV5yCJa6owX6-4qA,Santa Cruz,County of Santa Cruz
21227,India Joze,36.97106552,-122.0238419,418 Front St,95060,4,154,$$,Indian,16Z5GForQgBtmtVgP1gSGg,Santa Cruz,County of Santa Cruz
21228,Reef Bar & Restaurant,36.97591,-122.02828,120 Union St,95060,4,54,$$,Bars,76suMJBYu7o49T2W1QWGKQ,Santa Cruz,County of Santa Cruz
21229,Rosie McCann's Irish Pub & Restaurant,36.97355652,-122.0256348,1220 Pacific Ave,95060,3.5,406,$$,Irish,I1IGLbIV5jMBX4bwpQOQsw,Santa Cruz,County of Santa Cruz
21230,Veg On The Edge,36.974827,-122.025543,725 Front St,95060,4,126,$$,Vegan,H-1zhv2hry9NzbB_aEc0sA,Santa Cruz,County of Santa Cruz
21231,Vasili's Greek Restaurant,36.96688843,-122.0394363,1501 Mission St,95060,4,587,$$,Greek,FGwoub91rMb06tGguvfuCg,Santa Cruz,County of Santa Cruz
21232,Walnut Avenue CafÃ©,36.9735812,-122.0263666,106 Walnut Ave,95060,4,983,$$,Breakfast & Brunch,qMFWFAQNP7sNOhKwc0pAYQ,Santa Cruz,County of Santa Cruz
21233,515 Kitchen & Cocktails,36.97131,-122.02706,515 Cedar St,95060,3.5,615,$$,American (New),jdNw6MLbMewljmEQWyUOVg,Santa Cruz,County of Santa Cruz
21234,Surf City Kitchen,36.97484,-122.02602,110 Cooper St,95060,5,2,unavailable,American (New),B-WYYhOsljJXu22D2Uk4nw,Santa Cruz,County of Santa Cruz
21235,Cafe Brasil,36.96765707,-122.0390973,1410 Mission St,95060,4,1713,$$,Brazilian,HGM6Hmrq39kfdRnc3uw6tg,Santa Cruz,County of Santa Cruz
21236,Golden Palace,36.97375,-122.0189,415 Ocean St,95060,3,212,$$,Chinese,G2xHsV8L5ne5FHxi8F-t7Q,Santa Cruz,County of Santa Cruz
21237,Jack's Hamburgers,36.97266,-122.02723,202 Lincoln St,95060,4,363,$,Burgers,GQ0rOczLSNumKh_mBc-43w,Santa Cruz,County of Santa Cruz
21238,Pizza My Heart,36.972321,-122.025301,1116 Pacific Ave,95060,3.5,726,$,Pizza,38BiGzfG4YgGg4Cq_7e3fw,Santa Cruz,County of Santa Cruz
21239,99 Bottles of Beer On The Wall,36.97364,-122.02644,110 Walnut Ave,95060,3.5,636,$$,American (Traditional),FfK-eqFuDRoWjMvlHET0Zw,Santa Cruz,County of Santa Cruz
21240,Kianti's Pizza & Pasta Bar,36.97195053,-122.0251694,1100 Pacific Ave,95060,3.5,803,$$,Pizza,6GjZFC5tu5srrnP_RnyB-Q,Santa Cruz,County of Santa Cruz
21241,Gilda's Family Restaurant,36.9615314,-122.0222247,37 Municipal Wharf,95060,3.5,463,$$,Seafood,RLypA82SDfXIHUqN_VqHqQ,Santa Cruz,County of Santa Cruz
21242,Poke House - Santa Cruz,36.97618,-122.02728,1543 Pacific Ave,95060,4.5,82,$$,Poke,KtPSBeEyexkbPoXFT67mHg,Santa Cruz,County of Santa Cruz
21243,Beach Street Pizza & Bar,36.9641,-122.02088,303 Beach St,95060,3.5,56,$$,Pizza,38CCQuLxErisZ3xvzbP-4g,Santa Cruz,County of Santa Cruz
21244,Scrumptious Fish and Chips Food Trailer,36.97053,-122.02383,,95060,4.5,4,unavailable,Fish & Chips,MnurNlBc1INSsTp-8FweVQ,Santa Cruz,County of Santa Cruz
21245,Zoccoli's Delicatessen,36.97605133,-122.0265198,1534 Pacific Ave,95060,4,698,$,Delis,bD5-lIjvV6miih3O1eqW_w,Santa Cruz,County of Santa Cruz
21246,Surf City Billiards Bar & Cafe,36.9707325,-122.0253511,931 Pacific Ave,95060,4,164,$$,Pool Halls,fU2qUwaBRuNx0uwnve8jPg,Santa Cruz,County of Santa Cruz
21247,HANLOH Thai Food,36.97051239,-122.0238266,,95060,5,10,$$,Thai,q7dnEswW528vqUv6GR_yWw,Santa Cruz,County of Santa Cruz
21248,Olitas Cantina & Grill,36.95894623,-122.0184174,650 Municipal Wharf,95060,3.5,463,$$,Seafood,mIWVe7-FH8SFdtd-EOKnUg,Santa Cruz,County of Santa Cruz
21249,burger.,36.96699,-122.04031,1520 Mission St,95060,3,1117,$$,Burgers,Jap7RgQzgIeZfKADvIo3vQ,Santa Cruz,County of Santa Cruz
21250,Cafe El Palomar,36.962954,-122.00095,2222 E Cliff Dr,95062,3.5,220,$$,Mexican,uQd_p0hV6lO8f--vncadTA,Santa Cruz,Santa Cruz County
21251,Chocolate,36.9756192,-122.026566,1522 Pacific Ave,95060,3.5,570,$$,Desserts,NgZ_btp9VdudY2gBlWY8xA,Santa Cruz,County of Santa Cruz
21252,Engfer Pizza Works,36.96808243,-122.0081329,537 Seabright Ave,95062,4,209,$$,Pizza,QAVymli9S4jvMlnQUWa69g,Santa Cruz,Santa Cruz County
21253,Coasters Bar & Grill,36.96509171,-122.0209961,115 Cliff St,95060,3,52,$,Bars,-5qm2pLiu-3fFQof1G4S8w,Santa Cruz,County of Santa Cruz
21254,Saturn Cafe,36.96900806,-122.024559,145 Laurel St,95060,3.5,1540,$$,Vegetarian,TPOp1VIj4pytPGv62yKxFg,Santa Cruz,County of Santa Cruz
21255,Dolphin Restaurant,36.95755768,-122.0173721,71 Municipal Wharf,95060,3,429,$$,Seafood,Y8A6hL4xe7V-fJbg9P9WUw,Santa Cruz,County of Santa Cruz
21256,La Sofrita,36.97607606,-122.0288857,1001 Center St,95060,4.5,3,unavailable,Puerto Rican,LCqwwaQMsiSP0BATWXI_Uw,Santa Cruz,County of Santa Cruz
21257,Las Palmas Taco Bar,36.96403,-122.02493,55 Front St,95060,3.5,486,$,Mexican,VU6k66iguM7ZkXWFqC6dTQ,Santa Cruz,County of Santa Cruz
21258,Gabriella Cafe,36.97466316,-122.0275379,910 Cedar St,95060,3.5,362,$$,American (New),i5hjVyTA1-HQFJaZ57Oa5w,Santa Cruz,County of Santa Cruz
21259,Shogun Japanese Restaurant,36.972473,-122.025665,1123 Pacific Ave,95060,3.5,423,$$,Japanese,#NAME?,Santa Cruz,County of Santa Cruz
21260,De La Hacienda Taqueria,36.96862,-122.02805,354 Washington St,95060,4,167,$,Mexican,7ljEPi-gOu3PGy1PeGvB2A,Santa Cruz,County of Santa Cruz
21261,Sabieng Thai Cuisine,36.969154,-122.037925,1218 Mission St,95060,3.5,474,$$,Thai,io-t_aqBt-i9HhqX8CimtA,Santa Cruz,County of Santa Cruz
21262,Beer Cove,36.96427924,-122.0184569,400 Beach St,95060,4,2,unavailable,Beer Bar,4CxCuXVAwAH-TQ4N9M8jAw,Santa Cruz,County of Santa Cruz
21263,Betty's Eat Inn,36.9737276,-122.025915,1222 Pacific Ave,95060,3.5,415,$$,Burgers,YCf5S_qaRZdbH11T1U8stg,Santa Cruz,County of Santa Cruz
21264,Food Lounge,36.9759216,-122.0289001,1001 Center St,95060,4.5,17,$$,Cafes,0xvJyc0z83om57j1CHiEwA,Santa Cruz,County of Santa Cruz
21265,Ideal Bar & Grill,36.96273,-122.02315,106 Beach St,95060,2.5,1110,$$,Cocktail Bars,AEm88WJ8gLSdZ3oddEvWGg,Santa Cruz,County of Santa Cruz
21266,Hidden Peak Teahouse,36.97605515,-122.0271683,1541-C Pacific Ave,95060,4.5,135,$$,Tea Rooms,pmyuOUSRi9LanE9wvvnibw,Santa Cruz,County of Santa Cruz
21267,Surf City Grill,36.96425,-122.017766,400 Beach St,95060,3.5,46,$,Burgers,w0K2uo-WPLb2B6ckMIItQg,Santa Cruz,County of Santa Cruz
21268,Star bene Italian Argentine Restaurant,36.96450221,-121.9927984,2-1245 E Cliff Dr,95062,3.5,232,$$,Italian,pu6HQTUSlJlPohb_Z_ezrQ,Santa Cruz,Santa Cruz County
21269,JalapeÃ±os Taqueria,36.969349,-122.025163,206 Laurel St,95060,4,113,$,Mexican,hzbjXdjav5zoVkjUuIVSuA,Santa Cruz,County of Santa Cruz
21270,The Buttery,36.9768914,-122.015714,702 Soquel Ave,95062,4,1271,$$,Bakeries,937MfoGMxCqFGYVrbSR8pA,Santa Cruz,Santa Cruz County
21271,Red Restaurant and Bar,36.9751801,-122.0280029,200 Locust St,95060,3.5,237,$$,American (New),3h8sNRUHX9NEZL-PI6dE8g,Santa Cruz,County of Santa Cruz
21272,Royal Taj India Cuisine,36.97359467,-122.0219727,270 Soquel Ave,95062,3.5,164,$$,Indian,IVm86dxWaq1nTyBa5C-_tw,Santa Cruz,Santa Cruz County
21273,Cafe Delmarette,36.972459,-122.025538,1126 Pacific Ave,95060,4.5,311,$,Coffee & Tea,GctNUWvjSu2A2GdYLF5NlA,Santa Cruz,County of Santa Cruz
21274,Paradise Dogs,36.96154135,-122.0219707,Santa Cruz Municipal Wharf,95060,5,17,$,Hot Dogs,yjmaRHAEbAWkIFPGUPNvhg,Santa Cruz,County of Santa Cruz
21275,El Hermoso Mar,36.9640906,-122.0206854,313 Beach St,95060,3,216,$$,Mexican,0EBAVHjePNFQHqbz9EzMMQ,Santa Cruz,County of Santa Cruz
21276,Firefly Coffee House,36.9679828,-122.0238362,131 Front St,95060,4,251,$,Coffee & Tea,W0JveBM6AVr35_lr5-EXTg,Santa Cruz,County of Santa Cruz
21277,Tabby Cat Cafe,36.97593,-122.02829,1101 Cedar St,95060,4.5,19,unavailable,Coffee & Tea,rzbqNpPg6DUiUIAaODmw6g,Santa Cruz,County of Santa Cruz
21278,Falafel Hut,36.9641571,-122.0207138,309 Beach St,95060,3.5,217,$,Mediterranean,bImRNIKp4HPmfbMxzHKT9w,Santa Cruz,County of Santa Cruz
21279,Falafel Of Santa Cruz,36.96701842,-122.0395456,1501 Mission St,95060,3.5,253,$,Middle Eastern,LVxBObrE_YAF0jwfxUtKjw,Santa Cruz,County of Santa Cruz
21280,Yan Flower,36.96802521,-122.0248871,617 Pacific Ave,95060,3.5,209,$,Chinese,TcUB7FeJq_qJsxwPN7CymA,Santa Cruz,County of Santa Cruz
