,Name,Category,Biz City,Biz Zip,Biz Lat,Biz Lng,Rating,Review Count,Price,Yelp ID,County
1296,Scotty's Cafe,"['Diners', 'Breakfast & Brunch', 'Donuts']",Vallejo,94590.0,38.10939000000001,-122.23858999999999,4.0,224,$$,L2gPhg9GG7oyCqtO0BuSNg,Solano
1297,Hop Hing's Kitchen,['Chinese'],Vallejo,94590.0,38.125713,-122.253979,3.5,9,$,UJkMlKu2rxup4tiUJIquZg,Solano
1298,Pizza Hut,"['Pizza', 'Italian', 'Chicken Wings']",Vallejo,94590.0,38.115358808185896,-122.24867758224701,2.0,62,$,hH4FQaqEtETPMhXbZgP34A,Solano
1300,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']",Vallejo,94590.0,38.1224,-122.23700000000001,1.5,70,$,V7RiFY1jO1W8BRh2ir3Tpg,Solano
1301,La Costa Del Sol,"['Mexican', 'Latin American']",Vallejo,94590.0,38.1238289,-122.2599716,3.5,87,$,uZqRXj8VOak4_sOSmpBsqQ,Solano
1302,Burger King,"['Burgers', 'Fast Food']",Vallejo,94590.0,38.1237263811216,-122.25477440779699,1.5,32,$,WVaFGt-FVIxnQncQJbI_JA,Solano
1303,Las Palmitas,['Mexican'],Vallejo,94590.0,38.11377,-122.25435,3.5,166,$$,nd-6eUhvQT5sUUtfH6CCBw,Solano
1304,Vallejo Pizza,['Pizza'],Vallejo,94590.0,38.1126708984375,-122.254379272461,3.5,141,$,o3NuETzk2QntPUspwrOMmQ,Solano
1305,Taco Bell,"['Fast Food', 'Tex-Mex', 'Mexican']",Vallejo,94590.0,38.12295,-122.254926,2.5,46,$,yzN7o8ZEYKFr8Wf7ZqmrCw,Solano
1306,Long John Silver's,"['Seafood', 'Fast Food']",Vallejo,94590.0,38.1220588684082,-122.250541687012,3.0,49,$,AnB-ZorTG5lpDTzZhWQC_Q,Solano
1307,Lee's Garden,['Chinese'],Vallejo,94590.0,38.1201523,-122.25533200000001,3.5,54,$,nKJjyAEyfw3fXvP94ARGFw,Solano
1308,Wendy's,"['Burgers', 'Fast Food']",Vallejo,94590.0,38.122062708871496,-122.25107535319599,2.0,43,$,nxGVmgrFBDYyrTHbt5mPQQ,Solano
1309,Carl's Jr,"['Burgers', 'Fast Food']",Vallejo,94590.0,38.1271504557105,-122.25611440818199,2.0,33,$,YDxtjCFH0UfMgJL3RJQS1w,Solano
1310,Cafe 22,"['Sandwiches', 'Coffee & Tea', 'Breakfast & Brunch']",Vallejo,94590.0,38.1103499,-122.26015,4.5,46,$$,sBvfYswl8wNLabGwue2aNw,Solano
1312,Red Ribbon Bakeshop,"['Bakeries', 'Fast Food', 'Filipino']",Vallejo,94590.0,38.122509523487395,-122.257522740762,3.5,42,$,OtsGmf8X7MiRvWI59XC5Bw,Solano
1313,City Lights Cafe & Catering,"['Cafes', 'Sandwiches']",Vallejo,94590.0,38.10966810000001,-122.23986550000001,5.0,14,$,q4UsEe7CSnu4ZZRogOVkYg,Solano
1315,TogoÃÂÃÂ¢ÃÂÃÂÃÂÃÂs Sandwiches,"['Sandwiches', 'Delis', 'Fast Food']",Vallejo,94590.0,38.1215215252326,-122.25707374555701,3.5,100,$,kP0mFKMstL5nJlpPgMID9Q,Solano
1316,J & M Mississippi BBQ,['Barbeque'],Vallejo,94590.0,38.113273620605504,-122.25490570068399,2.5,49,$$,z15lSxaZFegiwhQH0H6opQ,Solano
1318,King Albert BBQ,"['Barbeque', 'Burgers', 'Fast Food']",Vallejo,94590.0,38.110144659876795,-122.26258300244801,2.5,52,$$,K4UdN7c4WJo_1SMdZ_vvGw,Solano
1319,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",Vallejo,94590.0,38.132096000000004,-122.22367,2.5,42,$,CC62gP3Lg99_Z-t4bYQRyA,Solano
1320,A&W,"['Fast Food', 'Burgers', 'Hot Dogs']",Vallejo,94590.0,38.122467041015604,-122.236915588379,2.0,23,$$,dq4SGfFyMIk967-m5rMQ1A,Solano
1321,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",Vallejo,94590.0,38.119161,-122.255518,2.0,43,$,z29OVzUlnfsfcUzLSWastQ,Solano
1322,Tokyo Teriyaki House,['Restaurants'],Vallejo,94590.0,38.1214179992676,-122.254623413086,2.0,2,Unavailable,imngYIueL7i2TwgKUXUe8A,Solano
1324,Jack in the Box,"['Fast Food', 'Breakfast & Brunch', 'Burgers']",Vallejo,94590.0,38.1100691045049,-122.24835049999999,1.5,25,$,dwVISFby6vptBqBAmnNdMw,Solano
1325,Subway,"['Sandwiches', 'Fast Food']",Vallejo,94590.0,38.122381299999994,-122.25308500000001,1.5,24,$,JCV1n1b1B-KZi2tNDKttcQ,Solano
1326,Chef D By The Bay,"['Seafood', 'Soul Food', 'Burgers']",Vallejo,94590.0,38.1041393251278,-122.23815956105601,4.5,36,Unavailable,Ix4val_q_PV4_rnldTfxYA,Solano
1327,House of Soul,['Soul Food'],Vallejo,94590.0,38.10168,-122.23926000000002,4.0,371,$$,QB3vp2TZp4Jcsy_YOQmg5w,Solano
1328,China Wok,['Chinese'],Vallejo,94590.0,38.1012477,-122.2581123,4.0,472,$$,XbhqJQBcEYkwEH58pm97hg,Solano
1329,Noonie's Place 707,"['Desserts', 'Breakfast & Brunch', 'American (Traditional)']",Vallejo,94590.0,38.100843,-122.25782199999999,4.5,24,Unavailable,r-ohpOAU5zN1yyAiRe2uQA,Solano
1330,Good Day Cafe,"['Breakfast & Brunch', 'American (Traditional)']",Vallejo,94590.0,38.101156,-122.25771100000001,4.0,790,$$,B9lE7qAXWEaj9VjVMQ2f6A,Solano
1331,Kwongnan Restaurant,"['Chinese', 'Noodles', 'Soup']",Vallejo,94590.0,38.0998306274414,-122.25637054443399,4.0,115,$,2ZZzzBHu97jVkhm25ukvWw,Solano
1332,Urban Counter,"['Coffee & Tea', 'Burgers', 'Desserts']",Vallejo,94590.0,38.105903625488295,-122.22674560546899,4.0,119,$$,qa8dh4Quc1VgRIC7b78wWQ,Solano
1334,Szechuan Chinese Cuisine,['Szechuan'],Vallejo,94590.0,38.1055427,-122.2308493,3.5,261,$$,B9MkFJOmDQDURyaP8t3YNQ,Solano
1335,My Homestyle Cafe,"['Cafes', 'Barbeque', 'Breakfast & Brunch']",Vallejo,94590.0,38.1007404,-122.25672490000001,4.0,306,$,x71cvCswVCr90KKdNkUxww,Solano
1336,The Front Room At The Wharf,"['American (Traditional)', 'Pizza', 'Seafood']",Vallejo,94590.0,38.10093,-122.26371,3.0,472,$$,3tf2-C9UqElZ_JnLraUyCQ,Solano
1337,Gracie's,"['Barbeque', 'Burgers', 'Sandwiches']",Vallejo,94590.0,38.10237,-122.2552,3.5,519,$$,QpCmSwhOEV7J_chnaQEVXA,Solano
1338,Mariscos El Sinaloense,"['Mexican', 'Latin American']",Vallejo,94590.0,38.09491,-122.23213,4.0,69,$$,tOKHD9udtHgofzlbt9syiA,Solano
1339,Momo's Cafe,"['American (New)', 'Mexican', 'Breakfast & Brunch']",Vallejo,94590.0,38.1012336,-122.25630690000001,4.0,419,$$,S0BvNVpEnheQdQI1SousyA,Solano
1341,The Grind Bistro,"['Coffee & Tea', 'Breakfast & Brunch']",Vallejo,94590.0,38.10292000000001,-122.23796000000002,4.0,9,$,Klpjs8CZpvlPJcdivk3Eug,Solano
1342,New China Barn,['Chinese'],Vallejo,94590.0,38.1024349,-122.2380446,3.5,149,$,MpQqjehKoyB_X3Wka0HhmA,Solano
1343,El Nopal,['Mexican'],Vallejo,94590.0,38.1022241,-122.25629340000002,4.5,18,$,or6uXMsl4B1sO6uL27ZHlg,Solano
1344,PizzaVSburrito,"['Pizza', 'Mexican', 'Salad']",Vallejo,94590.0,38.100609999999996,-122.24301000000001,3.0,123,$$,xn9KXT0gyE25WENZ50QPsg,Solano
1346,Vik's Wheelhouse,"['Seafood', 'Bars', 'American (Traditional)']",Vallejo,94590.0,38.100959777831996,-122.263740539551,3.0,140,$$,Hh7eJl-AzCaDrgZm3hZACA,Solano
1347,China Cafe Vallejo,['Chinese'],Vallejo,94590.0,38.10139,-122.25601999999999,3.5,132,$,5xlWVwsqZkaYsLCFHYiKkQ,Solano
1349,Church's Chicken,"['Fast Food', 'Chicken Wings']",Vallejo,94590.0,38.10452,-122.23416,2.0,78,$,_-7ZtR1OCJBU6iVog4_SBw,Solano
1352,Java Jax,"['Coffee & Tea', 'Breakfast & Brunch']",Vallejo,94590.0,38.101375579834,-122.254722595215,4.0,213,$,qZdEMmlpbSRXo-6kGKShOg,Solano
1353,Mamasan's Bistro,['Breakfast & Brunch'],Vallejo,94590.0,38.0965908978822,-122.246674150229,4.0,1,$,6hAcdIwi0EobMF4irVjz-w,Solano
1354,Taco Bell,"['Fast Food', 'Mexican', 'Tex-Mex']",Vallejo,94590.0,38.105059999999995,-122.23233700000002,2.0,48,$,DSMEdjPoUE_a-TUr9Z3hLw,Solano
1355,Tortilleria Pinto,['Mexican'],Vallejo,94590.0,38.10179901123049,-122.25514984130899,4.5,4,$,ipl3YXDVZ1MA30XxxmEYPQ,Solano
1356,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']",Vallejo,94590.0,38.101,-122.242,2.0,35,$,O6hjwIa4JRdB9mKSDCdTVA,Solano
1358,Burger King,"['Burgers', 'Fast Food']",Vallejo,94590.0,38.105847,-122.231908,2.0,17,$,a9FceqjbLRDpDnxyfKmFxA,Solano
1359,CenadurÃÂÃÂÃÂÃÂ­a Jalisco,['Mexican'],Vallejo,94590.0,38.09598,-122.23676999999999,5.0,1,Unavailable,_sF7BqP8vfbJxYPFS_N9Yg,Solano
1362,California Maritime Academy Dining Hall,['American (New)'],Vallejo,94590.0,38.069759999999995,-122.23076,2.0,6,$,JUstG6hCGE1QBrUHYV3zpw,Solano
1363,Taqueria La Rosa,['Restaurants'],Vallejo,94590.0,38.09975120000001,-122.25482720000001,2.5,2,$,lFT2ZGVBnujwqG5noVSrvg,Solano
1364,Subway,"['Sandwiches', 'Fast Food']",Vallejo,94590.0,38.101916476564895,-122.25174817660299,2.5,11,$,xwYS1XR5x9_tuQdOKPKuMQ,Solano
1365,Subway,"['Sandwiches', 'Fast Food']",Vallejo,94590.0,38.1055699,-122.23137109999999,1.5,14,$,MYq7Y_fH1bjpN3u1-cRaXw,Solano
1366,Subway,"['Sandwiches', 'Fast Food']",Vallejo,94590.0,38.1018028,-122.25508880000001,3.5,3,$,xdnVMz8d7bpa-ZvzNLzaQw,Solano
1367,Subway,"['Sandwiches', 'Fast Food']",Vallejo,94590.0,38.083940999999996,-122.234076,2.0,17,$,9ea8fGm0C2zFebqjRgKpxg,Solano
1368,Tacos Los Plebes,['Mexican'],Vallejo,94590.0,38.097419738769496,-122.25469970703101,2.5,3,Unavailable,Noz-W_VKDzQ94ZynktYwNQ,Solano
1370,La Cantina,['Mexican'],Santa Rosa,95409.0,38.47611,-122.67289,4.0,78,$$,-Tb4OiaNCh1KEVjEGCdr2Q,Sonoma
1371,Ozzie's Grill,"['Burgers', 'American (Traditional)']",Santa Rosa,95409.0,38.474681,-122.6723294,4.0,168,$,e3OEEdn-jKWq2JqSoI6Eng,Sonoma
1372,Basilico Cucina Italiana,"['Italian', 'Cocktail Bars']",Santa Rosa,95409.0,38.4628068655729,-122.66801699996,4.0,136,$$,kPWfVCaUTLF2COR3nWtEZQ,Sonoma
1373,Urban Pizza,['Pizza'],Santa Rosa,95409.0,38.459759999999996,-122.6749,4.5,100,Unavailable,-ysDQX48yoZRic-Zu-sf2Q,Sonoma
1374,Taqueria Santa Rosa,"['Mexican', 'Salad', 'Breakfast & Brunch']",Santa Rosa,95409.0,38.4748405963182,-122.67229847610001,4.5,84,$,mjZj3agg3KZ1jLaefETqzg,Sonoma
1375,Mission Kitchen And Bar,"['Burgers', 'Sandwiches', 'Bars']",Santa Rosa,95409.0,38.45787,-122.67408,3.0,20,Unavailable,XE04GzVE3xKGUF27KATV9A,Sonoma
1376,Aztec Grill,['Mexican'],Santa Rosa,95409.0,38.464239899999995,-122.66474,4.5,46,$,_9hEavGKKAuwkNY943X36Q,Sonoma
1377,Betty's Fish & Chips,"['Seafood', 'Fish & Chips']",Santa Rosa,95409.0,38.4560883,-122.6784217,3.5,278,$$,erogUqvEGefiWdxN1wn7HA,Sonoma
1378,China Legend,['Chinese'],Santa Rosa,95409.0,38.459866299999995,-122.67491740000001,3.0,160,$$,R0G47sK8jaulgBrjL97mIA,Sonoma
1379,Mountain Mike's Pizza,['Pizza'],Santa Rosa,95409.0,38.457713,-122.67141470000001,3.5,64,$$,F8XORc5_aXFnESHNZQwMww,Sonoma
1380,Phyllis' Giant Burgers,['Burgers'],Santa Rosa,95409.0,38.463443,-122.664767,3.0,151,$$,q6ub_GenNa6RB0GpqsdwZA,Sonoma
1381,Union Hotel Restaurant,"['Italian', 'Pizza', 'Coffee & Tea']",Santa Rosa,95409.0,38.45815935467721,-122.67246240741001,3.0,210,$$,EZveL13S4c7aU-E83nffCQ,Sonoma
1382,Papa Murphy's,['Pizza'],Santa Rosa,95409.0,38.46552970000001,-122.65325759999999,4.0,26,$,bvXBIjwJEKf134b95u77cQ,Sonoma
1383,Burger King,"['Fast Food', 'Burgers']",Santa Rosa,95409.0,38.458302,-122.674663,3.0,13,$,yrD7wO82o9MPSdgZ_3Z2kw,Sonoma
1384,Subway,"['Sandwiches', 'Fast Food']",Santa Rosa,95409.0,38.4585843980312,-122.67515905201401,4.0,5,$,uw7Z1SqYcEpnqeWPtzUfdA,Sonoma
1385,Subway,"['Fast Food', 'Sandwiches']",Santa Rosa,95409.0,38.4659670322469,-122.653464004397,2.5,3,$,flFZa02Vl91yalCwh4GX9Q,Sonoma
1386,Ricky's Eastbound,"['Pizza', 'Bars']",Santa Rosa,95409.0,38.46297,-122.64371000000001,4.5,34,$$,voJoJCOjg8qiPNqY6m3gJw,Sonoma
1387,Colleen's Coffee Shop,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']",Santa Rosa,95409.0,38.46297,-122.64371000000001,4.5,28,Unavailable,jMon2q0_ktBByi6k76Y58w,Sonoma
1388,Everest Indian Restaurant,"['Indian', 'Himalayan/Nepalese']",Santa Rosa,95409.0,38.465981,-122.65191000000002,4.0,76,$$,cU9JIKwd5t1AURTNCSeXkA,Sonoma
1389,Su Casa Mexican Restaurant,['Mexican'],Santa Rosa,95409.0,38.466007,-122.651848,3.5,145,$$,wVKr716TA6VnS2Nq385zBA,Sonoma
1390,Wine Country Cafe & Deli,"['Delis', 'Cafes', 'Sandwiches']",Santa Rosa,95409.0,38.456198769415295,-122.628010283328,4.5,68,$,WP52ZiYO9CJwNbX4GMLF-w,Sonoma
1391,Rincon Valley Little League Snack Bar,['Barbeque'],Santa Rosa,95409.0,38.4668525,-122.593828,1.0,1,Unavailable,zLPgw2H8LXiglBeCSy7uBQ,Sonoma
1392,Jeffrey's Hillside Cafe,"['Breakfast & Brunch', 'Cafes']",Santa Rosa,95409.0,38.450412750244105,-122.686752319336,4.0,482,$$,RaiS04y0HEdLZKXwqR9m2A,Sonoma
1393,Mei-Don Chinese Cuisine,['Cantonese'],Santa Rosa,95409.0,38.441457,-122.60527900000001,4.0,68,$$,kS_wf3vsi2tpzgvVbWt0gg,Sonoma
1396,Corner Park Cafe,"['Vietnamese', 'Donuts', 'Coffee & Tea']",Santa Rosa,95405.0,38.45619,-122.67215,4.5,41,$,W57lmT1XYZMGUcT7JAhSoA,Sonoma
1397,Colibri Grill Cafe,"['Barbeque', 'Breakfast & Brunch', 'Cafes']",Santa Rosa,95405.0,38.4556041,-122.67240100000001,4.0,199,$$,dHLPpxNf6sgVbBgbkOuwvA,Sonoma
1398,Spring Lake Chinese Restaurant,['Chinese'],Santa Rosa,95405.0,38.455487,-122.6722331,3.5,69,$$,yENXNp-wfTwRIpanea8o_w,Sonoma
1399,Lepe's Taqueria,['Mexican'],Santa Rosa,95405.0,38.456379999999996,-122.67213999999998,3.0,189,$$,1f4kGMvP02lmJPstBJOgVg,Sonoma
1400,Round Table Pizza,['Pizza'],Santa Rosa,95405.0,38.4746526,-122.6738955,2.0,38,$$,uBgUmoH16SzVBy6fc9nTRA,Sonoma
1401,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",Santa Rosa,95405.0,38.4576148,-122.6741137,2.5,35,$,2WUzCoGv_DBfgtSZJ5RIHA,Sonoma
1402,Raku Ramen & Rolls,['Ramen'],Santa Rosa,95405.0,38.446160299999995,-122.68628149999999,4.0,174,$$,2BRFMvTbZV1y3qU7dKRnWg,Sonoma
1403,Yeti Restaurant,"['Indian', 'Himalayan/Nepalese']",Santa Rosa,95405.0,38.45047,-122.68757,4.0,189,$$,HxVCBANUOGlLWkiHEnyH0Q,Sonoma
1404,Trattoria Cattaneo,['Italian'],Santa Rosa,95405.0,38.4280434636406,-122.66723506745899,4.5,616,$$,447U-kYIt5cJlWR1udgvuA,Sonoma
1405,Monti's,"['Mediterranean', 'American (New)']",Santa Rosa,95405.0,38.4443501,-122.6862622,4.0,452,$$$,Hm7mmV1sVcqd-i9l_dxwMA,Sonoma
1406,Sea Thai Bistro,"['Thai', 'Seafood']",Santa Rosa,95405.0,38.4459634,-122.6869874,4.0,298,$$,35XFarcwWu4DBemZZLJFAg,Sonoma
1407,Cascabel,"['Mexican', 'Cocktail Bars']",Santa Rosa,95405.0,38.4428980459223,-122.685820103301,4.0,190,$$,am6drbZo1-g9IaRb_G5uMQ,Sonoma
1408,Tov Tofu,"['Korean', 'Asian Fusion']",Santa Rosa,95405.0,38.442713152442,-122.674894084874,4.5,192,$$,GX2hZn9Tkqc0-jgpUDnpxw,Sonoma
1409,East West Cafe & Restaurant,"['Mediterranean', 'Gluten-Free', 'Salad']",Santa Rosa,95405.0,38.4525936841965,-122.670431658626,4.0,469,$$,h4NkkKltDmpCQOsV38dAKg,Sonoma
1410,Emily's Kitchen,"['American (Traditional)', 'Desserts', 'Breakfast & Brunch']",Santa Rosa,95405.0,38.44390900000001,-122.68654,4.0,200,$$,opSCvzuLFRqVpDfXzd6CpQ,Sonoma
1411,Superburger,['Burgers'],Santa Rosa,95405.0,38.42599000000001,-122.66755,3.5,34,Unavailable,jF0r9ZEHXmeeJYP4Q6e4zA,Sonoma
1412,Cattlemens,"['Steakhouses', 'Seafood', 'American (Traditional)']",Santa Rosa,95405.0,38.445990850068,-122.686747799489,3.5,361,$$,VyXUAqUup9997ZPrmAT4rQ,Sonoma
1413,Tomatina,"['Pizza', 'Italian']",Santa Rosa,95405.0,38.444946,-122.68743899999998,3.0,214,$$,mQnuj-9DAEVCWfmPhSE5RA,Sonoma
1414,Ricardo's Bar & Grill,['American (Traditional)'],Santa Rosa,95405.0,38.4281059186789,-122.667369842529,4.0,110,$$,bJoWP0sfUKXHvNxJ7NmFeg,Sonoma
1415,Gus' Cafe & Grill,"['American (Traditional)', 'Burgers', 'Sandwiches']",Santa Rosa,95405.0,38.444348,-122.6862615,4.0,110,$$,tjh3AsVhwnCVIXlk-A12Wg,Sonoma
1416,Mary's Pizza Shack,"['Pizza', 'Italian']",Santa Rosa,95405.0,38.4528309342338,-122.670580088295,3.0,204,$$,ZwCR0CUjzIvx3fhrEaHdXg,Sonoma
1417,Shogun Japanese Restaurant,['Japanese'],Santa Rosa,95405.0,38.433726899999996,-122.68860079999999,4.0,79,$$,3uNfD74A9PbQKEMapjz6WA,Sonoma
1418,Acre Coffee,"['Cafes', 'Coffee & Tea']",Santa Rosa,95405.0,38.4462461,-122.68699240000001,4.0,268,$,t5lFxIshWT2KPJRD9ZDBrA,Sonoma
1419,Great China,['Chinese'],Santa Rosa,95405.0,38.433454299999994,-122.6893068,3.5,149,$$,ufQZxb7ZU_dZHf92Kipe6w,Sonoma
1420,Bluefish Sushi & Grill,"['Sushi Bars', 'Japanese']",Santa Rosa,95405.0,38.427689,-122.667997,4.5,81,$$,YtoC7SbedxeT0CiNVfMjRw,Sonoma
1421,Paradise Sushi & Hibachi,"['Sushi Bars', 'Japanese']",Santa Rosa,95405.0,38.45417,-122.67201000000001,3.0,55,$$,DtfVDOTxP2pYltJPPLxBOA,Sonoma
1423,El Charro Mexican Restaurant,['Mexican'],Santa Rosa,95405.0,38.4337461,-122.68858259999999,4.0,167,$$,rEtcleBAp_zlobOtJBIScw,Sonoma
1424,Kirin Restaurant,['Chinese'],Santa Rosa,95405.0,38.428133,-122.667685,3.5,244,$$,X4UcgdtE0E7oLnm0JPcCuw,Sonoma
1425,Osake,"['Japanese', 'Sushi Bars', 'Asian Fusion']",Santa Rosa,95405.0,38.441691999999996,-122.68605,4.0,233,$$$,oInx7hNZDWnbtdsEp1GgTw,Sonoma
1426,Los Tres Chiles,"['Mexican', 'Bars', 'Seafood']",Santa Rosa,95405.0,38.426317499999996,-122.6673723,4.0,184,$$,vDuyTSA-Ya23qeJ4iICzCA,Sonoma
1427,Gio's Pizza,"['Pizza', 'Italian', 'Gluten-Free']",Santa Rosa,95405.0,38.4275896,-122.667396,4.5,184,$$,DK_RTwbbXXbE6WDX2ENYGA,Sonoma
1428,Trail House,"['Coffee & Tea', 'Sandwiches', 'Breakfast & Brunch']",Santa Rosa,95405.0,38.4534772337617,-122.673004745156,4.0,82,$,2YfDGKt6kQ-Priv8NOPNiA,Sonoma
1429,Crystal's Corner,"['Donuts', 'Burgers', 'Coffee & Tea']",Santa Rosa,95405.0,38.4421573,-122.6738594,4.5,68,$,udxSMTF0qCDp7dTLrlP7bA,Sonoma
1430,The Villa Restaurant & Bar,"['Italian', 'Seafood', 'Pizza']",Santa Rosa,95405.0,38.453985206431106,-122.673667682803,2.5,251,$$,LhjhrHWvJGl5iVqpqupv_Q,Sonoma
1431,Crepevine Restaurant,"['Creperies', 'American (New)', 'Breakfast & Brunch']",Santa Rosa,95405.0,38.443213524364,-122.686931012164,4.0,392,$$,-uJFe-LjxxtwrtoDtmkulQ,Sonoma
1432,Boudin SF,"['Bakeries', 'Salad', 'Sandwiches']",Santa Rosa,95405.0,38.446458407752,-122.68730690799102,3.5,268,$$,cDg4OZkW5ZMmzKy-HTRimQ,Sonoma
1433,Mr. Pickle's Sandwich Shop,"['Sandwiches', 'Salad', 'Soup']",Santa Rosa,95405.0,38.45417,-122.67201000000001,4.0,84,$,8d1MaysrbwQkRFGAPyhtKg,Sonoma
1434,Lila's Mexican Restaurant,['Mexican'],Santa Rosa,95405.0,38.44209,-122.67398,3.5,92,$,U4DMXpLB5b8qo_eWf0dgfg,Sonoma
1435,Taqueria Los Altos De Jalisco,['Mexican'],Santa Rosa,95405.0,38.428066620605605,-122.667353910941,3.5,69,$,AGI60Sm61mDCPPFHxkyRUg,Sonoma
1436,Round Table Pizza,['Pizza'],Santa Rosa,95405.0,38.4453721,-122.6866297,3.0,49,$$,iMKIAfb-A1Jm3u7MCxnSSg,Sonoma
1437,The Terrace Grille,"['American (New)', 'Breakfast & Brunch']",Santa Rosa,95405.0,38.45238494873049,-122.68791198730499,2.5,29,$$,pz1ocGHaM5Al0-m53Gg0Sw,Sonoma
1438,Molly's Bakery,"['Coffee & Tea', 'Bakeries', 'Breakfast & Brunch']",Santa Rosa,95405.0,38.4277810476829,-122.667073108908,4.0,43,$,REKaXqzEBhsHLZkoXy8UKg,Sonoma
1439,IHOP,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']",Santa Rosa,95405.0,38.4498741,-122.68946000000001,3.0,59,$$,vosrRYXGqpceuMiQW0wMFA,Sonoma
1441,Taco Bell,"['Mexican', 'Fast Food', 'Tex-Mex']",Santa Rosa,95405.0,38.435266999999996,-122.687497,2.5,55,$,rONVAp9PCz0txoHGq1qOmg,Sonoma
1442,Carl's Jr,['Fast Food'],Santa Rosa,95405.0,38.4415702819824,-122.68669128417999,1.5,41,$,snSfVdAV41JnWZQggcr_4Q,Sonoma
1443,Jack in the Box,"['Fast Food', 'Breakfast & Brunch', 'Burgers']",Santa Rosa,95405.0,38.43525183,-122.68655617,2.5,27,$,eD4xdvrMz-513lUb7FSGtw,Sonoma
1444,Domino's Pizza,"['Pizza', 'Chicken Wings', 'Sandwiches']",Santa Rosa,95405.0,38.433640999999994,-122.690349,3.5,42,$,rI_jx_psZ3dzSOF-RHtkfw,Sonoma
1445,TogoÃÂÃÂ¢ÃÂÃÂÃÂÃÂs Sandwiches,"['Sandwiches', 'Delis', 'Fast Food']",Santa Rosa,95405.0,38.4346789100399,-122.689910811045,3.0,50,$,cXx9tiKrqO793ceDlfFUQQ,Sonoma
1446,Subway,"['Fast Food', 'Sandwiches']",Santa Rosa,95405.0,38.44213937213321,-122.674312580581,1.0,1,$,1mnJlSaCkC16v2ci2dX1oA,Sonoma
1448,Auberge du Soleil Restaurant,['American (New)'],Rutherford,94573.0,38.493775799999995,-122.40646799999999,4.5,764,$$$$,t6i0yl0NUjWk-aCM9xvfAw,Napa
1451,Cattlemens,"['Steakhouses', 'American (Traditional)']",Dixon,95620.0,38.47249,-121.82400600000001,4.0,662,$$,Hay-vZ-c-Xvq8IvYvABoMg,Solano
1452,Thai E-San Kitchen,['Thai'],Dixon,95620.0,38.457516999999996,-121.842649,4.5,47,$$,A64NcT6DXru2ij02SGCbOw,Solano
1453,S & S Deli,"['Mediterranean', 'Delis', 'Greek']",Dixon,95620.0,38.4696446,-121.82120570000001,5.0,155,$,QVgYGAiSAyWeQ3d75wHWqQ,Solano
1454,La Cocina Mexicana Restaurant,['Mexican'],Dixon,95620.0,38.46962,-121.8216,4.0,266,$,wuIEhaykmCyzobsMHMf4dg,Solano
1455,The Habit Burger Grill,"['Burgers', 'Sandwiches', 'Salad']",Dixon,95620.0,38.4568700943313,-121.84187985956699,3.0,38,$,fxLXvdNKcJB20OhxDYU1_w,Solano
1456,Mary's Pizza Shack,"['Pizza', 'Italian']",Dixon,95620.0,38.45675,-121.84374,3.0,234,$$,3aqjWJowTbv_Fy_Eo3yKcQ,Solano
1457,Cenario's Pizza - Dixon,"['Pizza', 'Chicken Wings', 'Italian']",Dixon,95620.0,38.457,-121.84046000000001,4.5,103,$,-rt9nvTc0_BhGSd_Mq7qpg,Solano
1458,Asian Garden Chinese Restaurant,['Chinese'],Dixon,95620.0,38.45637,-121.8416,3.0,82,$,YtcmNF62fp_eChDOHSH6IA,Solano
1459,Taqueria Jalisco,['Mexican'],Dixon,95620.0,38.457007692223705,-121.84043664173402,3.5,86,$,_yWyD41xionXXbXNHaLkgg,Solano
1460,Solano Baking Co,"['Donuts', 'Sandwiches', 'Breakfast & Brunch']",Dixon,95620.0,38.457017,-121.840479,4.0,271,$,maccHUHgZ75bzCV6vMhsng,Solano
1461,Panda Express,"['Chinese', 'Fast Food']",Dixon,95620.0,38.46852089835679,-121.8215278,2.5,30,Unavailable,EHEqj3VF1LmQixenyi2KQQ,Solano
1462,Popeyes Louisiana Kitchen,"['Fast Food', 'Chicken Wings']",Dixon,95620.0,38.469946,-121.823899,2.5,69,$,Gihp6qLDNfbbIv39QkociA,Solano
1463,Wendy's,"['Fast Food', 'Burgers']",Dixon,95620.0,38.469589899999995,-121.82056999999999,2.5,46,$,l2dK-goKMVMlFlH9zzshLw,Solano
1465,Domino's Pizza,"['Pizza', 'Chicken Wings', 'Sandwiches']",Dixon,95620.0,38.457131,-121.84326999999999,2.5,7,Unavailable,xPQjLsAXCZjUJ2nA8VLMng,Solano
1466,Capital China Restaurant,['Chinese'],Dixon,95620.0,38.4570731055425,-121.839783239881,2.5,36,$,YmoNi2j6KfiXKS7EUyKo0g,Solano
1467,Denny's,"['American (Traditional)', 'Breakfast & Brunch', 'Diners']",Dixon,95620.0,38.4583198635735,-121.839278787374,3.0,67,$$,m7YXBfrOeUv8SIc58a6dNw,Solano
